ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10052,1,1,1997,0,0,0,8,0,4,0,0,0,0
10052,2,1,1997,0,0,0,0,0,0,0,0,0,0
10053,1,1,1997,0,0,0,0,0,0,0,0,0,0
10053,2,1,1997,0,0,0,0,0,0,0,0,0,0
10053,3,1,1997,0,0,0,0,0,0,0,0,0,0
10054,0,1,1997,36,36,36,36,36,36,36,36,36,36
10054,1,1,1997,0,0,0,0,0,0,0,0,0,0
10055,0,1,1997,14,15,0,0,19,0,0,16,0,0
10055,1,1,1997,14,14,14,14,14,14,14,14,14,14
10056,1,1,1997,0,0,0,0,0,0,0,0,0,0
10056,2,1,1997,0,0,0,0,0,0,0,0,0,0
10057,1,1,1997,7,7,17,9,13,24,15,10,16,24
10058,1,1,1997,0,0,0,0,11,0,0,0,0,0
10058,2,1,1997,0,0,13,0,0,0,0,0,0,0
10059,1,1,1997,25,24,15,17,15,27,23,5,21,9
10060,1,1,1997,0,0,0,0,0,0,0,0,0,0
10060,2,1,1997,0,0,0,0,0,0,0,0,0,0
10060,3,1,1997,0,0,0,0,0,0,0,0,0,0
10061,1,1,1997,0,0,0,0,0,0,0,0,0,0
10061,2,1,1997,0,0,0,0,0,0,0,0,0,0
10062,1,1,1997,16,16,16,16,16,16,16,16,16,16
10063,1,1,1997,15,15,15,15,15,15,15,15,15,15
10064,1,1,1997,21,21,21,21,21,21,21,21,21,21
10065,1,1,1997,7,7,7,7,7,7,7,7,7,7
10066,1,1,1997,21,21,21,21,21,21,21,21,21,21
10066,2,1,1997,0,0,0,0,0,0,0,0,0,0
10067,1,1,1997,0,0,0,0,0,0,0,0,0,0
10067,2,1,1997,0,0,0,13,0,0,12,0,0,0
10068,1,1,1997,11,18,11,20,22,18,18,15,30,20
10069,1,1,1997,16,2,7,25,15,16,7,10,14,21
10070,1,1,1997,29,29,29,29,29,29,29,29,29,29
10070,2,1,1997,0,0,0,0,0,0,0,0,0,0
10071,0,1,1997,0,0,0,0,0,0,0,0,0,0
10071,1,1,1997,0,0,0,0,0,0,0,0,0,0
10072,1,1,1997,25,10,4,0,0,0,0,0,0,0
10072,2,1,1997,0,0,0,0,0,0,0,0,0,0
10072,3,1,1997,0,0,0,0,0,0,0,0,0,0
10073,1,1,1997,13,19,10,36,27,21,19,31,26,11
10074,1,1,1997,0,0,0,0,0,0,0,0,0,0
10074,2,1,1997,0,0,0,0,0,0,0,0,0,0
10075,1,1,1997,0,0,0,0,0,17,31,16,0,0
10076,1,1,1997,0,0,22,42,0,0,0,0,0,0
10077,1,1,1997,10,10,10,10,10,10,10,10,10,10
10078,1,1,1997,0,0,0,0,0,0,0,0,0,0
10079,1,1,1997,0,0,0,0,0,0,0,0,0,0
10079,2,1,1997,0,0,0,0,0,0,0,0,0,0
10080,1,1,1997,23,23,23,23,23,23,23,23,23,23
10080,2,1,1997,0,0,0,0,0,0,0,0,0,0
10081,0,1,1997,0,0,0,0,0,0,0,0,0,0
10081,1,1,1997,10,10,10,10,10,10,10,10,10,10
10082,1,1,1997,18,18,18,18,18,18,18,18,18,18
10083,1,1,1997,0,27,0,0,27,0,0,0,0,0
10084,1,1,1997,18,18,18,18,18,18,18,18,18,18
10084,2,1,1997,0,0,0,0,13,0,0,0,0,0
10085,1,1,1997,0,0,0,0,0,0,0,0,0,0
10086,1,1,1997,0,0,0,0,0,0,0,0,0,0
10087,1,1,1997,0,0,0,0,0,0,0,0,0,0
10088,1,1,1997,0,0,0,0,0,0,0,6,0,0
10089,1,1,1997,0,0,0,0,0,0,0,0,0,0
10090,1,1,1997,0,19,20,10,15,9,0,15,23,23
10091,1,1,1997,0,0,0,0,0,0,0,0,0,0
10092,1,1,1997,9,0,0,0,0,0,0,0,0,0
10092,2,1,1997,0,0,0,0,0,0,0,0,0,0
10093,1,1,1997,22,22,22,22,22,22,22,22,22,22
10094,1,1,1997,0,0,0,0,0,0,0,0,0,0
10094,2,1,1997,0,0,0,0,0,0,0,0,0,0
10095,0,1,1997,10,16,29,20,25,18,32,25,25,14
10095,1,1,1997,0,0,0,0,0,0,0,0,0,0
10096,1,1,1997,0,0,13,0,0,0,0,0,0,0
10096,2,1,1997,0,0,0,0,0,0,0,0,0,0
10097,1,1,1997,17,0,7,0,0,12,20,0,25,29
10098,1,1,1997,0,0,0,0,0,0,0,0,0,0
10098,2,1,1997,0,0,0,0,0,0,0,0,0,0
10099,1,1,1997,18,18,18,18,18,18,18,18,18,18
10099,2,1,1997,0,0,0,0,0,0,0,0,0,0
10100,1,1,1997,28,28,28,28,28,28,28,28,28,28
10101,1,1,1997,0,0,0,0,0,0,0,0,0,0
10102,1,1,1997,30,14,13,9,14,5,6,20,7,2
10102,2,1,1997,0,0,0,0,0,0,0,0,0,0
10102,3,1,1997,0,0,0,0,0,0,0,0,0,0
10103,1,1,1997,0,0,0,0,0,0,0,0,0,0
10104,1,1,1997,0,20,0,0,15,0,0,0,0,0
10105,0,1,1997,0,0,30,0,0,0,0,21,26,0
10105,1,1,1997,0,0,0,0,0,0,0,0,0,0
10105,2,1,1997,0,0,0,0,0,0,0,0,0,0
10106,1,1,1997,14,14,14,14,14,14,14,14,14,14
10107,1,1,1997,14,14,14,14,14,14,14,14,14,14
10108,1,1,1997,0,0,9,0,0,15,0,0,24,24
10109,1,1,1997,16,18,15,31,16,31,28,0,15,11
10109,2,1,1997,0,0,0,0,6,0,0,0,0,0
10110,1,1,1997,0,0,0,0,0,0,0,0,0,0
10110,2,1,1997,0,0,0,0,0,0,0,0,0,0
10111,1,1,1997,0,0,0,0,0,0,0,18,0,0
10111,2,1,1997,0,0,0,0,0,0,0,0,0,0
10112,1,1,1997,0,0,0,0,0,0,0,0,0,0
10112,2,1,1997,0,0,0,0,0,0,0,0,0,0
10113,1,1,1997,0,0,0,0,0,0,0,0,0,0
10113,2,1,1997,0,0,0,0,0,0,0,0,0,0
10114,1,1,1997,21,21,21,21,21,21,21,21,21,21
10115,1,1,1997,0,0,0,0,0,0,0,0,0,0
10115,2,1,1997,0,0,0,0,0,0,0,0,0,0
10116,1,1,1997,25,0,0,0,0,0,0,0,0,0
10117,1,1,1997,8,8,8,8,8,8,8,8,8,8
10117,2,1,1997,0,0,0,0,0,0,0,0,0,0
10118,1,1,1997,23,23,23,23,23,23,23,23,23,23
10119,1,1,1997,10,17,3,16,19,5,33,21,7,19
10121,1,1,1997,0,0,0,0,0,0,0,0,0,0
10121,2,1,1997,0,0,0,0,0,0,0,0,0,0
10122,1,1,1997,0,0,0,0,0,0,0,0,0,0
10122,2,1,1997,0,0,0,0,0,0,0,0,0,0
10123,1,1,1997,17,0,0,0,0,0,0,20,0,0
10124,1,1,1997,0,0,14,0,0,0,0,0,0,0
10125,1,1,1997,0,0,0,0,0,0,25,0,0,0
10125,2,1,1997,0,0,0,0,0,0,0,0,0,0
10126,1,1,1997,13,34,23,22,0,12,18,35,23,30
10127,1,1,1997,1,1,1,1,1,1,1,1,1,1
10127,2,1,1997,10,10,10,10,10,10,10,10,10,10
10127,3,1,1997,11,0,0,0,0,0,0,0,0,0
10128,0,1,1997,0,0,0,0,0,0,0,0,0,0
10128,1,1,1997,0,0,0,0,0,0,0,0,0,0
10129,1,1,1997,0,0,0,0,0,0,0,0,0,0
10130,1,1,1997,0,0,0,0,0,0,0,0,0,0
10130,2,1,1997,0,0,0,0,0,0,0,0,0,0
10130,3,1,1997,0,0,0,0,0,0,0,0,0,0
10130,4,1,1997,0,0,0,0,0,0,0,0,0,0
10131,1,1,1997,0,4,12,8,0,21,14,9,0,7
10131,2,1,1997,0,0,0,0,0,0,0,0,0,0
10132,1,1,1997,12,12,12,12,12,12,12,12,12,12
10133,1,1,1997,0,0,0,0,0,0,0,0,0,0
10133,2,1,1997,0,0,0,0,0,0,0,0,0,0
10133,3,1,1997,0,0,0,0,0,0,0,0,0,0
10134,1,1,1997,0,0,0,0,0,0,0,0,0,0
10134,2,1,1997,0,0,0,0,0,0,0,0,0,0
10135,1,1,1997,0,0,0,0,0,0,0,0,0,0
10135,2,1,1997,0,0,0,0,0,0,0,0,12,0
10136,0,1,1997,0,0,0,0,0,0,0,0,0,0
10136,1,1,1997,0,0,0,0,0,0,0,0,0,0
10137,1,1,1997,0,0,0,0,6,0,0,0,0,0
10137,2,1,1997,0,0,0,0,0,0,0,0,0,0
10138,1,1,1997,0,0,0,0,0,0,0,0,0,13
10139,1,1,1997,0,0,0,0,0,17,0,0,0,0
10139,2,1,1997,0,0,0,0,0,0,0,0,0,0
10140,1,1,1997,21,18,9,9,0,15,38,17,16,26
10141,1,1,1997,0,0,0,0,0,0,0,0,0,0
10141,2,1,1997,0,0,0,0,10,0,0,0,0,0
10142,0,1,1997,20,41,12,15,18,0,21,27,0,15
10142,1,1,1997,0,0,0,0,0,0,0,0,0,0
10143,1,1,1997,28,0,0,11,0,20,19,0,19,0
10144,1,1,1997,15,19,0,8,0,9,0,5,22,0
10145,1,1,1997,0,0,0,0,0,0,0,0,0,0
10145,2,1,1997,0,0,0,0,0,0,0,0,0,0
10146,1,1,1997,0,0,0,14,0,0,18,0,0,0
10147,1,1,1997,0,0,0,0,0,0,0,0,8,0
10148,0,1,1997,17,17,17,17,17,17,17,17,17,17
10148,1,1,1997,0,0,0,0,0,0,0,0,0,0
10149,1,1,1997,0,0,0,0,11,0,11,0,0,0
10149,2,1,1997,0,0,0,0,0,0,0,0,0,0
10149,3,1,1997,0,0,0,0,0,0,0,0,0,0
10150,1,1,1997,22,19,0,0,20,18,20,10,24,36
10151,1,1,1997,7,27,8,16,15,13,3,17,31,23
10152,1,1,1997,0,0,0,0,0,0,0,0,0,0
10152,2,1,1997,0,0,0,0,0,0,0,0,0,0
10153,1,1,1997,12,12,12,12,12,12,12,12,12,12
10154,1,1,1997,19,11,18,24,23,13,22,28,27,16
10155,1,1,1997,0,17,10,17,13,0,0,0,0,0
10155,2,1,1997,0,0,22,0,0,0,0,0,0,0
10156,1,1,1997,36,36,36,36,36,36,36,36,36,36
10156,2,1,1997,0,0,0,0,0,0,0,0,0,0
10157,1,1,1997,12,12,12,12,12,12,12,12,12,12
10157,2,1,1997,0,0,0,0,0,0,0,0,0,0
10158,1,1,1997,0,22,0,10,12,8,16,21,21,0
10159,1,1,1997,0,15,16,15,12,12,16,4,9,12
10159,2,1,1997,0,0,0,23,0,0,0,0,0,0
10160,1,1,1997,13,13,13,13,13,13,13,13,13,13
10161,1,1,1997,0,0,0,0,0,0,0,0,0,0
10162,1,1,1997,22,22,22,22,22,22,22,22,22,22
10163,0,1,1997,0,0,24,0,0,25,0,27,0,40
10163,1,1,1997,17,17,17,17,17,17,17,17,17,17
10164,1,1,1997,0,0,0,0,0,0,0,0,0,0
10165,1,1,1997,0,0,0,0,0,0,0,0,0,0
10165,2,1,1997,16,0,0,0,0,14,0,0,0,26
10165,3,1,1997,0,0,0,0,0,0,0,0,0,0
10166,0,1,1997,0,0,0,0,0,0,0,0,0,0
10166,1,1,1997,0,0,0,0,0,0,0,0,0,0
10167,1,1,1997,23,16,0,23,32,16,7,29,34,22
10168,1,1,1997,0,0,0,0,0,0,0,0,0,0
10168,2,1,1997,0,0,0,0,0,0,0,0,0,0
10169,1,1,1997,0,0,0,0,0,0,0,0,0,0
10169,2,1,1997,0,0,0,21,0,0,0,0,16,0
10170,1,1,1997,0,0,0,0,0,0,0,0,14,0
10171,1,1,1997,0,0,0,0,0,0,0,0,0,0
10171,2,1,1997,6,6,6,6,6,6,6,6,6,6
10172,1,1,1997,0,0,0,0,0,0,0,0,0,0
10172,2,1,1997,0,0,0,0,0,0,0,0,0,0
10173,1,1,1997,0,0,0,0,0,0,0,0,0,0
10173,2,1,1997,0,0,7,0,0,0,0,0,0,0
10174,1,1,1997,0,0,0,0,0,0,0,0,0,0
10174,2,1,1997,0,0,0,0,0,0,0,0,0,0
10175,1,1,1997,16,0,0,0,0,0,0,0,0,0
10175,2,1,1997,0,0,0,0,0,0,0,0,0,0
10176,1,1,1997,13,22,27,20,15,13,12,0,16,13
10176,2,1,1997,0,0,0,0,0,0,0,0,0,0
10177,1,1,1997,24,10,0,31,0,18,0,9,38,0
10178,1,1,1997,0,0,0,0,0,0,0,0,0,0
10179,1,1,1997,0,0,0,0,0,0,0,0,0,0
10179,2,1,1997,0,0,0,0,0,0,0,0,0,0
10180,1,1,1997,0,0,0,0,0,0,0,0,0,0
10180,2,1,1997,0,0,0,18,0,0,0,0,0,0
10181,1,1,1997,0,0,0,0,0,0,0,0,0,0
10182,1,1,1997,16,15,16,11,13,9,24,22,23,12
10183,1,1,1997,0,0,0,0,0,0,0,0,0,0
10183,2,1,1997,0,0,0,0,0,0,0,0,0,0
10184,1,1,1997,18,18,18,18,18,18,18,18,18,18
10185,1,1,1997,0,0,0,0,0,0,0,0,0,0
10185,2,1,1997,0,0,0,0,0,0,0,0,0,0
10186,1,1,1997,23,13,18,21,0,19,9,23,16,12
10186,2,1,1997,0,0,0,0,0,0,0,0,0,0
10187,1,1,1997,0,0,0,0,0,8,0,0,0,0
10188,0,1,1997,24,28,14,21,22,36,5,16,23,34
10188,1,1,1997,0,0,0,0,0,0,0,0,0,0
10189,1,1,1997,0,0,0,0,0,0,0,0,0,0
10190,1,1,1997,0,0,13,0,0,0,0,0,0,0
10191,1,1,1997,16,16,16,16,16,16,16,16,16,16
10191,2,1,1997,0,0,0,0,0,0,0,0,0,0
10192,1,1,1997,0,0,0,0,0,0,0,0,0,0
10192,2,1,1997,12,12,12,12,12,12,12,12,12,12
10193,1,1,1997,0,0,0,0,0,0,0,0,0,0
10193,2,1,1997,0,0,0,0,0,0,0,0,0,0
10194,1,1,1997,0,0,0,0,0,0,0,0,0,0
10194,2,1,1997,0,0,0,0,0,0,0,0,0,0
10195,1,1,1997,4,30,5,0,0,0,0,0,0,0
10196,1,1,1997,0,0,0,0,0,0,0,0,0,0
10196,2,1,1997,0,0,0,0,0,0,0,0,0,0
10197,1,1,1997,20,27,45,23,25,15,19,26,16,26
10198,1,1,1997,24,27,9,0,0,10,9,33,24,0
10199,1,1,1997,16,16,16,16,16,16,16,16,16,16
10200,1,1,1997,11,15,22,6,10,18,13,14,25,0
10200,2,1,1997,0,0,0,0,0,0,0,0,0,0
10201,1,1,1997,0,0,0,0,0,0,0,0,0,0
10201,2,1,1997,0,0,0,0,0,0,0,0,0,0
10202,0,1,1997,0,0,0,0,0,0,0,0,0,0
10202,1,1,1997,0,0,0,0,0,0,0,0,0,7
10203,1,1,1997,21,28,10,11,13,14,0,37,22,30
10204,1,1,1997,0,0,0,0,0,0,0,0,0,0
10205,1,1,1997,0,0,0,0,0,0,0,0,0,0
10205,2,1,1997,0,0,0,0,0,0,0,0,0,0
10206,1,1,1997,9,0,0,0,0,0,0,17,0,0
10206,2,1,1997,0,0,0,0,0,0,0,0,0,0
10207,1,1,1997,0,0,0,0,0,0,0,0,0,0
10207,2,1,1997,0,0,0,0,0,0,0,18,0,0
10208,1,1,1997,0,0,0,11,0,9,0,0,0,0
10208,2,1,1997,0,0,0,0,0,0,0,0,0,0
10209,1,1,1997,0,0,0,0,0,0,0,0,0,0
10209,2,1,1997,0,0,0,0,0,0,0,0,0,0
10210,1,1,1997,24,17,17,36,21,11,10,11,7,12
10211,1,1,1997,9,18,5,0,29,7,14,0,24,0
10211,2,1,1997,0,0,0,0,0,0,0,0,0,0
10212,1,1,1997,0,0,0,0,0,0,0,0,0,0
10212,2,1,1997,0,0,0,0,0,0,0,0,0,0
10213,1,1,1997,0,0,0,0,0,13,0,12,0,0
10213,2,1,1997,0,0,0,0,0,0,0,0,0,0
10214,1,1,1997,0,0,24,0,0,0,0,0,16,0
10214,2,1,1997,0,0,0,0,0,0,0,0,0,0
10215,1,1,1997,0,0,0,0,0,0,0,0,0,0
10217,0,1,1997,0,0,0,0,0,0,0,0,0,0
10217,1,1,1997,0,0,0,0,0,0,0,0,0,0
10218,1,1,1997,0,0,0,0,0,0,0,0,0,0
10219,1,1,1997,0,0,0,0,0,0,0,0,0,0
10219,2,1,1997,0,0,0,0,0,0,0,0,0,6
10220,1,1,1997,0,0,0,0,0,0,0,0,0,0
10220,2,1,1997,0,0,0,0,0,0,0,0,0,0
10221,1,1,1997,0,0,0,0,0,0,0,0,0,0
10222,1,1,1997,0,0,0,0,0,0,0,0,0,0
10222,2,1,1997,0,0,0,20,0,0,15,0,30,0
10223,1,1,1997,21,9,9,16,6,12,21,20,17,9
10224,1,1,1997,0,0,0,0,0,0,13,0,0,0
10224,2,1,1997,0,0,0,0,0,0,0,0,0,0
10225,1,1,1997,0,0,0,0,0,0,0,0,16,0
10225,2,1,1997,0,0,0,0,0,0,0,0,0,0
10226,1,1,1997,0,0,0,0,0,0,0,0,0,0
10226,2,1,1997,0,0,0,0,0,0,0,0,0,0
10227,1,1,1997,16,16,16,16,16,16,16,16,16,16
10228,1,1,1997,21,12,10,22,0,0,0,10,0,23
10229,1,1,1997,0,0,0,0,0,0,0,0,0,0
10230,1,1,1997,0,0,0,0,0,0,0,0,0,0
10230,2,1,1997,0,0,0,0,0,0,0,0,0,0
10231,1,1,1997,22,18,24,17,24,20,37,0,20,23
10232,1,1,1997,15,15,15,15,15,15,15,15,15,15
10233,1,1,1997,0,0,0,0,0,0,0,0,0,0
10233,2,1,1997,0,0,0,0,0,0,0,0,0,0
10234,1,1,1997,0,0,0,22,0,0,0,0,0,0
10235,1,1,1997,15,15,15,15,15,15,15,15,15,15
10236,1,1,1997,0,0,0,0,0,0,0,0,0,0
10236,2,1,1997,25,6,20,5,8,22,21,8,24,7
10237,1,1,1997,0,0,0,0,0,0,0,0,0,0
10237,2,1,1997,0,15,0,0,0,0,0,0,0,0
10238,1,1,1997,0,0,0,0,0,0,0,21,0,0
10239,1,1,1997,0,0,0,0,0,0,0,0,0,0
10239,2,1,1997,0,0,0,0,0,0,0,0,0,0
10239,3,1,1997,0,0,0,0,0,0,0,0,0,0
10240,1,1,1997,9,0,13,0,0,0,20,0,0,0
10241,1,1,1997,14,18,13,13,12,18,27,0,7,21
10242,1,1,1997,0,0,0,0,0,0,0,0,0,0
10243,1,1,1997,0,0,0,0,0,0,0,0,0,0
10243,2,1,1997,0,0,0,0,0,0,0,0,0,0
10244,1,1,1997,0,0,0,0,0,0,0,0,0,0
10244,2,1,1997,0,0,0,0,0,0,0,0,0,0
10246,1,1,1997,0,0,0,0,0,0,0,0,0,0
10246,2,1,1997,0,0,0,0,0,0,0,0,0,0
10247,1,1,1997,0,0,0,0,0,0,0,0,0,0
10247,2,1,1997,0,0,0,0,0,0,0,0,0,0
10248,1,1,1997,0,0,0,0,0,0,0,0,0,0
10249,1,1,1997,0,0,0,0,0,0,0,0,0,0
10249,2,1,1997,0,0,0,0,0,0,0,0,0,0
10250,1,1,1997,0,0,0,0,0,0,0,0,0,0
10250,2,1,1997,0,0,0,0,0,0,0,0,0,0
10251,1,1,1997,17,9,14,19,31,18,12,0,22,24
10252,1,1,1997,0,0,0,0,0,0,0,0,0,0
10253,1,1,1997,9,9,9,9,9,9,9,9,9,9
10254,1,1,1997,0,17,0,31,25,0,23,0,29,0
10255,1,1,1997,0,0,0,0,0,0,0,0,0,0
10255,2,1,1997,0,0,0,0,0,0,0,0,0,0
10256,1,1,1997,0,0,0,0,0,0,0,0,0,0
10256,2,1,1997,0,0,0,0,0,0,0,0,0,0
10256,3,1,1997,0,0,0,0,0,0,0,0,0,0
10256,4,1,1997,0,0,0,0,0,0,0,0,0,0
10257,1,1,1997,0,0,0,0,0,0,0,0,0,0
10257,2,1,1997,0,0,0,0,0,0,0,0,0,0
10258,0,1,1997,0,0,0,0,0,28,0,20,0,0
10258,0,2,1997,7,0,0,0,12,15,0,32,24,29
10258,0,3,1997,0,19,25,0,8,0,15,0,0,19
10258,2,1,1997,0,0,0,0,0,0,0,0,0,0
10259,1,1,1997,0,22,0,16,20,24,27,12,19,0
10260,1,1,1997,0,0,0,0,0,0,0,0,0,0
10261,1,1,1997,21,21,21,21,21,21,21,21,21,21
10262,1,1,1997,0,0,0,0,0,0,0,0,0,0
10262,2,1,1997,0,0,0,0,0,0,0,0,0,0
10263,1,1,1997,0,0,0,0,0,0,0,0,0,0
10264,1,1,1997,18,6,37,0,29,20,16,10,17,13
10265,1,1,1997,0,0,0,0,0,0,0,0,0,0
10266,1,1,1997,26,8,27,15,19,36,13,7,19,29
10267,1,1,1997,0,0,0,0,0,0,0,0,0,0
10268,1,1,1997,0,0,0,0,0,0,0,0,0,0
10268,2,1,1997,0,0,0,15,0,0,0,0,0,0
10269,1,1,1997,0,0,0,0,0,0,0,0,0,0
10270,0,1,1997,0,0,0,0,0,0,0,0,0,0
10270,1,1,1997,0,0,0,0,0,0,0,0,0,0
10271,0,1,1997,0,0,0,0,0,0,0,0,0,0
10271,1,1,1997,0,0,0,0,0,0,0,0,0,0
10271,2,1,1997,0,0,0,0,0,0,0,0,0,0
10272,1,1,1997,0,0,0,0,0,0,0,0,0,0
10273,1,1,1997,0,0,0,0,0,0,0,8,0,0
10274,1,1,1997,21,10,11,16,0,23,39,3,0,0
10275,1,1,1997,0,0,0,0,0,0,0,0,16,0
10275,2,1,1997,0,0,0,0,0,0,0,0,0,0
10276,1,1,1997,0,0,0,0,0,0,0,0,0,0
10277,0,1,1997,0,0,0,0,0,0,0,0,0,0
10277,0,2,1997,0,0,0,0,0,0,0,0,0,0
10277,1,1,1997,0,0,0,0,0,0,0,0,11,0
10278,1,1,1997,0,0,0,0,0,0,0,0,0,0
10278,2,1,1997,0,0,0,0,0,0,0,0,0,0
10279,1,1,1997,0,0,0,0,0,0,0,0,0,0
10279,2,1,1997,0,0,0,0,0,0,0,0,0,0
10280,1,1,1997,34,18,13,19,14,18,12,17,14,13
10281,1,1,1997,0,32,23,40,27,16,22,8,0,0
10282,1,1,1997,0,0,0,0,0,0,0,0,0,0
10282,2,1,1997,0,0,0,0,0,0,0,0,0,0
10282,3,1,1997,0,0,0,0,0,0,0,0,0,0
10282,4,1,1997,0,0,0,0,0,0,0,0,0,0
10283,1,1,1997,0,0,0,0,0,10,0,0,0,0
10284,1,1,1997,7,7,7,7,7,7,7,7,7,7
10285,1,1,1997,0,26,18,17,16,12,13,21,14,23
10286,1,1,1997,0,0,0,0,0,0,0,0,0,0
10287,1,1,1997,29,29,29,29,29,29,29,29,29,29
10287,2,1,1997,0,0,0,0,0,0,0,0,0,0
10288,1,1,1997,0,0,0,0,0,0,0,0,0,0
10289,0,1,1997,28,0,0,17,0,0,0,0,0,0
10289,1,1,1997,0,0,0,0,0,0,0,0,0,0
10290,1,1,1997,21,21,21,21,21,21,21,21,21,21
10291,1,1,1997,0,0,0,0,0,0,0,0,0,0
10291,2,1,1997,0,0,0,0,20,0,0,0,0,0
10292,1,1,1997,12,9,30,8,17,0,26,12,19,8
10293,1,1,1997,16,0,0,0,0,0,0,0,0,0
