ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10001,1997,11,11,11,11,11,11,11,11,11,11
10002,1997,2,2,2,2,2,2,2,2,2,2
10003,1997,0,0,0,7,0,0,0,12,25,0
10004,1997,0,0,0,0,0,0,0,0,0,0
10005,1997,16,16,16,16,16,16,16,16,16,16
10006,1997,0,0,0,0,0,0,0,0,0,0
10007,1997,15,15,15,15,15,15,15,15,15,15
10008,1997,0,6,0,0,0,8,0,0,0,0
10009,1997,0,0,0,0,0,0,0,0,0,0
10010,1997,17,0,24,7,19,18,23,0,0,9
10011,1997,0,0,29,0,24,0,0,8,0,0
10012,1997,0,0,7,0,0,0,0,0,0,0
10013,1997,11,11,11,11,11,11,11,11,11,11
10014,1997,0,0,0,0,0,0,0,0,0,0
10015,1997,0,0,0,0,0,0,0,0,0,0
10016,1997,12,12,11,32,6,18,12,15,16,19
10017,1997,31,31,31,31,31,31,31,31,31,31
10018,1997,0,0,0,0,0,0,0,0,0,0
10019,1997,0,0,0,0,0,0,0,0,0,0
10020,1997,0,0,0,0,0,0,0,0,0,0
10021,1997,0,0,0,0,0,0,0,0,0,0
10022,1997,15,31,15,0,24,0,22,16,27,0
10023,1997,30,30,30,30,30,30,30,30,30,30
10024,1997,0,0,0,0,0,0,0,11,0,0
10025,1997,16,16,16,16,16,16,16,16,16,16
10026,1997,25,25,25,25,25,25,25,25,25,25
10027,1997,25,0,0,0,0,0,0,0,0,0
10028,1997,0,0,0,0,0,0,0,0,0,0
10029,1997,0,0,0,0,0,0,0,0,0,0
10030,1997,0,0,0,0,0,0,0,0,0,0
10031,1997,0,0,0,0,0,0,0,0,0,0
10032,1997,20,19,2,6,3,8,5,0,9,12
10033,1997,23,23,23,23,23,23,23,23,23,23
10034,1997,15,15,15,15,15,15,15,15,15,15
10035,1997,15,15,15,12,12,0,14,12,23,20
10036,1997,9,8,25,20,37,0,0,30,24,9
10037,1997,22,0,0,0,12,17,0,0,0,0
10038,1997,3,0,0,0,15,0,0,0,8,0
10039,1997,26,51,11,25,10,16,16,17,26,23
10040,1997,22,22,22,22,22,22,22,22,22,22
10041,1997,0,0,0,0,0,0,0,0,0,0
10042,1997,16,0,0,9,0,0,0,0,0,0
10043,1997,0,0,0,0,0,0,0,0,0,0
10044,1997,0,0,0,0,0,0,0,0,0,0
10045,1997,0,0,0,0,0,0,0,0,0,0
10046,1997,14,14,14,14,14,14,14,14,14,14
10047,1997,17,17,17,17,17,17,17,17,17,17
10048,1997,0,0,0,0,0,0,0,0,0,0
10049,1997,0,11,15,0,0,0,0,0,5,0
10050,1997,0,0,0,0,0,0,0,0,0,0
10051,1997,11,0,0,0,0,0,0,0,0,0
10052,1997,0,0,0,8,0,4,0,0,0,0
10053,1997,0,0,0,0,0,0,0,0,0,0
10054,1997,36,36,36,36,36,36,36,36,36,36
10055,1997,14,15,14,14,19,14,14,16,14,14
10056,1997,0,0,0,0,0,0,0,0,0,0
10057,1997,7,7,17,9,13,24,15,10,16,24
10058,1997,0,0,13,0,11,0,0,0,0,0
10059,1997,25,24,15,17,15,27,23,5,21,9
10060,1997,0,0,0,0,0,0,0,0,0,0
10061,1997,0,0,0,0,0,0,0,0,0,0
10062,1997,16,16,16,16,16,16,16,16,16,16
10063,1997,15,15,15,15,15,15,15,15,15,15
10064,1997,21,21,21,21,21,21,21,21,21,21
10065,1997,7,7,7,7,7,7,7,7,7,7
10066,1997,21,21,21,21,21,21,21,21,21,21
10067,1997,0,0,0,13,0,0,12,0,0,0
10068,1997,11,18,11,20,22,18,18,15,30,20
10069,1997,16,2,7,25,15,16,7,10,14,21
10070,1997,29,29,29,29,29,29,29,29,29,29
10071,1997,0,0,0,0,0,0,0,0,0,0
10072,1997,25,10,4,0,0,0,0,0,0,0
10073,1997,13,19,10,36,27,21,19,31,26,11
10074,1997,0,0,0,0,0,0,0,0,0,0
10075,1997,0,0,0,0,0,17,31,16,0,0
10076,1997,0,0,22,42,0,0,0,0,0,0
10077,1997,10,10,10,10,10,10,10,10,10,10
10078,1997,0,0,0,0,0,0,0,0,0,0
10079,1997,0,0,0,0,0,0,0,0,0,0
10080,1997,23,23,23,23,23,23,23,23,23,23
10081,1997,10,10,10,10,10,10,10,10,10,10
10082,1997,18,18,18,18,18,18,18,18,18,18
10083,1997,0,27,0,0,27,0,0,0,0,0
10084,1997,18,18,18,18,18,18,18,18,18,18
10085,1997,0,0,0,0,0,0,0,0,0,0
10086,1997,0,0,0,0,0,0,0,0,0,0
10087,1997,0,0,0,0,0,0,0,0,0,0
10088,1997,0,0,0,0,0,0,0,6,0,0
10089,1997,0,0,0,0,0,0,0,0,0,0
10090,1997,0,19,20,10,15,9,0,15,23,23
10091,1997,0,0,0,0,0,0,0,0,0,0
10092,1997,9,0,0,0,0,0,0,0,0,0
10093,1997,22,22,22,22,22,22,22,22,22,22
10094,1997,0,0,0,0,0,0,0,0,0,0
10095,1997,10,16,29,20,25,18,32,25,25,14
10096,1997,0,0,13,0,0,0,0,0,0,0
10097,1997,17,0,7,0,0,12,20,0,25,29
10098,1997,0,0,0,0,0,0,0,0,0,0
10099,1997,18,18,18,18,18,18,18,18,18,18
10100,1997,28,28,28,28,28,28,28,28,28,28
10101,1997,0,0,0,0,0,0,0,0,0,0
10102,1997,30,14,13,9,14,5,6,20,7,2
10103,1997,0,0,0,0,0,0,0,0,0,0
10104,1997,0,20,0,0,15,0,0,0,0,0
10105,1997,0,0,30,0,0,0,0,21,26,0
10106,1997,14,14,14,14,14,14,14,14,14,14
10107,1997,14,14,14,14,14,14,14,14,14,14
10108,1997,0,0,9,0,0,15,0,0,24,24
10109,1997,16,18,15,31,16,31,28,0,15,11
10110,1997,0,0,0,0,0,0,0,0,0,0
10111,1997,0,0,0,0,0,0,0,18,0,0
10112,1997,0,0,0,0,0,0,0,0,0,0
10113,1997,0,0,0,0,0,0,0,0,0,0
10114,1997,21,21,21,21,21,21,21,21,21,21
10115,1997,0,0,0,0,0,0,0,0,0,0
10116,1997,25,0,0,0,0,0,0,0,0,0
10117,1997,8,8,8,8,8,8,8,8,8,8
10118,1997,23,23,23,23,23,23,23,23,23,23
10119,1997,10,17,3,16,19,5,33,21,7,19
10121,1997,0,0,0,0,0,0,0,0,0,0
10122,1997,0,0,0,0,0,0,0,0,0,0
10123,1997,17,0,0,0,0,0,0,20,0,0
10124,1997,0,0,14,0,0,0,0,0,0,0
10125,1997,0,0,0,0,0,0,25,0,0,0
10126,1997,13,34,23,22,0,12,18,35,23,30
10127,1997,11,10,10,10,10,10,10,10,10,10
10128,1997,0,0,0,0,0,0,0,0,0,0
10129,1997,0,0,0,0,0,0,0,0,0,0
10130,1997,0,0,0,0,0,0,0,0,0,0
10131,1997,0,4,12,8,0,21,14,9,0,7
10132,1997,12,12,12,12,12,12,12,12,12,12
10133,1997,0,0,0,0,0,0,0,0,0,0
10134,1997,0,0,0,0,0,0,0,0,0,0
10135,1997,0,0,0,0,0,0,0,0,12,0
10136,1997,0,0,0,0,0,0,0,0,0,0
10137,1997,0,0,0,0,6,0,0,0,0,0
10138,1997,0,0,0,0,0,0,0,0,0,13
10139,1997,0,0,0,0,0,17,0,0,0,0
10140,1997,21,18,9,9,0,15,38,17,16,26
10141,1997,0,0,0,0,10,0,0,0,0,0
10142,1997,20,41,12,15,18,0,21,27,0,15
10143,1997,28,0,0,11,0,20,19,0,19,0
10144,1997,15,19,0,8,0,9,0,5,22,0
10145,1997,0,0,0,0,0,0,0,0,0,0
10146,1997,0,0,0,14,0,0,18,0,0,0
10147,1997,0,0,0,0,0,0,0,0,8,0
10148,1997,17,17,17,17,17,17,17,17,17,17
10149,1997,0,0,0,0,11,0,11,0,0,0
10150,1997,22,19,0,0,20,18,20,10,24,36
10151,1997,7,27,8,16,15,13,3,17,31,23
10152,1997,0,0,0,0,0,0,0,0,0,0
10153,1997,12,12,12,12,12,12,12,12,12,12
10154,1997,19,11,18,24,23,13,22,28,27,16
10155,1997,0,17,22,17,13,0,0,0,0,0
10156,1997,36,36,36,36,36,36,36,36,36,36
10157,1997,12,12,12,12,12,12,12,12,12,12
10158,1997,0,22,0,10,12,8,16,21,21,0
10159,1997,0,15,16,23,12,12,16,4,9,12
10160,1997,13,13,13,13,13,13,13,13,13,13
10161,1997,0,0,0,0,0,0,0,0,0,0
10162,1997,22,22,22,22,22,22,22,22,22,22
10163,1997,17,17,24,17,17,25,17,27,17,40
10164,1997,0,0,0,0,0,0,0,0,0,0
10165,1997,16,0,0,0,0,14,0,0,0,26
10166,1997,0,0,0,0,0,0,0,0,0,0
10167,1997,23,16,0,23,32,16,7,29,34,22
10168,1997,0,0,0,0,0,0,0,0,0,0
10169,1997,0,0,0,21,0,0,0,0,16,0
10170,1997,0,0,0,0,0,0,0,0,14,0
10171,1997,6,6,6,6,6,6,6,6,6,6
10172,1997,0,0,0,0,0,0,0,0,0,0
10173,1997,0,0,7,0,0,0,0,0,0,0
10174,1997,0,0,0,0,0,0,0,0,0,0
10175,1997,16,0,0,0,0,0,0,0,0,0
10176,1997,13,22,27,20,15,13,12,0,16,13
10177,1997,24,10,0,31,0,18,0,9,38,0
10178,1997,0,0,0,0,0,0,0,0,0,0
10179,1997,0,0,0,0,0,0,0,0,0,0
10180,1997,0,0,0,18,0,0,0,0,0,0
10181,1997,0,0,0,0,0,0,0,0,0,0
10182,1997,16,15,16,11,13,9,24,22,23,12
10183,1997,0,0,0,0,0,0,0,0,0,0
10184,1997,18,18,18,18,18,18,18,18,18,18
10185,1997,0,0,0,0,0,0,0,0,0,0
10186,1997,23,13,18,21,0,19,9,23,16,12
10187,1997,0,0,0,0,0,8,0,0,0,0
10188,1997,24,28,14,21,22,36,5,16,23,34
10189,1997,0,0,0,0,0,0,0,0,0,0
10190,1997,0,0,13,0,0,0,0,0,0,0
10191,1997,16,16,16,16,16,16,16,16,16,16
10192,1997,12,12,12,12,12,12,12,12,12,12
10193,1997,0,0,0,0,0,0,0,0,0,0
10194,1997,0,0,0,0,0,0,0,0,0,0
10195,1997,4,30,5,0,0,0,0,0,0,0
10196,1997,0,0,0,0,0,0,0,0,0,0
10197,1997,20,27,45,23,25,15,19,26,16,26
10198,1997,24,27,9,0,0,10,9,33,24,0
10199,1997,16,16,16,16,16,16,16,16,16,16
10200,1997,11,15,22,6,10,18,13,14,25,0
10201,1997,0,0,0,0,0,0,0,0,0,0
10202,1997,0,0,0,0,0,0,0,0,0,7
10203,1997,21,28,10,11,13,14,0,37,22,30
10204,1997,0,0,0,0,0,0,0,0,0,0
10205,1997,0,0,0,0,0,0,0,0,0,0
10206,1997,9,0,0,0,0,0,0,17,0,0
10207,1997,0,0,0,0,0,0,0,18,0,0
10208,1997,0,0,0,11,0,9,0,0,0,0
10209,1997,0,0,0,0,0,0,0,0,0,0
10210,1997,24,17,17,36,21,11,10,11,7,12
10211,1997,9,18,5,0,29,7,14,0,24,0
10212,1997,0,0,0,0,0,0,0,0,0,0
10213,1997,0,0,0,0,0,13,0,12,0,0
10214,1997,0,0,24,0,0,0,0,0,16,0
10215,1997,0,0,0,0,0,0,0,0,0,0
10217,1997,0,0,0,0,0,0,0,0,0,0
10218,1997,0,0,0,0,0,0,0,0,0,0
10219,1997,0,0,0,0,0,0,0,0,0,6
10220,1997,0,0,0,0,0,0,0,0,0,0
10221,1997,0,0,0,0,0,0,0,0,0,0
10222,1997,0,0,0,20,0,0,15,0,30,0
10223,1997,21,9,9,16,6,12,21,20,17,9
10224,1997,0,0,0,0,0,0,13,0,0,0
10225,1997,0,0,0,0,0,0,0,0,16,0
10226,1997,0,0,0,0,0,0,0,0,0,0
10227,1997,16,16,16,16,16,16,16,16,16,16
10228,1997,21,12,10,22,0,0,0,10,0,23
10229,1997,0,0,0,0,0,0,0,0,0,0
10230,1997,0,0,0,0,0,0,0,0,0,0
10231,1997,22,18,24,17,24,20,37,0,20,23
10232,1997,15,15,15,15,15,15,15,15,15,15
10233,1997,0,0,0,0,0,0,0,0,0,0
10234,1997,0,0,0,22,0,0,0,0,0,0
10235,1997,15,15,15,15,15,15,15,15,15,15
10236,1997,25,6,20,5,8,22,21,8,24,7
10237,1997,0,15,0,0,0,0,0,0,0,0
10238,1997,0,0,0,0,0,0,0,21,0,0
10239,1997,0,0,0,0,0,0,0,0,0,0
10240,1997,9,0,13,0,0,0,20,0,0,0
10241,1997,14,18,13,13,12,18,27,0,7,21
10242,1997,0,0,0,0,0,0,0,0,0,0
10243,1997,0,0,0,0,0,0,0,0,0,0
10244,1997,0,0,0,0,0,0,0,0,0,0
10246,1997,0,0,0,0,0,0,0,0,0,0
10247,1997,0,0,0,0,0,0,0,0,0,0
10248,1997,0,0,0,0,0,0,0,0,0,0
10249,1997,0,0,0,0,0,0,0,0,0,0
10250,1997,0,0,0,0,0,0,0,0,0,0
10251,1997,17,9,14,19,31,18,12,0,22,24
10252,1997,0,0,0,0,0,0,0,0,0,0
10253,1997,9,9,9,9,9,9,9,9,9,9
10254,1997,0,17,0,31,25,0,23,0,29,0
10255,1997,0,0,0,0,0,0,0,0,0,0
10256,1997,0,0,0,0,0,0,0,0,0,0
10257,1997,0,0,0,0,0,0,0,0,0,0
10258,1997,7,19,25,0,12,28,15,32,24,29
10259,1997,0,22,0,16,20,24,27,12,19,0
10260,1997,0,0,0,0,0,0,0,0,0,0
10261,1997,21,21,21,21,21,21,21,21,21,21
10262,1997,0,0,0,0,0,0,0,0,0,0
10263,1997,0,0,0,0,0,0,0,0,0,0
10264,1997,18,6,37,0,29,20,16,10,17,13
10265,1997,0,0,0,0,0,0,0,0,0,0
10266,1997,26,8,27,15,19,36,13,7,19,29
10267,1997,0,0,0,0,0,0,0,0,0,0
10268,1997,0,0,0,15,0,0,0,0,0,0
10269,1997,0,0,0,0,0,0,0,0,0,0
10270,1997,0,0,0,0,0,0,0,0,0,0
10271,1997,0,0,0,0,0,0,0,0,0,0
10272,1997,0,0,0,0,0,0,0,0,0,0
10273,1997,0,0,0,0,0,0,0,8,0,0
10274,1997,21,10,11,16,0,23,39,3,0,0
10275,1997,0,0,0,0,0,0,0,0,16,0
10276,1997,0,0,0,0,0,0,0,0,0,0
10277,1997,0,0,0,0,0,0,0,0,11,0
10278,1997,0,0,0,0,0,0,0,0,0,0
10279,1997,0,0,0,0,0,0,0,0,0,0
10280,1997,34,18,13,19,14,18,12,17,14,13
10281,1997,0,32,23,40,27,16,22,8,0,0
10282,1997,0,0,0,0,0,0,0,0,0,0
10283,1997,0,0,0,0,0,10,0,0,0,0
10284,1997,7,7,7,7,7,7,7,7,7,7
10285,1997,0,26,18,17,16,12,13,21,14,23
10286,1997,0,0,0,0,0,0,0,0,0,0
10287,1997,29,29,29,29,29,29,29,29,29,29
10288,1997,0,0,0,0,0,0,0,0,0,0
10289,1997,28,0,0,17,0,0,0,0,0,0
10290,1997,21,21,21,21,21,21,21,21,21,21
10291,1997,0,0,0,0,20,0,0,0,0,0
10292,1997,12,9,30,8,17,0,26,12,19,8
10293,1997,16,0,0,0,0,0,0,0,0,0
10294,1997,0,0,0,0,0,0,0,0,0,0
10295,1997,27,27,27,27,27,27,27,27,27,27
10296,1997,0,30,17,9,0,14,17,0,7,0
10297,1997,29,29,29,29,29,29,29,29,29,29
10298,1997,4,4,4,4,4,4,4,4,4,4
10299,1997,0,13,0,0,0,0,0,0,12,0
10300,1997,0,0,0,0,0,0,0,0,0,0
10301,1997,0,0,0,0,0,0,0,0,0,0
10302,1997,0,0,0,0,0,0,0,0,0,0
10303,1997,0,0,0,0,0,0,0,0,0,0
10304,1997,0,0,0,0,0,0,0,0,0,0
10305,1997,30,30,30,30,30,30,30,30,30,30
10306,1997,11,8,11,13,15,0,19,9,21,31
10307,1997,49,49,49,49,49,49,49,49,49,49
10308,1997,0,0,0,0,0,0,0,0,0,0
10309,1997,0,21,13,0,12,10,0,0,0,0
10310,1997,0,0,0,0,0,0,0,0,15,0
10311,1997,20,14,19,0,28,15,10,22,0,0
10312,1997,0,0,0,0,0,0,0,0,0,0
10313,1997,15,15,15,15,15,15,15,15,15,15
10315,1997,3,19,13,11,11,26,10,8,37,16
10316,1997,8,8,8,8,8,8,8,8,8,8
10317,1997,11,0,0,4,0,17,0,20,0,8
10318,1997,0,0,14,0,0,0,0,0,0,0
10319,1997,32,32,32,32,32,32,32,32,32,32
10320,1997,0,0,0,0,0,0,0,0,0,0
10321,1997,0,17,24,0,13,4,0,6,10,21
10322,1997,37,11,12,10,6,24,29,17,6,0
10323,1997,0,0,0,0,0,0,0,0,0,0
10324,1997,0,0,0,0,0,0,0,0,0,0
10325,1997,24,24,24,24,24,24,24,24,24,24
10326,1997,16,16,16,16,16,16,16,16,16,16
10327,1997,0,0,0,0,0,10,0,0,0,0
10328,1997,0,0,0,0,0,0,0,11,0,0
10329,1997,0,0,0,0,0,0,0,0,0,0
10330,1997,36,36,36,36,36,36,36,36,36,36
10331,1997,0,0,0,0,0,0,0,0,0,0
10332,1997,0,0,0,0,5,0,0,0,0,0
10333,1997,0,0,13,0,0,0,0,0,0,0
10334,1997,0,0,0,0,0,0,0,0,0,0
10335,1997,0,6,0,0,0,17,35,11,0,0
10336,1997,0,0,0,0,0,0,0,0,0,0
10337,1997,19,19,19,19,19,19,19,19,19,19
10338,1997,0,0,0,0,0,0,0,0,0,0
10339,1997,13,27,25,15,20,10,0,14,13,20
10340,1997,0,0,0,19,0,0,0,32,0,0
10341,1997,0,0,0,0,0,0,0,0,0,0
10342,1997,0,0,0,0,0,0,0,0,0,0
10343,1997,21,0,0,0,0,11,0,0,0,0
10344,1997,0,0,0,0,0,0,0,0,0,12
10345,1997,0,0,0,0,0,0,0,0,0,0
10346,1997,0,0,0,0,0,20,0,0,0,0
10347,1997,0,0,0,0,0,0,0,0,0,0
10348,1997,22,22,22,22,22,22,22,22,22,22
10349,1997,36,36,36,36,36,36,36,36,36,36
10350,1997,0,0,0,13,0,21,0,0,0,21
10351,1997,0,0,0,0,0,0,14,18,0,0
10352,1997,18,18,18,18,18,18,18,18,18,18
10353,1997,0,0,0,0,0,32,0,0,0,0
10354,1997,10,0,0,0,0,0,9,0,29,0
10355,1997,0,0,0,0,0,0,0,0,0,0
10356,1997,0,0,0,0,0,6,0,0,0,0
10357,1997,0,0,0,0,0,0,0,0,0,0
10358,1997,0,0,0,0,0,0,0,0,0,0
10359,1997,0,0,0,0,0,0,0,0,0,0
10360,1997,0,0,0,0,0,0,0,0,0,0
10361,1997,0,0,0,0,0,0,0,0,0,0
10362,1997,0,0,0,0,0,0,0,0,0,0
10363,1997,26,26,26,26,26,26,26,26,26,26
10364,1997,34,34,34,34,34,34,34,34,34,34
10365,1997,15,15,15,15,15,15,15,15,15,15
10366,1997,13,13,13,13,13,13,13,13,13,13
10367,1997,25,25,25,27,25,25,25,25,25,25
10368,1997,0,0,0,0,0,0,0,0,0,0
10369,1997,0,0,0,0,0,0,0,0,0,0
10370,1997,0,0,0,0,0,0,0,0,0,0
10371,1997,0,0,26,16,0,0,11,0,0,10
10372,1997,8,0,0,9,21,8,23,0,27,25
10373,1997,2,2,2,2,2,2,2,2,2,2
10374,1997,0,0,0,0,0,0,0,0,0,0
10375,1997,25,6,15,13,20,19,22,22,8,30
10376,1997,0,0,0,14,0,0,0,0,0,0
10377,1997,0,0,0,0,0,0,0,0,0,0
10378,1997,0,21,0,0,0,0,0,0,9,13
10379,1997,0,0,0,0,0,0,0,0,0,0
10380,1997,0,0,0,0,0,0,0,0,0,0
10381,1997,29,17,6,16,27,15,22,24,15,8
10382,1997,15,19,4,1,0,26,6,7,0,11
10383,1997,24,9,0,15,17,30,30,7,29,11
10384,1997,0,0,0,0,0,0,0,21,0,0
10385,1997,0,0,0,0,0,0,0,0,0,0
10386,1997,7,7,7,7,7,7,7,7,7,7
10387,1997,15,23,27,9,19,14,15,12,14,19
10388,1997,0,0,0,0,0,0,10,0,0,0
10389,1997,0,0,0,0,0,0,0,0,0,0
10390,1997,14,29,24,26,0,18,0,8,14,20
10391,1997,19,19,19,19,19,19,19,19,19,19
10392,1997,0,0,0,0,0,0,0,0,0,0
10393,1997,0,0,0,0,0,0,0,0,0,0
10394,1997,7,20,13,26,23,28,18,27,32,17
10395,1997,0,0,0,0,0,0,0,0,0,0
10396,1997,0,0,0,0,0,0,0,0,0,0
10397,1997,2,0,0,0,0,0,0,0,0,0
10398,1997,19,0,0,0,0,0,0,0,0,0
10399,1997,0,0,0,0,0,0,0,0,0,0
10400,1997,0,0,0,0,0,0,0,0,0,0
10401,1997,0,0,0,0,0,0,0,0,0,0
10402,1997,0,0,0,0,0,0,0,0,0,0
10403,1997,28,9,29,23,21,16,15,0,13,9
10404,1997,0,0,0,0,0,0,0,0,0,0
10405,1997,0,0,0,0,0,0,0,0,0,0
10406,1997,0,0,0,0,0,0,0,0,0,0
10407,1997,0,0,0,0,0,0,0,0,0,0
10408,1997,0,16,0,0,20,0,10,34,19,0
10409,1997,0,0,0,0,0,0,13,0,0,22
10410,1997,0,0,0,0,0,0,0,0,0,0
10411,1997,0,0,0,0,0,0,0,0,0,0
10412,1997,11,13,18,8,19,3,11,7,10,12
10413,1997,25,18,17,17,16,12,23,0,23,24
10414,1997,0,0,0,0,0,0,0,0,0,0
10415,1997,0,0,0,35,0,0,0,0,0,0
10416,1997,0,0,0,0,0,0,0,0,0,0
10417,1997,0,0,0,0,0,13,10,0,0,0
10418,1997,0,15,0,0,6,0,0,11,7,0
10419,1997,0,0,0,0,0,0,0,0,0,0
10420,1997,18,18,18,18,18,18,18,18,18,18
10421,1997,12,7,0,17,0,13,5,0,0,0
10422,1997,0,0,0,0,0,0,0,0,0,0
10423,1997,0,0,0,0,0,0,0,0,0,0
10424,1997,9,0,8,31,11,20,16,10,14,22
10425,1997,0,0,0,17,0,0,16,0,0,0
10426,1997,22,10,7,21,12,14,27,39,36,13
10427,1997,15,17,15,15,15,15,15,15,15,15
10428,1997,14,0,0,0,0,0,0,0,0,0
10429,1997,0,0,0,0,0,0,0,0,12,0
10430,1997,21,21,21,21,21,21,21,21,21,21
10431,1997,0,0,0,0,0,11,0,0,0,0
10432,1997,6,6,6,6,6,6,6,6,6,6
10433,1997,24,24,24,24,24,24,24,24,24,24
10434,1997,0,0,0,0,0,29,0,0,0,0
10435,1997,0,0,0,16,0,0,0,0,0,0
10436,1997,24,24,24,24,24,24,24,24,24,24
10437,1997,12,5,9,10,36,15,15,4,19,18
10438,1997,0,26,21,20,32,0,0,0,0,0
10439,1997,0,0,14,22,0,18,25,0,0,46
10440,1997,11,14,13,18,13,11,5,12,16,9
10441,1997,4,4,4,4,4,4,4,4,4,4
10442,1997,0,0,16,0,0,20,0,0,24,0
10443,1997,6,18,16,0,16,17,0,36,11,0
10444,1997,14,0,0,0,0,0,0,0,0,0
10445,1997,0,10,0,0,0,0,0,16,0,0
10446,1997,0,0,0,0,0,0,0,0,0,0
10447,1997,17,11,21,26,16,24,20,12,26,25
10448,1997,0,0,0,0,0,0,0,0,0,0
10449,1997,21,21,21,21,21,21,21,21,21,21
10450,1997,13,0,13,0,0,16,0,0,4,0
10451,1997,0,0,0,0,0,0,0,0,0,0
10452,1997,0,0,0,0,0,0,0,0,0,0
10453,1997,8,8,8,8,8,8,8,8,8,8
10454,1997,28,28,28,28,28,28,28,28,28,28
10455,1997,0,0,0,0,0,0,0,0,0,0
10456,1997,0,0,0,0,0,0,0,0,0,0
10457,1997,0,0,0,0,0,0,0,0,0,0
10458,1997,0,19,29,21,0,0,0,0,22,0
10459,1997,12,18,0,11,0,16,0,32,11,15
10460,1997,17,0,0,0,0,0,0,0,0,0
10461,1997,26,26,26,26,26,26,26,26,26,26
10462,1997,0,0,0,0,0,0,0,0,0,0
10463,1997,0,0,0,0,0,0,0,0,0,0
10464,1997,0,0,0,0,0,0,0,0,0,0
10465,1997,0,0,0,0,8,0,15,0,0,0
10466,1997,12,23,4,5,11,8,15,7,12,0
10467,1997,7,7,7,7,7,7,7,7,7,7
10468,1997,0,0,0,0,0,0,0,0,0,0
10469,1997,0,0,0,0,7,0,0,0,0,0
10470,1997,19,0,0,5,17,0,0,0,23,23
10471,1997,0,0,0,0,0,0,0,0,0,0
10472,1997,0,0,0,0,0,0,0,0,0,0
10473,1997,0,0,0,0,0,0,0,0,11,0
10474,1997,23,23,23,23,23,23,23,23,23,23
10475,1997,0,0,0,0,0,0,0,0,0,0
10476,1997,19,29,7,23,33,32,13,21,18,14
10477,1997,15,13,8,9,17,0,11,11,6,18
10478,1997,19,19,19,19,19,19,19,19,19,19
10479,1997,0,0,0,0,0,0,0,0,0,0
10480,1997,0,0,0,0,0,0,0,0,0,0
10481,1997,2,2,2,2,2,2,2,2,2,2
10482,1997,0,0,0,0,0,0,0,0,0,0
10483,1997,0,0,0,0,14,8,0,0,0,0
10484,1997,0,0,0,0,0,0,0,0,0,0
10485,1997,15,0,0,0,0,0,0,12,0,0
10486,1997,15,22,19,0,31,15,25,23,23,10
10487,1997,0,0,0,0,0,0,0,0,0,0
10488,1997,20,20,33,16,14,9,41,19,7,21
10489,1997,0,0,0,0,0,0,0,0,0,0
10490,1997,21,23,0,5,28,0,0,12,25,16
10491,1997,22,13,9,22,21,19,19,7,17,13
10492,1997,0,0,0,16,0,0,0,0,0,0
10493,1997,0,0,0,0,0,0,0,0,0,0
10494,1997,0,0,16,0,0,0,14,20,14,0
10495,1997,0,0,0,0,0,0,0,0,0,0
10496,1997,0,0,0,0,0,0,0,0,0,0
10497,1997,0,0,0,0,0,0,0,0,0,0
10498,1997,0,0,0,0,0,0,0,0,0,0
10499,1997,16,16,16,16,16,16,16,16,16,16
10500,1997,0,0,14,25,11,11,9,0,0,0
10501,1997,0,0,18,0,0,0,0,0,0,0
10502,1997,35,0,23,22,17,40,11,15,18,25
10503,1997,0,22,7,15,21,20,26,15,5,20
10504,1997,19,13,20,24,17,15,34,18,0,23
10505,1997,30,10,23,36,16,22,14,26,31,16
10506,1997,24,24,24,24,24,24,24,24,24,24
10507,1997,0,0,0,0,0,0,0,0,0,0
10508,1997,0,0,0,0,0,0,0,0,0,0
10509,1997,0,0,0,0,0,0,0,0,0,0
10510,1997,0,0,0,4,0,0,0,0,0,0
10511,1997,0,0,0,0,0,0,0,0,0,0
10512,1997,17,21,21,2,5,0,18,12,28,17
10513,1997,0,0,6,0,0,0,0,0,0,0
10514,1997,0,0,0,0,0,0,0,0,0,0
10515,1997,0,0,0,0,0,0,0,0,0,0
10516,1997,0,0,0,0,0,0,0,0,0,0
10517,1997,0,0,0,0,0,0,0,0,0,0
10518,1997,0,0,0,0,0,16,0,25,24,0
10519,1997,11,0,0,0,0,0,0,0,0,0
10520,1997,0,0,0,0,0,0,0,0,0,0
10522,1997,0,0,0,0,17,0,0,0,0,0
10523,1997,8,27,18,14,15,25,15,27,18,29
10524,1997,0,0,0,0,0,0,0,0,0,0
10525,1997,0,0,0,0,0,0,0,0,0,0
10526,1997,23,28,10,0,18,0,25,33,19,9
10527,1997,0,0,0,0,0,0,0,0,0,0
10528,1997,0,0,0,0,0,0,0,0,0,0
10529,1997,7,18,14,12,17,17,18,10,12,13
10530,1997,25,25,25,25,25,25,25,25,25,25
10531,1997,0,0,0,0,0,0,0,0,0,0
10532,1997,0,0,0,0,0,11,0,0,0,0
10533,1997,0,0,0,0,0,0,0,0,0,0
10534,1997,0,0,0,0,0,0,0,0,0,0
10535,1997,9,0,8,12,24,23,0,12,16,17
10536,1997,20,20,20,20,20,20,20,20,20,20
10537,1997,27,27,27,27,27,27,27,27,27,27
10538,1997,0,0,0,0,0,0,0,0,0,0
10539,1997,0,0,0,0,0,0,0,0,0,0
10540,1997,0,0,0,0,0,21,0,0,0,0
10541,1997,0,0,0,0,0,0,0,0,0,0
