ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10075,1,1,1996,20,20,20,20,20,20,20,20,20,20
10076,1,1,1996,0,0,0,0,0,0,0,0,0,0
10076,2,1,1996,0,0,0,0,0,0,0,0,0,0
10077,1,1,1996,0,7,25,14,11,22,8,16,21,13
10078,1,1,1996,0,0,0,0,0,0,0,0,0,0
10079,1,1,1996,3,0,12,0,0,0,13,17,0,0
10080,1,1,1996,20,9,10,13,22,36,3,17,10,22
10081,1,1,1996,9,27,23,6,18,23,0,23,0,8
10082,1,1,1996,9,0,14,0,19,0,0,10,13,0
10083,1,1,1996,22,13,22,18,20,24,26,7,20,19
10084,1,1,1996,0,0,0,0,0,0,0,0,0,0
10084,2,1,1996,0,0,0,0,0,0,0,0,0,0
10085,1,1,1996,13,13,13,13,13,13,13,13,13,13
10086,1,1,1996,23,13,16,31,39,7,18,0,23,21
10087,1,1,1996,0,0,0,0,0,0,0,0,0,0
10087,2,1,1996,0,0,0,0,0,0,0,0,0,0
10087,3,1,1996,0,0,0,0,0,0,0,0,0,0
10088,1,1,1996,0,0,0,0,0,0,0,0,0,0
10089,1,1,1996,0,0,0,0,0,0,0,12,0,0
10089,2,1,1996,14,17,13,8,14,14,15,12,20,21
10090,1,1,1996,18,18,18,18,18,18,18,18,18,18
10091,1,1,1996,0,0,0,0,0,0,0,0,0,0
10092,0,1,1996,18,18,18,18,18,18,18,18,18,18
10092,1,1,1996,0,0,0,0,0,0,0,0,0,0
10093,1,1,1996,19,20,21,32,26,19,25,28,19,11
10094,1,1,1996,0,15,9,0,10,7,13,25,10,18
10095,1,1,1996,0,0,0,0,0,0,0,0,0,0
10095,2,1,1996,0,0,0,0,0,0,0,0,0,0
10096,1,1,1996,0,10,6,13,22,22,13,0,12,17
10097,1,1,1996,0,12,0,9,0,0,0,9,16,0
10097,2,1,1996,15,10,0,9,0,26,0,36,16,4
10097,3,1,1996,11,0,0,20,0,15,9,18,18,21
10098,0,1,1996,0,0,0,0,0,0,0,0,0,0
10098,1,1,1996,0,0,0,0,0,0,0,0,0,0
10099,1,1,1996,9,9,9,9,9,9,9,9,9,9
10100,1,1,1996,33,33,33,33,33,33,33,33,33,33
10101,0,1,1996,0,0,0,0,0,0,0,0,0,0
10101,1,1,1996,0,0,0,0,0,0,0,0,0,0
10102,1,1,1996,0,0,0,20,0,0,0,0,0,0
10103,0,1,1996,12,0,0,17,0,0,0,0,16,0
10103,1,1,1996,15,15,15,15,15,15,15,15,15,15
10103,2,1,1996,0,0,0,0,0,0,0,0,0,0
10103,3,1,1996,0,0,0,0,0,0,0,0,0,0
10104,1,1,1996,0,0,0,0,0,0,0,0,0,0
10104,2,1,1996,0,0,0,0,0,0,0,0,0,0
10105,1,1,1996,19,24,13,21,18,25,14,34,39,0
10106,0,1,1996,0,0,0,0,0,0,0,0,0,0
10106,1,1,1996,0,0,0,0,0,0,0,0,0,0
10107,1,1,1996,20,20,20,20,20,20,20,20,20,20
10108,1,1,1996,0,0,0,0,0,0,0,0,0,0
10109,1,1,1996,13,13,13,13,13,13,13,13,13,13
10110,1,1,1996,0,0,0,0,0,0,0,0,0,0
10111,1,1,1996,0,0,0,0,0,0,0,0,0,0
10112,1,1,1996,7,8,13,35,3,23,18,22,21,21
10113,0,1,1996,24,24,24,24,24,24,24,24,24,24
10113,1,1,1996,10,0,0,0,0,0,0,0,0,0
10114,1,1,1996,0,0,0,0,0,0,0,0,0,0
10115,1,1,1996,20,33,7,9,9,28,11,9,6,15
10115,2,1,1996,0,12,13,0,0,0,0,0,0,0
10116,1,1,1996,0,0,0,0,0,0,0,0,0,23
10116,2,1,1996,0,0,6,0,0,0,0,0,0,0
10116,3,1,1996,0,13,0,0,0,0,0,0,0,0
10117,1,1,1996,0,0,0,25,0,0,0,10,0,12
10118,1,1,1996,0,0,0,0,0,0,0,0,0,0
10118,2,1,1996,0,0,0,0,0,0,0,0,0,0
10119,1,1,1996,34,11,18,27,0,26,15,15,27,20
10120,1,1,1996,0,0,10,14,0,0,0,0,0,0
10120,2,1,1996,0,0,0,0,0,0,0,0,0,0
10121,1,1,1996,0,0,0,0,0,0,0,0,0,0
10121,2,1,1996,0,0,0,0,0,0,0,0,0,0
10122,1,1,1996,0,0,0,0,0,0,0,0,0,0
10122,2,1,1996,0,0,0,0,0,0,0,0,0,0
10123,1,1,1996,0,0,0,0,0,0,0,0,0,0
10123,2,1,1996,0,0,0,0,0,0,0,0,0,0
10124,1,1,1996,31,8,19,14,7,20,15,10,14,6
10124,2,1,1996,12,12,12,12,12,12,12,12,12,12
10125,1,1,1996,7,10,14,12,20,16,13,0,14,13
10125,2,1,1996,0,18,0,0,16,0,0,15,0,0
10126,1,1,1996,0,0,0,0,0,0,0,17,0,0
10127,1,1,1996,0,0,0,0,0,0,0,0,0,0
10127,2,1,1996,0,0,0,0,0,0,0,0,0,0
10128,1,1,1996,5,16,10,0,0,11,12,21,23,30
10128,2,1,1996,0,0,0,0,0,0,0,0,0,0
10129,1,1,1996,29,29,29,29,29,29,29,29,29,29
10129,2,1,1996,0,0,0,0,0,0,0,0,0,0
10130,1,1,1996,18,18,18,18,18,18,18,18,18,18
10130,2,1,1996,0,0,0,0,19,0,10,0,13,0
10131,1,1,1996,0,0,0,0,0,0,0,0,0,0
10131,2,1,1996,0,0,0,0,0,0,0,0,0,0
10132,0,1,1996,30,30,30,30,30,30,30,30,30,30
10132,1,1,1996,0,0,0,0,0,0,0,0,0,0
10133,1,1,1996,0,0,0,12,0,0,0,0,0,0
10134,1,1,1996,22,22,22,22,22,22,22,22,22,22
10134,2,1,1996,0,0,0,0,0,0,0,0,0,0
10135,1,1,1996,13,9,20,15,9,21,20,4,4,18
10135,2,1,1996,0,0,16,15,0,20,13,0,14,0
10136,1,1,1996,10,12,26,18,35,28,25,22,20,8
10137,1,1,1996,13,4,0,4,16,19,11,23,8,5
10138,1,1,1996,25,25,25,25,25,25,25,25,25,25
10138,2,1,1996,0,0,0,0,0,0,0,0,0,0
10139,1,1,1996,0,0,0,0,0,0,0,0,0,0
10139,2,1,1996,0,0,0,0,0,0,0,0,0,0
10140,1,1,1996,0,0,0,0,0,0,0,0,0,0
10140,2,1,1996,0,0,0,0,0,0,0,0,0,0
10141,1,1,1996,28,18,10,0,0,20,0,18,11,23
10142,1,1,1996,16,18,9,16,27,21,17,16,23,22
10143,1,1,1996,16,16,16,16,16,16,16,16,16,16
10144,1,1,1996,0,0,0,0,0,0,0,0,0,0
10145,1,1,1996,28,28,28,28,28,28,28,28,28,28
10146,1,1,1996,0,0,0,0,0,0,0,0,0,0
10146,2,1,1996,0,0,0,0,14,0,0,0,0,0
10147,1,1,1996,0,0,0,0,0,0,0,0,0,0
10147,2,1,1996,0,0,0,0,0,0,0,0,0,0
10147,3,1,1996,0,0,0,0,0,0,0,0,0,0
10148,1,1,1996,26,0,14,0,0,0,4,0,0,0
10149,1,1,1996,0,0,0,0,7,0,0,0,0,0
10150,1,1,1996,9,13,4,6,8,8,11,9,5,12
10150,2,1,1996,0,0,21,0,0,0,0,0,0,0
10151,1,1,1996,9,16,15,40,20,3,19,24,14,33
10151,2,1,1996,0,0,7,0,0,0,0,0,8,0
10152,1,1,1996,0,0,0,0,0,0,0,0,0,0
10152,2,1,1996,0,0,0,0,0,0,0,0,0,0
10153,1,1,1996,22,22,22,22,22,22,22,22,22,22
10154,1,1,1996,0,0,0,0,0,0,19,0,0,0
10154,2,1,1996,14,14,14,14,14,14,14,14,14,14
10155,1,1,1996,20,14,32,25,22,21,10,27,18,18
10156,1,1,1996,30,35,19,14,15,17,29,16,19,29
10157,1,1,1996,24,24,24,24,24,24,24,24,24,24
10158,1,1,1996,13,13,13,13,13,13,13,13,13,13
10159,1,1,1996,8,8,8,8,8,8,8,8,8,8
10159,2,1,1996,0,0,0,0,0,0,0,0,0,0
10160,1,1,1996,19,19,19,19,19,19,19,19,19,19
10161,1,1,1996,0,0,0,0,26,0,0,0,8,21
10162,1,1,1996,23,23,23,23,23,23,23,23,23,23
10163,0,1,1996,31,6,0,0,0,33,25,20,22,26
10163,0,2,1996,27,24,0,0,0,32,24,17,0,0
10163,0,3,1996,0,0,0,0,0,0,0,0,0,0
10163,1,1,1996,0,0,0,0,0,0,0,0,0,0
10164,1,1,1996,0,0,0,16,0,0,0,0,11,0
10164,2,1,1996,0,0,0,0,0,0,0,0,0,0
10164,3,1,1996,0,0,0,0,0,0,0,0,0,0
10164,4,1,1996,0,0,0,0,0,0,0,0,0,0
10164,5,1,1996,0,0,0,0,0,0,0,0,0,0
10165,1,1,1996,0,21,0,0,0,0,0,0,0,0
10166,1,1,1996,0,0,0,0,13,0,11,0,0,0
10166,2,1,1996,0,0,0,0,0,0,0,0,0,0
10167,0,1,1996,0,0,0,0,0,0,0,0,0,0
10167,1,1,1996,1,1,1,1,1,1,1,1,1,1
10168,1,1,1996,25,10,25,4,0,0,10,7,0,13
10169,1,1,1996,0,0,0,0,0,0,0,10,0,0
10170,0,1,1996,0,0,0,0,0,0,0,0,0,0
10170,1,1,1996,0,0,0,0,24,0,0,0,0,0
10171,1,1,1996,0,0,0,0,0,0,0,0,31,0
10171,2,1,1996,0,0,0,0,0,0,0,0,0,0
10172,1,1,1996,0,0,0,0,0,0,0,0,0,0
10172,2,1,1996,20,20,20,20,20,20,20,20,20,20
10173,1,1,1996,0,0,0,0,0,0,0,0,0,0
10173,2,1,1996,0,0,0,0,0,0,0,0,0,0
10173,3,1,1996,0,0,0,0,0,0,0,0,0,0
10174,1,1,1996,0,0,0,0,0,0,0,0,0,0
10174,2,1,1996,0,0,0,0,0,0,0,0,0,0
10175,1,1,1996,15,15,23,21,10,27,5,15,68,18
10175,2,1,1996,0,14,0,0,0,0,0,0,0,0
10176,1,1,1996,0,0,0,0,0,0,0,0,0,0
10177,1,1,1996,2,8,19,13,17,16,0,8,20,29
10177,2,1,1996,27,25,24,0,19,20,0,0,0,16
10178,1,1,1996,0,0,0,0,0,0,0,0,0,0
10178,2,1,1996,0,0,0,0,0,0,0,0,0,0
10178,3,1,1996,0,0,0,0,0,0,0,0,0,0
10179,1,1,1996,0,0,0,0,0,17,0,0,0,0
10180,1,1,1996,0,0,0,0,0,0,10,0,0,17
10181,1,1,1996,21,15,21,20,22,16,3,46,21,16
10182,0,1,1996,0,0,0,0,0,10,0,0,9,0
10182,1,1,1996,8,0,6,0,5,0,20,0,10,0
10183,1,1,1996,25,23,40,22,17,24,18,29,26,16
10184,1,1,1996,14,0,0,0,0,0,0,0,0,0
10184,2,1,1996,0,0,0,0,0,0,0,0,0,0
10185,1,1,1996,17,17,17,17,17,17,17,17,17,17
10186,1,1,1996,8,8,8,8,8,8,8,8,8,8
10187,1,1,1996,0,0,0,0,19,0,0,0,0,0
10188,1,1,1996,0,0,0,0,0,0,0,38,0,0
10189,1,1,1996,15,15,15,15,15,15,15,15,15,15
10189,2,1,1996,0,0,0,0,0,0,0,0,0,0
10190,1,1,1996,0,0,0,0,0,0,0,0,0,0
10191,1,1,1996,0,0,0,0,0,0,0,0,8,0
10191,2,1,1996,0,0,0,12,0,0,0,0,0,0
10192,1,1,1996,23,20,16,29,17,16,25,24,17,18
10192,2,1,1996,0,0,0,0,0,0,0,0,0,0
10192,3,1,1996,0,0,0,0,0,24,0,0,0,0
10193,1,1,1996,0,0,0,0,0,0,0,0,0,0
10193,2,1,1996,0,0,0,0,0,0,0,0,0,0
10194,1,1,1996,0,0,0,0,0,0,0,0,0,0
10194,2,1,1996,0,9,0,0,0,0,0,0,0,0
10195,1,1,1996,14,13,13,0,14,28,0,17,4,3
10196,1,1,1996,0,0,0,0,0,0,0,17,0,0
10196,2,1,1996,0,0,0,0,0,0,0,0,0,0
10197,1,1,1996,0,0,0,0,0,0,0,0,0,0
10197,2,1,1996,0,0,0,0,0,0,0,0,0,0
10197,3,1,1996,0,0,0,0,0,0,0,0,0,0
10198,0,1,1996,6,13,15,0,37,30,0,29,19,25
10198,1,1,1996,0,21,0,0,0,0,0,37,18,0
10199,1,1,1996,10,10,10,10,10,10,10,10,10,10
10200,1,1,1996,6,6,6,6,6,6,6,6,6,6
10200,2,1,1996,0,0,0,0,0,0,0,0,0,0
10201,1,1,1996,15,12,17,25,25,8,13,0,8,13
10202,1,1,1996,0,0,0,0,0,0,0,0,0,0
10202,2,1,1996,9,20,0,0,0,13,0,12,0,0
10203,1,1,1996,0,0,13,0,0,11,0,13,0,11
10203,2,1,1996,0,0,0,0,0,0,0,0,0,0
10204,1,1,1996,7,7,7,7,7,7,7,7,7,7
10204,2,1,1996,0,0,0,0,0,0,0,0,0,0
10205,1,1,1996,4,4,4,4,4,4,4,4,4,4
10206,1,1,1996,18,0,24,0,26,0,0,39,0,12
10207,1,1,1996,20,0,0,0,0,5,8,24,0,0
10208,1,1,1996,0,0,0,0,0,0,0,0,0,0
10208,2,1,1996,0,0,0,19,0,0,0,0,0,0
10209,1,1,1996,11,5,11,16,12,11,24,10,15,27
10210,1,1,1996,14,14,14,14,14,14,14,14,14,14
10210,2,1,1996,0,0,0,0,0,0,0,0,0,0
10211,1,1,1996,14,15,14,26,27,0,25,12,15,12
10212,1,1,1996,17,14,21,20,18,14,21,0,11,18
10212,2,1,1996,0,0,0,0,0,0,0,0,0,0
10213,1,1,1996,0,0,0,0,0,0,0,0,0,0
10214,1,1,1996,14,14,14,14,14,14,14,14,14,14
10215,1,1,1996,0,0,0,0,0,0,0,0,0,0
10215,2,1,1996,0,0,0,0,0,0,0,0,0,0
10216,1,1,1996,24,5,10,5,4,8,0,21,8,15
10217,1,1,1996,13,13,13,13,13,13,13,13,13,13
10218,1,1,1996,22,22,22,22,22,22,22,22,22,22
10219,0,1,1996,0,0,0,0,0,0,0,0,0,0
10219,1,1,1996,0,0,0,0,0,0,0,0,9,0
10220,1,1,1996,35,35,35,35,35,35,35,35,35,35
10220,2,1,1996,0,0,0,0,0,0,0,0,0,0
10221,1,1,1996,0,21,0,0,0,0,0,0,0,0
10222,1,1,1996,9,9,9,9,9,9,9,9,9,9
10223,1,1,1996,18,13,8,15,8,8,31,21,16,7
10224,1,1,1996,13,13,13,13,13,13,13,13,13,13
10224,2,1,1996,0,0,0,13,0,0,0,0,0,0
10225,1,1,1996,0,0,0,0,10,0,0,0,0,0
10225,2,1,1996,0,0,0,0,0,0,0,0,0,0
10226,1,1,1996,20,0,15,15,20,13,6,6,0,0
10226,2,1,1996,0,0,0,0,0,0,0,0,0,0
10227,1,1,1996,0,0,0,0,0,0,0,0,0,0
10227,2,1,1996,0,0,0,0,0,0,0,0,0,0
10228,1,1,1996,11,24,24,16,21,22,14,10,11,27
10229,1,1,1996,0,0,0,0,0,0,0,0,0,0
10229,2,1,1996,0,0,0,0,0,0,0,0,0,0
10230,1,1,1996,0,0,0,0,0,0,0,0,0,0
10230,2,1,1996,0,8,0,0,0,0,0,0,14,0
10231,1,1,1996,22,22,22,22,22,22,22,22,22,22
10232,1,1,1996,0,0,0,18,0,0,11,26,12,0
10232,2,1,1996,0,0,0,0,0,0,0,0,0,0
10233,1,1,1996,0,0,0,0,0,0,0,0,0,0
10233,2,1,1996,0,7,0,0,0,0,0,0,0,16
10234,1,1,1996,0,0,0,0,0,0,0,0,0,0
10234,2,1,1996,0,0,0,0,0,0,0,0,0,0
10236,1,1,1996,11,11,11,11,11,11,11,11,11,11
10237,1,1,1996,0,0,0,0,0,0,0,0,0,0
10238,1,1,1996,0,0,0,0,0,0,0,0,0,0
10238,2,1,1996,0,0,0,0,0,0,0,0,0,0
10239,1,1,1996,12,14,36,10,18,9,16,19,15,17
10240,1,1,1996,0,0,19,0,8,0,0,0,23,0
10241,1,1,1996,13,17,12,12,14,0,25,12,14,0
10242,1,1,1996,0,0,0,0,0,0,0,0,0,0
10243,1,1,1996,0,0,0,0,0,0,0,0,0,0
10243,2,1,1996,0,0,0,0,0,0,0,0,0,0
10244,1,1,1996,5,5,5,5,5,5,5,5,5,5
10245,1,1,1996,0,0,0,0,0,0,0,0,0,0
10246,1,1,1996,0,0,0,0,0,0,0,0,0,0
10246,2,1,1996,0,0,0,0,0,0,0,0,0,0
10248,1,1,1996,0,0,0,0,0,0,0,28,25,26
10249,0,1,1996,0,0,0,0,0,0,0,0,0,0
10249,1,1,1996,0,0,0,0,0,0,0,0,0,0
10250,1,1,1996,0,0,0,0,0,0,0,0,0,0
10250,2,1,1996,0,0,0,0,0,0,0,0,0,0
10251,1,1,1996,20,20,20,20,20,20,20,20,20,20
10252,1,1,1996,0,0,0,0,0,0,0,0,0,0
10253,1,1,1996,33,17,23,15,22,12,18,0,15,15
10254,1,1,1996,9,13,0,0,0,0,23,0,0,0
10255,1,1,1996,12,12,12,12,12,12,12,12,12,12
10256,1,1,1996,0,0,0,0,0,0,0,0,0,0
10256,2,1,1996,0,0,0,0,0,0,0,0,0,0
10257,0,1,1996,0,0,0,0,0,0,0,0,0,0
10257,1,1,1996,4,0,0,0,0,0,0,0,0,0
10258,1,1,1996,24,24,24,24,24,24,24,24,24,24
10259,1,1,1996,0,0,0,0,0,0,0,0,0,0
10260,0,1,1996,27,27,15,28,20,33,12,0,14,27
10260,1,1,1996,12,24,21,22,8,21,19,15,9,13
10261,1,1,1996,13,15,9,7,20,14,11,6,4,14
10262,1,1,1996,19,19,19,19,19,19,19,19,19,19
10263,1,1,1996,0,0,0,0,0,0,0,0,0,0
10263,2,1,1996,9,18,14,7,17,9,10,19,20,7
10264,1,1,1996,18,22,33,23,19,16,14,0,22,14
10265,1,1,1996,16,3,36,0,18,11,9,29,19,16
10266,1,1,1996,0,0,0,0,0,0,0,0,0,0
10266,2,1,1996,0,0,0,0,0,0,0,0,0,0
10267,1,1,1996,0,0,0,0,14,0,0,0,0,0
10267,2,1,1996,0,0,0,0,0,0,0,0,0,0
10268,1,1,1996,0,0,0,0,0,0,0,0,0,0
10268,2,1,1996,0,0,0,0,0,0,0,0,0,0
10268,3,1,1996,0,0,0,0,0,0,0,0,0,0
10269,1,1,1996,0,10,12,27,3,0,18,0,12,28
10269,2,1,1996,10,0,0,0,13,0,6,0,8,0
10270,1,1,1996,0,0,0,0,0,0,0,0,0,0
10271,1,1,1996,27,0,0,0,0,24,0,0,0,10
10271,2,1,1996,0,0,0,0,0,0,0,0,0,0
10271,3,1,1996,0,0,0,0,0,0,0,0,0,0
10271,4,1,1996,0,0,0,0,0,0,0,0,0,0
10272,1,1,1996,0,0,0,0,0,0,0,0,0,0
10273,1,1,1996,0,0,0,0,0,0,0,0,0,0
10274,1,1,1996,0,0,0,0,0,0,20,0,0,0
10275,1,1,1996,0,0,0,0,0,0,0,0,0,0
10275,2,1,1996,0,0,0,0,0,0,0,0,0,0
10276,0,1,1996,2,2,2,2,2,2,2,2,2,2
10276,1,1,1996,0,0,0,0,0,0,0,0,0,0
10277,1,1,1996,27,27,27,27,27,27,27,27,27,27
10278,1,1,1996,0,0,29,0,0,0,0,0,0,0
10278,2,1,1996,0,0,0,0,0,0,0,0,16,0
10279,1,1,1996,0,0,0,28,0,0,0,0,0,0
10279,2,1,1996,0,0,0,0,0,0,0,0,0,0
10280,1,1,1996,3,13,26,31,15,21,27,18,19,24
10281,1,1,1996,12,14,15,11,16,23,11,14,12,21
10282,1,1,1996,9,18,15,20,12,43,12,21,0,13
10283,1,1,1996,0,0,0,0,0,0,0,0,0,0
10284,1,1,1996,0,0,0,0,0,0,0,0,0,0
10284,2,1,1996,0,0,0,0,0,0,0,0,0,0
10285,1,1,1996,0,0,0,0,0,0,0,0,0,0
10285,2,1,1996,0,0,0,0,0,0,0,0,0,0
10286,1,1,1996,0,0,0,0,0,0,0,0,0,0
10287,1,1,1996,9,0,21,19,23,14,26,13,11,12
10287,2,1,1996,0,0,0,0,0,0,0,0,0,0
10287,3,1,1996,0,0,0,0,0,0,0,0,0,0
10288,1,1,1996,0,0,0,0,0,0,0,0,0,0
10289,1,1,1996,0,0,0,0,0,0,0,0,0,0
10289,2,1,1996,0,0,0,0,0,0,0,0,0,0
10290,1,1,1996,8,9,18,29,4,12,20,15,20,13
10290,2,1,1996,0,0,0,0,0,36,21,25,9,18
10291,0,1,1996,20,7,10,4,5,26,23,23,22,12
10291,0,2,1996,7,17,0,12,25,0,0,26,24,42
