ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10054,1994,0,0,7,11,0,0,12,0,0,0
10055,1994,0,0,0,0,0,0,0,0,0,0
10056,1994,0,0,0,17,0,0,0,0,0,0
10057,1994,0,0,0,0,0,0,0,0,0,0
10058,1994,0,0,0,0,0,0,0,0,0,0
10059,1994,26,15,23,0,14,16,0,23,0,9
10060,1994,14,23,0,0,12,23,0,21,0,0
10061,1994,11,10,0,0,0,0,0,24,0,19
10062,1994,5,31,26,30,24,20,9,29,21,5
10063,1994,0,0,0,0,0,0,0,0,0,0
10064,1994,13,22,19,14,13,3,25,21,17,17
10065,1994,11,11,11,11,11,11,11,11,11,11
10066,1994,0,0,0,0,0,0,0,0,0,0
10067,1994,17,17,17,17,17,17,17,17,17,17
10068,1994,0,0,0,0,0,23,30,0,0,0
10069,1994,0,0,27,27,20,0,14,19,0,24
10070,1994,10,10,10,10,10,10,10,10,10,10
10071,1994,0,0,0,0,0,0,0,0,0,0
10072,1994,0,0,0,0,0,8,0,0,0,0
10073,1994,0,0,0,0,7,14,0,0,0,0
10074,1994,0,0,0,0,0,0,0,0,0,0
10075,1994,24,0,22,0,0,0,0,0,0,17
10076,1994,0,0,0,0,0,0,0,0,0,0
10077,1994,0,0,0,0,0,8,0,0,0,0
10078,1994,0,0,0,0,0,0,0,0,0,0
10080,1994,24,24,24,24,24,24,24,24,24,24
10082,1994,31,13,16,13,17,13,13,19,13,13
10083,1994,0,0,0,0,0,0,0,0,0,0
10084,1994,0,0,0,19,0,0,0,0,0,0
10085,1994,25,12,11,6,14,11,10,11,17,29
10086,1994,0,0,0,0,0,0,0,0,0,0
10087,1994,0,0,0,0,0,0,0,0,0,0
10088,1994,0,0,0,0,15,0,0,17,0,39
10089,1994,21,21,21,21,21,21,21,21,21,21
10090,1994,0,0,0,0,0,4,0,0,16,0
10091,1994,11,14,15,5,21,12,30,19,19,4
10092,1994,0,0,0,0,13,0,8,0,13,0
10093,1994,0,0,0,0,0,0,0,0,0,7
10094,1994,0,0,19,0,0,0,0,0,0,0
10095,1994,13,13,13,13,13,13,13,13,13,13
10096,1994,18,18,18,18,18,18,18,18,18,18
10097,1994,0,0,0,0,0,0,0,0,0,9
10099,1994,0,0,0,0,0,0,0,0,0,0
10100,1994,33,33,33,33,33,33,33,33,33,33
10101,1994,0,0,0,0,0,22,0,0,0,11
10102,1994,8,8,8,8,8,8,8,8,8,8
10103,1994,11,11,11,36,11,11,11,11,11,11
10104,1994,0,0,0,0,0,0,0,0,0,0
10105,1994,0,0,0,0,0,0,0,0,0,0
10106,1994,23,26,31,19,16,25,17,13,20,25
10107,1994,0,0,7,0,0,0,0,0,0,0
10108,1994,0,0,0,0,0,0,0,0,0,0
10109,1994,0,13,0,0,0,0,0,0,0,0
10110,1994,0,0,0,0,0,0,0,0,0,0
10111,1994,0,0,0,4,0,0,0,0,13,19
10112,1994,13,11,0,18,23,16,0,18,0,16
10113,1994,0,19,12,0,0,0,13,0,0,0
10114,1994,11,11,11,11,11,11,11,11,11,11
10115,1994,28,28,28,28,28,28,28,28,28,28
10116,1994,0,0,0,0,0,0,0,0,0,0
10117,1994,0,0,0,0,0,0,0,0,0,0
10118,1994,0,0,0,0,0,0,0,0,0,0
10119,1994,0,0,0,0,0,0,0,0,0,0
10120,1994,0,0,13,0,0,0,0,0,0,31
10121,1994,0,0,0,0,0,0,0,0,0,0
10122,1994,5,8,5,31,5,5,5,5,5,5
10123,1994,23,23,23,23,23,23,23,23,23,23
10124,1994,0,0,0,4,0,10,0,18,0,0
10125,1994,0,0,0,0,0,17,0,0,0,0
10126,1994,0,0,0,0,0,0,0,14,0,0
10127,1994,0,23,0,0,0,0,0,0,0,15
10128,1994,0,20,0,25,28,0,0,31,18,24
10129,1994,0,0,0,0,0,0,0,0,0,0
10130,1994,0,0,0,0,0,0,0,0,0,0
10131,1994,0,9,6,0,0,30,24,0,0,16
10132,1994,18,18,18,18,18,18,18,18,18,18
10133,1994,0,0,0,0,0,0,0,0,0,0
10134,1994,0,0,0,0,0,0,0,0,0,0
10135,1994,11,10,12,9,0,0,0,18,14,0
10136,1994,0,16,39,0,0,0,0,0,7,17
10137,1994,0,0,0,0,0,0,0,0,0,0
10138,1994,0,0,0,0,0,0,0,0,0,0
10139,1994,0,0,0,27,0,0,0,7,20,0
10140,1994,6,6,6,6,6,6,6,6,6,6
10141,1994,0,0,0,0,0,0,0,0,0,0
10142,1994,0,0,0,0,0,0,0,0,15,0
10143,1994,8,27,0,23,29,12,15,31,14,17
10144,1994,32,32,32,32,32,32,32,32,32,32
10145,1994,0,0,0,0,18,0,0,0,0,0
10146,1994,0,0,0,0,0,0,7,0,0,0
10147,1994,15,9,7,8,30,0,0,0,12,6
10148,1994,15,15,15,15,15,15,15,15,15,15
10149,1994,0,0,0,0,0,0,0,0,9,0
10150,1994,3,3,3,3,3,3,3,3,3,3
10151,1994,5,0,0,12,0,0,17,0,0,17
10152,1994,0,0,0,0,0,0,0,0,6,0
10153,1994,0,0,0,0,0,0,0,0,0,0
10154,1994,0,0,0,0,0,0,0,0,0,0
10155,1994,0,0,0,7,0,0,27,0,0,0
10156,1994,7,12,20,13,0,0,12,0,5,0
10157,1994,0,0,0,0,0,0,0,0,0,0
10158,1994,0,0,0,0,0,0,0,0,0,0
10159,1994,0,0,0,0,0,0,0,0,0,0
10160,1994,17,10,16,14,14,36,8,34,20,23
10161,1994,23,0,0,32,5,0,16,0,0,0
10162,1994,19,19,19,19,19,19,19,19,19,19
10163,1994,0,0,0,0,0,0,0,0,16,0
10164,1994,0,0,0,0,0,0,0,0,0,0
10165,1994,0,0,0,0,0,0,0,0,0,0
10166,1994,0,0,0,0,0,0,0,0,0,0
10167,1994,0,0,0,0,0,0,0,0,0,0
10168,1994,0,0,0,0,0,0,0,0,11,0
10169,1994,0,16,7,26,11,15,28,18,25,35
10170,1994,27,14,16,0,0,14,22,17,15,24
10171,1994,25,25,25,25,25,25,25,25,25,25
10172,1994,20,20,20,20,20,20,20,20,20,20
10173,1994,8,7,7,0,0,0,0,0,5,0
10174,1994,0,0,0,0,0,0,0,0,0,0
10175,1994,0,0,0,0,0,0,0,0,0,0
10176,1994,0,0,0,0,0,0,0,0,0,0
10177,1994,0,0,0,0,0,0,0,0,0,0
10178,1994,17,17,17,17,17,17,17,17,17,17
10179,1994,10,10,10,10,10,10,10,10,10,10
10180,1994,0,0,0,0,0,0,0,0,0,0
10181,1994,0,25,27,0,23,3,0,0,0,22
10182,1994,0,0,38,0,15,0,0,12,0,0
10183,1994,21,21,21,21,21,21,21,21,21,21
10184,1994,27,26,10,0,18,20,6,0,28,19
10185,1994,0,0,7,9,13,0,9,0,0,18
10186,1994,18,0,0,0,0,0,0,0,0,22
10187,1994,15,15,15,15,15,15,15,15,15,15
10188,1994,0,14,0,0,0,7,0,0,0,0
10189,1994,33,33,33,33,33,33,33,33,33,33
10190,1994,2,27,9,17,31,14,0,14,22,0
10191,1994,0,0,16,10,0,0,0,19,0,0
10192,1994,28,16,9,33,0,22,17,15,0,0
10193,1994,0,0,0,10,0,0,0,0,0,0
10194,1994,0,0,0,7,0,0,0,0,0,0
10195,1994,21,21,21,21,21,21,21,21,21,21
10196,1994,27,14,0,7,20,0,0,0,0,0
10197,1994,0,0,0,0,0,0,0,0,0,0
10198,1994,0,0,0,0,0,0,0,0,0,0
10199,1994,0,0,0,0,0,0,0,0,0,0
10200,1994,0,12,0,0,0,12,11,0,0,0
10201,1994,15,35,9,0,0,0,16,0,0,0
10202,1994,40,40,40,40,40,40,40,40,40,40
10203,1994,0,0,0,0,0,0,0,0,26,0
10204,1994,34,34,34,34,34,34,34,34,34,34
10205,1994,0,0,0,0,0,0,0,0,0,5
10206,1994,33,19,0,0,7,0,0,4,0,0
10207,1994,0,0,0,0,0,0,0,0,0,0
10208,1994,0,0,0,0,0,0,0,0,0,0
10209,1994,11,11,11,11,11,11,11,11,11,11
10210,1994,0,0,0,0,0,0,0,0,0,0
10211,1994,0,30,0,0,0,0,16,0,24,0
10212,1994,0,0,0,0,0,0,0,0,0,0
10213,1994,0,0,0,0,0,0,0,0,0,0
10214,1994,31,31,31,31,31,31,31,31,31,31
10215,1994,0,0,0,0,0,0,0,0,0,0
10216,1994,15,0,0,5,0,13,0,14,23,18
10217,1994,0,0,0,0,0,0,0,0,0,0
10218,1994,9,18,21,20,11,35,20,9,10,10
10219,1994,0,0,6,0,0,0,0,0,0,0
10220,1994,0,0,0,0,8,0,0,0,0,0
10221,1994,0,12,0,0,0,0,0,0,0,0
10222,1994,28,27,24,17,27,18,30,17,14,38
10223,1994,0,0,0,0,0,0,0,0,0,0
10224,1994,28,14,11,16,24,22,16,10,13,14
10225,1994,1,1,1,1,1,1,1,1,1,1
10226,1994,0,0,0,0,0,0,0,0,0,0
10227,1994,0,0,3,0,0,0,0,0,0,0
10228,1994,0,0,0,0,0,0,0,0,0,0
10229,1994,0,0,0,0,0,0,0,0,0,0
10230,1994,20,0,17,24,22,26,12,28,16,20
10231,1994,23,19,12,0,10,22,37,21,24,28
10232,1994,5,0,0,0,0,0,0,0,0,5
10233,1994,29,0,19,19,0,12,0,0,26,18
10234,1994,16,28,16,11,21,14,0,0,18,0
10235,1994,10,10,10,27,10,10,10,15,10,10
10236,1994,0,16,0,0,0,0,0,0,0,0
10237,1994,15,15,15,15,15,15,15,15,15,15
10238,1994,30,0,16,16,34,11,24,8,8,10
10239,1994,16,28,24,25,27,23,25,11,25,42
10240,1994,0,33,13,0,0,0,0,0,0,0
10241,1994,0,0,0,9,0,0,0,0,0,0
10242,1994,0,0,0,0,0,0,0,0,0,0
10243,1994,7,0,6,0,0,7,10,13,22,21
10245,1994,0,0,0,0,0,0,0,0,0,0
10246,1994,6,6,6,6,6,18,19,6,6,6
10247,1994,8,8,8,8,8,8,8,8,8,8
10248,1994,16,16,16,16,16,16,16,16,16,16
10249,1994,0,0,0,0,0,0,0,0,0,0
10250,1994,6,6,6,6,6,6,6,6,6,6
10251,1994,19,0,0,0,0,0,0,0,0,0
10252,1994,0,7,0,0,0,0,0,0,0,0
10253,1994,13,10,27,15,23,31,7,9,15,24
10254,1994,12,23,20,36,16,15,17,0,8,7
10255,1994,0,0,0,0,0,0,0,0,0,0
10256,1994,0,0,0,0,0,0,0,0,0,0
10257,1994,0,0,0,0,0,18,0,0,0,0
10258,1994,0,0,0,0,0,0,0,0,0,0
10259,1994,15,15,15,15,15,15,15,15,15,15
10260,1994,7,24,0,12,0,17,12,11,0,0
10261,1994,0,0,0,0,0,0,0,0,0,0
10262,1994,0,0,0,0,0,0,0,0,0,0
10263,1994,0,0,0,0,0,0,0,0,0,0
10264,1994,0,0,0,0,0,12,10,0,0,0
10265,1994,21,16,11,32,21,20,12,0,13,17
10266,1994,0,11,0,15,0,9,12,13,0,0
10267,1994,0,0,0,0,0,0,0,0,0,0
10268,1994,8,8,8,8,8,8,8,8,8,8
10269,1994,0,8,0,0,0,0,0,0,0,0
10270,1994,0,0,0,0,0,0,0,0,0,0
10271,1994,17,21,17,17,17,17,17,17,17,17
10272,1994,16,16,16,16,16,16,16,16,16,16
10273,1994,25,25,25,25,25,25,25,25,25,25
10274,1994,9,9,9,9,9,9,9,9,9,9
10275,1994,0,0,0,0,0,0,0,0,0,0
10276,1994,37,22,0,0,0,0,0,0,0,0
10277,1994,14,14,14,14,14,14,14,14,14,14
10278,1994,18,18,18,18,18,18,18,18,18,18
10279,1994,0,0,0,0,0,0,0,0,0,0
10280,1994,0,0,0,0,0,0,0,0,0,0
10281,1994,0,0,0,0,0,0,9,0,0,0
10282,1994,0,0,0,0,0,0,0,0,0,0
10283,1994,0,0,0,11,0,0,0,0,0,0
10284,1994,0,0,0,28,0,5,0,21,0,18
10285,1994,18,21,20,18,13,23,20,23,6,29
10286,1994,0,0,0,0,0,0,0,0,0,0
10287,1994,0,0,0,0,0,0,0,0,0,0
10288,1994,11,9,15,2,0,14,8,17,9,0
10289,1994,0,0,0,16,0,0,14,16,0,0
10290,1994,0,0,0,0,0,0,0,0,0,0
10291,1994,0,0,0,0,0,0,0,0,0,19
10292,1994,0,0,0,0,0,0,0,0,0,0
10293,1994,0,6,0,0,0,28,26,8,0,7
10294,1994,21,18,18,18,18,18,18,18,18,18
10295,1994,0,0,0,0,0,0,0,0,0,0
10296,1994,0,0,0,0,0,0,0,0,0,0
10297,1994,25,25,25,25,25,25,25,25,25,25
10298,1994,12,12,6,13,3,20,18,25,26,14
10299,1994,0,0,0,0,0,0,0,0,0,0
10300,1994,19,19,19,19,19,19,19,19,19,19
10301,1994,0,0,0,0,0,0,0,0,0,0
10302,1994,0,0,0,0,0,0,0,0,0,0
10303,1994,0,0,0,0,16,0,15,0,0,0
10304,1994,11,11,11,11,11,11,11,11,11,11
10305,1994,34,22,14,20,13,32,32,20,6,14
10306,1994,11,11,11,11,11,11,11,11,11,11
10307,1994,0,0,0,0,0,0,0,0,0,0
10308,1994,0,0,0,0,0,0,0,14,0,0
10309,1994,8,0,0,0,0,0,0,4,0,0
10311,1994,0,0,17,0,0,0,0,0,0,0
10312,1994,0,0,0,0,0,0,0,0,0,0
10313,1994,0,0,0,0,0,0,0,0,0,0
10314,1994,19,7,17,22,0,16,0,14,18,39
10315,1994,20,33,14,0,0,11,13,8,12,13
10316,1994,6,6,6,6,6,6,6,6,6,6
10317,1994,0,0,0,0,0,0,0,0,0,0
10319,1994,0,0,0,0,0,0,0,0,0,0
10320,1994,17,0,15,25,21,15,26,23,49,0
10321,1994,21,15,22,6,19,18,29,17,12,25
10322,1994,0,0,0,0,0,0,25,0,12,0
10323,1994,0,0,0,0,0,0,0,0,0,0
10324,1994,0,19,27,21,18,16,0,19,34,40
10325,1994,0,0,0,5,0,0,0,0,0,0
10326,1994,14,0,0,0,0,0,0,0,0,0
10327,1994,27,10,48,0,12,20,31,16,31,16
10328,1994,21,0,21,0,26,9,0,0,19,9
10329,1994,0,0,0,0,0,0,0,0,0,0
10330,1994,14,27,28,27,34,14,11,36,0,12
10331,1994,0,0,0,0,0,0,0,0,0,0
10332,1994,15,23,12,33,11,8,5,13,9,21
10333,1994,0,0,0,11,11,9,0,0,15,8
10334,1994,17,12,12,12,12,12,15,12,12,12
10335,1994,14,14,14,14,14,14,14,14,14,14
10336,1994,0,0,0,0,0,13,0,11,0,0
10337,1994,0,0,0,0,0,0,0,0,0,0
10338,1994,0,0,0,0,0,0,0,0,0,0
10339,1994,22,22,22,22,22,22,22,22,22,22
10340,1994,23,23,23,23,23,23,23,23,23,23
10341,1994,25,0,19,31,8,26,31,18,26,5
10342,1994,26,26,26,26,26,26,26,26,26,26
10343,1994,0,0,0,0,0,0,0,0,0,0
10344,1994,0,0,0,0,0,0,0,0,0,0
10345,1994,0,0,0,0,0,0,0,0,0,0
10346,1994,29,39,4,20,24,27,0,0,0,24
10347,1994,0,0,0,0,0,0,0,0,0,3
10348,1994,0,0,0,0,0,0,0,0,0,0
10349,1994,0,17,12,12,0,16,16,15,28,0
10350,1994,31,17,44,22,28,15,18,22,16,16
10351,1994,0,0,0,0,0,0,0,0,0,11
10352,1994,2,18,15,19,12,13,7,0,9,16
10353,1994,0,0,0,9,0,0,0,0,0,0
10354,1994,0,0,0,0,0,0,0,0,0,0
10355,1994,7,27,29,11,28,13,11,9,19,0
10356,1994,0,0,0,0,0,0,0,0,0,0
10357,1994,0,0,0,0,0,0,0,0,0,0
10358,1994,0,0,0,0,0,0,0,0,0,0
10359,1994,16,16,16,16,16,16,16,16,16,16
10360,1994,6,6,6,6,6,6,6,6,6,6
10361,1994,0,0,0,23,42,28,0,20,0,0
10362,1994,0,0,0,0,10,0,0,0,0,0
10363,1994,8,8,8,8,8,8,8,8,8,8
10364,1994,0,0,14,13,0,0,0,15,0,0
10365,1994,17,15,9,17,28,16,0,13,0,23
10366,1994,13,16,0,0,0,12,0,16,0,3
10367,1994,17,17,17,17,17,17,17,17,17,17
10368,1994,18,18,18,18,18,18,18,18,18,18
10369,1994,0,0,0,0,0,0,0,0,0,0
10370,1994,0,29,0,0,0,0,0,0,0,0
10371,1994,0,10,11,0,0,0,12,23,0,4
10372,1994,0,0,0,0,0,0,0,0,0,0
10373,1994,0,19,0,0,0,0,0,19,0,0
10374,1994,0,0,0,0,0,0,0,0,0,0
10375,1994,21,12,23,23,35,33,9,37,17,27
10376,1994,0,0,0,0,0,0,0,0,0,0
10377,1994,0,0,0,0,0,0,0,0,0,0
10378,1994,20,20,20,20,20,20,20,20,20,20
10379,1994,27,0,16,0,26,0,0,0,10,0
10380,1994,0,0,26,23,0,21,0,14,0,0
10381,1994,0,0,0,0,0,0,0,0,0,0
10382,1994,0,0,0,0,0,0,0,0,0,0
10383,1994,0,0,0,0,0,0,0,0,22,25
10384,1994,19,0,0,0,0,0,0,16,0,0
10385,1994,17,17,17,17,17,17,17,17,17,17
10386,1994,12,12,12,12,12,12,12,12,12,12
10387,1994,0,0,0,0,10,0,0,0,0,0
10388,1994,0,0,0,0,15,0,0,0,0,0
10389,1994,0,0,0,0,0,0,0,0,0,0
10390,1994,0,0,0,0,0,0,0,0,0,0
10391,1994,0,0,22,0,0,15,0,0,0,0
10392,1994,0,0,0,13,0,13,0,5,0,0
10393,1994,0,0,0,0,0,0,0,0,0,29
10394,1994,8,9,31,16,21,0,43,7,22,8
10395,1994,0,0,0,0,0,0,0,0,0,0
10396,1994,9,9,9,9,9,9,9,9,9,9
10397,1994,0,0,0,0,0,0,0,0,0,0
10398,1994,0,0,0,0,0,0,0,0,0,0
10399,1994,25,0,16,29,18,25,21,11,32,0
10400,1994,0,0,0,0,0,0,0,0,0,0
10401,1994,0,0,0,5,0,0,0,23,0,0
10402,1994,0,0,0,0,0,0,0,8,0,0
10403,1994,28,28,28,28,28,28,28,28,28,28
10404,1994,0,0,0,0,0,0,0,0,0,0
10405,1994,13,21,19,18,31,10,14,24,28,24
10406,1994,20,20,20,20,20,20,20,20,20,20
10407,1994,8,0,24,0,22,11,19,0,0,22
10408,1994,7,7,7,7,7,7,7,7,7,7
10409,1994,17,17,17,17,17,17,17,17,17,17
10410,1994,0,0,0,0,0,0,6,0,0,0
10411,1994,14,0,0,13,0,0,0,0,21,0
10412,1994,0,0,0,0,0,0,0,0,0,0
10413,1994,0,0,0,0,0,0,0,0,0,0
10414,1994,23,0,11,27,19,0,24,10,0,18
10415,1994,23,23,23,23,23,23,23,23,23,23
10416,1994,0,0,0,0,0,0,0,0,0,0
10417,1994,0,0,0,0,0,0,0,0,0,0
10418,1994,0,0,0,0,0,0,0,0,0,18
10419,1994,11,17,8,15,8,0,13,15,16,0
10420,1994,0,0,0,0,0,0,28,0,0,0
10421,1994,8,8,8,8,8,8,8,8,8,8
10422,1994,0,0,0,0,0,0,0,0,0,0
10423,1994,14,14,14,14,14,14,14,14,14,14
10424,1994,0,9,0,0,16,18,3,0,7,15
10425,1994,8,8,9,4,13,8,7,17,22,16
10426,1994,0,0,0,0,0,0,0,0,0,0
10427,1994,9,4,26,25,14,18,30,32,4,37
10428,1994,0,0,16,0,0,0,0,0,0,0
10429,1994,0,0,0,0,0,0,0,0,0,0
10430,1994,0,0,0,0,0,0,0,0,0,0
10431,1994,0,0,0,0,0,0,3,0,0,0
10432,1994,0,0,0,0,0,0,0,0,0,0
10433,1994,0,0,0,0,0,0,0,17,0,0
10434,1994,19,19,19,19,19,19,19,19,19,19
10435,1994,0,0,0,17,24,0,32,24,8,0
10436,1994,25,0,12,17,0,11,0,19,0,0
10437,1994,0,0,0,0,0,0,0,10,0,0
10438,1994,6,6,6,6,6,6,6,6,6,6
10439,1994,0,0,0,0,0,0,0,0,0,0
10440,1994,35,28,11,19,28,18,14,24,13,15
10441,1994,0,0,0,0,0,0,0,0,0,0
10442,1994,0,0,0,0,0,0,0,0,0,0
10443,1994,25,0,0,0,0,0,0,0,0,0
10445,1994,11,25,16,14,24,12,16,12,13,15
10446,1994,0,0,0,0,26,15,0,39,16,24
10447,1994,21,19,16,18,0,0,0,0,20,0
10448,1994,0,0,0,0,0,0,0,0,0,0
10449,1994,0,0,0,0,0,0,0,0,0,16
10450,1994,7,0,0,0,0,0,0,0,0,16
10451,1994,13,0,0,18,16,24,30,0,0,5
10452,1994,24,41,9,0,0,26,0,26,0,33
10453,1994,0,0,0,0,0,3,0,0,0,0
10454,1994,0,0,0,0,0,0,0,0,0,0
10455,1994,46,13,34,18,26,0,6,0,15,0
10456,1994,0,0,0,0,0,0,0,0,0,0
10457,1994,5,21,0,0,0,16,20,14,23,11
10458,1994,19,9,8,8,8,8,21,26,15,8
10459,1994,17,0,16,22,19,11,18,4,15,0
10460,1994,0,0,0,0,0,0,0,7,0,0
10461,1994,0,0,0,0,0,0,0,0,0,0
10462,1994,0,0,0,0,0,0,0,0,0,0
10463,1994,7,0,0,0,0,0,20,0,0,0
10465,1994,23,22,0,16,0,0,0,0,21,27
10466,1994,0,0,0,0,0,0,0,0,0,0
10467,1994,0,0,0,0,0,0,0,0,0,0
10468,1994,0,0,0,0,16,0,21,0,0,9
10469,1994,0,0,15,16,17,14,0,0,0,13
10470,1994,0,0,0,0,0,0,0,0,0,0
10471,1994,0,0,0,0,0,0,0,0,0,0
10472,1994,0,0,0,0,0,0,25,0,0,0
10474,1994,0,0,0,0,0,0,0,0,0,0
10475,1994,2,0,0,0,0,0,0,0,0,0
10476,1994,0,0,0,18,26,0,24,16,19,0
10477,1994,0,14,6,0,0,9,18,20,13,0
10478,1994,0,0,0,0,0,0,0,14,0,0
10479,1994,0,0,0,0,0,0,0,0,0,23
10480,1994,0,0,0,0,0,0,0,0,0,0
10481,1994,16,5,21,19,25,33,14,32,21,12
10482,1994,0,0,0,0,0,0,0,0,0,0
10483,1994,14,14,14,14,14,14,14,14,14,14
10484,1994,10,10,10,10,10,10,10,10,10,10
10485,1994,0,0,0,0,0,0,0,0,12,0
10486,1994,9,9,9,9,9,9,9,9,9,9
10487,1994,0,0,0,0,0,0,0,0,0,0
10488,1994,17,0,2,13,0,7,19,0,0,0
10489,1994,4,4,4,4,4,4,4,4,4,4
10490,1994,18,0,0,0,0,0,0,10,0,0
10491,1994,0,0,0,0,0,0,0,0,0,0
10492,1994,0,0,0,17,0,0,0,0,0,0
10493,1994,24,0,0,0,0,0,0,0,0,0
10494,1994,0,0,0,0,0,0,0,0,0,0
10495,1994,0,0,0,0,0,0,0,0,0,0
10496,1994,0,16,0,0,0,0,19,0,0,0
10497,1994,0,15,0,0,0,0,21,0,0,0
10498,1994,0,0,0,0,0,0,0,0,0,0
10499,1994,13,13,13,13,13,13,13,13,13,13
10500,1994,0,0,0,0,0,0,0,0,0,0
10501,1994,0,0,9,12,0,0,0,0,0,0
10502,1994,18,18,18,18,18,18,18,18,18,18
10503,1994,0,0,0,0,17,21,16,0,0,0
10504,1994,0,0,15,14,25,0,19,0,0,0
10505,1994,0,0,0,0,0,0,0,0,0,0
10506,1994,23,23,23,23,23,23,23,23,23,23
10507,1994,12,22,30,32,32,46,24,15,25,58
10508,1994,29,29,29,29,29,29,29,29,29,29
10509,1994,0,0,0,0,0,0,0,0,0,0
10510,1994,0,0,0,0,0,0,0,0,0,0
10511,1994,0,0,0,0,0,0,0,0,0,0
10512,1994,32,27,0,42,19,26,9,35,8,21
10513,1994,0,8,14,10,20,17,13,0,23,14
10514,1994,0,0,0,0,0,0,0,0,0,0
10515,1994,0,0,0,0,17,0,0,0,0,0
10516,1994,12,19,10,36,18,0,11,0,0,0
10517,1994,0,0,0,0,0,0,0,0,0,0
10518,1994,0,0,0,0,0,0,0,0,0,0
10519,1994,6,6,0,24,0,0,12,0,0,0
10520,1994,0,0,0,0,0,0,0,0,0,0
10521,1994,0,0,0,0,0,0,0,0,0,0
10522,1994,25,28,14,16,30,0,0,13,19,18
10523,1994,0,0,0,0,0,0,0,0,0,0
10524,1994,20,20,20,20,20,20,20,20,20,20
10525,1994,0,6,27,0,0,30,0,31,0,0
10526,1994,21,11,16,7,11,30,15,17,8,27
10527,1994,0,0,0,0,0,0,0,0,5,0
10528,1994,0,0,17,20,16,18,14,19,9,0
10529,1994,21,0,11,0,0,4,0,0,23,0
10530,1994,0,22,0,0,0,0,0,0,0,0
10531,1994,0,0,0,0,0,0,19,0,0,0
10532,1994,0,9,0,0,0,0,0,0,0,0
10533,1994,6,19,25,18,47,23,27,19,27,12
10534,1994,0,0,0,0,0,0,0,0,0,0
10535,1994,0,13,0,0,16,0,18,27,0,24
10536,1994,0,0,0,0,0,0,6,0,0,0
10537,1994,23,23,23,23,23,23,23,23,23,23
10538,1994,15,15,15,15,15,15,15,15,15,15
10539,1994,0,0,0,16,9,0,9,0,4,0
10540,1994,0,0,0,0,0,0,0,0,0,0
10541,1994,0,0,0,0,0,0,0,8,0,0
10542,1994,33,25,18,24,17,24,20,18,24,12
10543,1994,11,8,0,25,0,0,11,0,0,0
10544,1994,0,0,0,0,0,0,0,0,0,0
10545,1994,0,0,0,22,0,20,7,0,18,0
10546,1994,16,17,8,12,18,13,22,44,12,12
