ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10031,1,1,1994,13,10,12,20,21,21,11,28,27,10
10032,1,1,1994,0,0,0,0,0,0,0,0,0,0
10032,2,1,1994,0,0,0,0,0,0,0,0,0,0
10032,3,1,1994,0,0,0,0,0,0,0,0,0,0
10033,1,1,1994,45,45,45,45,45,45,45,45,45,45
10033,2,1,1994,0,0,0,0,0,0,0,0,0,0
10034,0,1,1994,10,10,10,10,10,10,10,10,10,10
10034,1,1,1994,0,0,0,0,0,0,0,0,0,0
10035,1,1,1994,18,18,18,18,18,18,18,18,18,18
10036,1,1,1994,0,0,0,0,0,0,0,0,0,0
10037,1,1,1994,0,0,0,0,0,0,0,0,0,0
10038,1,1,1994,0,0,0,0,0,0,0,0,0,0
10038,2,1,1994,19,14,18,14,0,15,0,14,0,0
10039,1,1,1994,0,0,8,0,0,0,5,0,0,0
10039,2,1,1994,0,0,0,0,0,0,0,0,0,0
10040,1,1,1994,24,24,24,24,24,24,24,24,24,24
10041,1,1,1994,0,0,0,0,0,0,0,0,0,0
10041,2,1,1994,0,0,0,0,0,0,0,0,0,0
10042,1,1,1994,17,0,18,21,0,0,0,0,0,24
10043,1,1,1994,11,19,9,8,0,12,5,0,0,9
10044,1,1,1994,13,12,4,12,13,6,12,20,15,22
10044,2,1,1994,0,0,0,0,0,0,0,18,0,0
10045,1,1,1994,0,0,0,0,0,0,0,24,0,0
10045,2,1,1994,18,10,14,9,26,18,12,5,26,15
10046,1,1,1994,7,0,16,0,13,28,0,0,0,0
10046,2,1,1994,0,0,0,0,0,0,0,0,0,0
10047,1,1,1994,2,2,2,2,2,2,2,2,2,2
10048,1,1,1994,0,0,0,0,18,0,0,0,0,22
10049,1,1,1994,26,26,26,26,26,26,26,26,26,26
10050,0,1,1994,0,0,18,0,0,0,0,0,0,32
10050,1,1,1994,0,0,0,0,0,0,0,0,0,0
10050,3,1,1994,0,0,0,0,0,0,12,0,0,0
10051,1,1,1994,0,0,0,0,0,0,0,0,0,0
10051,2,1,1994,17,0,0,5,0,0,0,0,0,36
10052,1,1,1994,0,0,0,0,0,0,0,0,0,0
10052,2,1,1994,0,0,0,0,0,0,0,0,0,0
10053,1,1,1994,0,0,0,0,0,15,0,17,10,0
10053,2,1,1994,0,0,0,0,0,0,0,0,0,0
10053,3,1,1994,0,0,0,0,0,0,8,0,0,0
10054,0,1,1994,26,10,20,28,23,19,27,33,14,49
10054,1,1,1994,0,0,7,11,0,0,12,0,0,0
10055,0,1,1994,15,0,0,0,4,6,0,10,0,11
10055,0,2,1994,7,0,0,0,0,0,0,6,0,0
10055,1,1,1994,0,0,0,0,0,0,0,0,0,0
10056,1,1,1994,0,0,0,17,0,0,0,0,0,0
10056,2,1,1994,0,0,0,0,0,0,0,0,0,0
10057,1,1,1994,0,0,0,0,0,0,0,0,0,0
10057,2,1,1994,0,0,0,0,0,0,0,0,0,0
10058,1,1,1994,0,0,0,0,0,0,0,0,0,0
10058,2,1,1994,0,0,0,0,0,0,0,0,0,0
10059,1,1,1994,26,15,23,0,14,16,0,23,0,9
10060,1,1,1994,14,23,0,0,12,23,0,21,0,0
10061,2,1,1994,11,10,0,0,0,0,0,24,0,19
10062,1,1,1994,5,31,26,30,24,20,9,29,21,5
10063,1,1,1994,0,0,0,0,0,0,0,0,0,0
10063,2,1,1994,0,0,0,0,0,0,0,0,0,0
10064,1,1,1994,13,16,19,14,5,0,25,0,17,0
10064,2,1,1994,4,22,8,4,2,3,13,21,14,17
10064,3,1,1994,11,0,0,0,13,0,0,0,0,16
10065,1,1,1994,11,11,11,11,11,11,11,11,11,11
10066,1,1,1994,0,0,0,0,0,0,0,0,0,0
10066,2,1,1994,0,0,0,0,0,0,0,0,0,0
10067,1,1,1994,17,17,17,17,17,17,17,17,17,17
10068,1,1,1994,0,0,0,0,0,23,30,0,0,0
10068,2,1,1994,0,0,0,0,0,0,0,0,0,0
10069,1,1,1994,0,0,0,0,0,0,0,0,0,0
10069,2,1,1994,0,0,0,27,0,0,0,0,0,0
10069,3,1,1994,0,0,27,0,20,0,14,19,0,0
10069,4,1,1994,0,0,0,0,0,0,0,0,0,0
10069,5,1,1994,0,0,0,17,0,0,5,0,0,24
10070,1,1,1994,10,10,10,10,10,10,10,10,10,10
10070,2,1,1994,0,0,0,0,0,0,0,0,0,0
10071,1,1,1994,0,0,0,0,0,0,0,0,0,0
10071,2,1,1994,0,0,0,0,0,0,0,0,0,0
10071,3,1,1994,0,0,0,0,0,0,0,0,0,0
10072,0,1,1994,0,0,0,0,0,0,0,0,0,0
10072,0,2,1994,0,0,0,0,0,0,0,0,0,0
10072,1,1,1994,0,0,0,0,0,8,0,0,0,0
10073,1,1,1994,0,0,0,0,0,0,0,0,0,0
10073,2,1,1994,0,0,0,0,7,14,0,0,0,0
10074,1,1,1994,0,0,0,0,0,0,0,0,0,0
10075,1,1,1994,24,0,22,0,0,0,0,0,0,17
10076,1,1,1994,0,0,0,0,0,0,0,0,0,0
10077,1,1,1994,0,0,0,0,0,0,0,0,0,0
10077,2,1,1994,0,0,0,0,0,8,0,0,0,0
10078,1,1,1994,0,0,0,0,0,0,0,0,0,0
10080,1,1,1994,24,24,24,24,24,24,24,24,24,24
10080,2,1,1994,0,0,0,0,0,0,0,0,0,0
10082,1,1,1994,13,13,13,13,13,13,13,13,13,13
10082,2,1,1994,31,3,16,11,17,0,0,19,4,7
10083,0,1,1994,22,21,11,27,35,16,17,17,28,21
10083,1,1,1994,0,0,0,0,0,0,0,0,0,0
10084,1,1,1994,0,0,0,19,0,0,0,0,0,0
10085,1,1,1994,25,12,11,6,14,11,10,11,17,29
10086,1,1,1994,0,0,0,0,0,0,0,0,0,0
10087,1,1,1994,0,0,0,0,0,0,0,0,0,0
10088,1,1,1994,0,0,0,0,15,0,0,17,0,39
10089,1,1,1994,21,21,21,21,21,21,21,21,21,21
10090,1,1,1994,0,0,0,0,0,4,0,0,16,0
10091,1,1,1994,11,14,15,5,21,12,30,19,19,4
10091,2,1,1994,0,0,0,0,0,0,0,0,0,0
10092,1,1,1994,0,0,0,0,13,0,8,0,13,0
10092,2,1,1994,0,0,0,0,0,0,0,0,0,0
10093,1,1,1994,0,0,0,0,0,0,0,0,0,0
10093,2,1,1994,0,0,0,0,0,0,0,0,0,7
10094,1,1,1994,0,0,0,0,0,0,0,0,0,0
10094,2,1,1994,0,0,19,0,0,0,0,0,0,0
10095,1,1,1994,13,13,13,13,13,13,13,13,13,13
10096,1,1,1994,18,18,18,18,18,18,18,18,18,18
10097,1,1,1994,0,0,0,0,0,0,0,0,0,9
10097,2,1,1994,0,0,0,0,0,0,0,0,0,0
10099,1,1,1994,0,0,0,0,0,0,0,0,0,0
10100,1,1,1994,33,33,33,33,33,33,33,33,33,33
10101,1,1,1994,0,0,0,0,0,0,0,0,0,0
10101,2,1,1994,0,0,0,0,0,0,0,0,0,0
10101,3,1,1994,0,0,0,0,0,22,0,0,0,11
10102,0,1,1994,21,12,10,36,15,27,29,34,20,25
10102,1,1,1994,8,8,8,8,8,8,8,8,8,8
10103,1,1,1994,11,11,11,11,11,11,11,11,11,11
10103,2,1,1994,0,0,0,36,0,0,0,0,0,0
10104,1,1,1994,0,0,0,0,0,0,0,0,0,0
10105,0,1,1994,16,26,16,32,3,15,28,11,0,16
10105,1,1,1994,0,0,0,0,0,0,0,0,0,0
10106,1,1,1994,23,26,31,19,16,25,17,13,20,25
10107,1,1,1994,0,0,7,0,0,0,0,0,0,0
10108,1,1,1994,0,0,0,0,0,0,0,0,0,0
10108,2,1,1994,0,0,0,0,0,0,0,0,0,0
10109,1,1,1994,0,0,0,0,0,0,0,0,0,0
10109,2,1,1994,0,13,0,0,0,0,0,0,0,0
10110,1,1,1994,0,0,0,0,0,0,0,0,0,0
10111,1,1,1994,0,0,0,4,0,0,0,0,13,19
10112,1,1,1994,13,0,0,18,23,16,0,18,0,16
10112,2,1,1994,0,11,0,0,0,0,0,0,0,0
10113,1,1,1994,0,0,0,0,0,0,13,0,0,0
10113,2,1,1994,0,19,12,0,0,0,0,0,0,0
10114,1,1,1994,11,11,11,11,11,11,11,11,11,11
10115,1,1,1994,28,28,28,28,28,28,28,28,28,28
10116,1,1,1994,0,0,0,0,0,0,0,0,0,0
10116,2,1,1994,0,0,0,0,0,0,0,0,0,0
10117,0,1,1994,8,7,21,16,51,29,15,31,24,19
10117,1,1,1994,0,0,0,0,0,0,0,0,0,0
10118,1,1,1994,0,0,0,0,0,0,0,0,0,0
10118,2,1,1994,0,0,0,0,0,0,0,0,0,0
10119,1,1,1994,0,0,0,0,0,0,0,0,0,0
10120,1,1,1994,0,0,13,0,0,0,0,0,0,0
10120,2,1,1994,0,0,0,0,0,0,0,0,0,31
10120,3,1,1994,0,0,0,0,0,0,0,0,0,0
10121,1,1,1994,0,0,0,0,0,0,0,0,0,0
10122,1,1,1994,5,5,5,5,5,5,5,5,5,5
10122,2,1,1994,0,8,0,31,0,0,0,0,0,0
10123,1,1,1994,23,23,23,23,23,23,23,23,23,23
10123,2,1,1994,0,0,0,0,0,0,0,0,0,0
10124,1,1,1994,0,0,0,4,0,10,0,18,0,0
10125,1,1,1994,0,0,0,0,0,0,0,0,0,0
10125,2,1,1994,0,0,0,0,0,17,0,0,0,0
10126,0,1,1994,0,0,0,0,0,0,0,0,0,0
10126,1,1,1994,0,0,0,0,0,0,0,14,0,0
10127,1,1,1994,0,23,0,0,0,0,0,0,0,15
10128,1,1,1994,0,20,0,25,28,0,0,31,18,24
10129,1,1,1994,0,0,0,0,0,0,0,0,0,0
10130,1,1,1994,0,0,0,0,0,0,0,0,0,0
10130,2,1,1994,0,0,0,0,0,0,0,0,0,0
10131,1,1,1994,0,9,6,0,0,30,24,0,0,16
10132,1,1,1994,18,18,18,18,18,18,18,18,18,18
10133,1,1,1994,0,0,0,0,0,0,0,0,0,0
10134,1,1,1994,0,0,0,0,0,0,0,0,0,0
10134,2,1,1994,0,0,0,0,0,0,0,0,0,0
10135,1,1,1994,11,10,12,9,0,0,0,18,14,0
10135,2,1,1994,0,0,0,0,0,0,0,0,0,0
10136,1,1,1994,0,16,39,0,0,0,0,0,7,17
10136,2,1,1994,0,0,0,0,0,0,0,0,0,0
10137,1,1,1994,0,0,0,0,0,0,0,0,0,0
10137,2,1,1994,0,0,0,0,0,0,0,0,0,0
10138,1,1,1994,0,0,0,0,0,0,0,0,0,0
10138,2,1,1994,0,0,0,0,0,0,0,0,0,0
10139,1,1,1994,0,0,0,27,0,0,0,7,20,0
10140,1,1,1994,6,6,6,6,6,6,6,6,6,6
10141,1,1,1994,0,0,0,0,0,0,0,0,0,0
10142,1,1,1994,0,0,0,0,0,0,0,0,15,0
10143,1,1,1994,8,27,0,23,29,12,15,31,14,17
10144,1,1,1994,32,32,32,32,32,32,32,32,32,32
10145,1,1,1994,0,0,0,0,18,0,0,0,0,0
10145,2,1,1994,0,0,0,0,0,0,0,0,0,0
10146,1,1,1994,0,0,0,0,0,0,0,0,0,0
10146,2,1,1994,0,0,0,0,0,0,7,0,0,0
10147,1,1,1994,15,9,7,8,30,0,0,0,12,6
10148,1,1,1994,15,15,15,15,15,15,15,15,15,15
10149,1,1,1994,0,0,0,0,0,0,0,0,9,0
10150,1,1,1994,3,3,3,3,3,3,3,3,3,3
10151,1,1,1994,5,0,0,12,0,0,17,0,0,17
10152,1,1,1994,0,0,0,0,0,0,0,0,0,0
10152,2,1,1994,0,0,0,0,0,0,0,0,6,0
10153,1,1,1994,0,0,0,0,0,0,0,0,0,0
10153,2,1,1994,0,0,0,0,0,0,0,0,0,0
10154,1,1,1994,0,0,0,0,0,0,0,0,0,0
10154,2,1,1994,0,0,0,0,0,0,0,0,0,0
10155,1,1,1994,0,0,0,7,0,0,27,0,0,0
10156,1,1,1994,7,12,20,13,0,0,12,0,5,0
10157,1,1,1994,0,0,0,0,0,0,0,0,0,0
10157,2,1,1994,0,0,0,0,0,0,0,0,0,0
10158,1,1,1994,0,0,0,0,0,0,0,0,0,0
10158,2,1,1994,0,0,0,0,0,0,0,0,0,0
10159,0,1,1994,22,22,22,22,22,22,22,22,22,22
10159,1,1,1994,0,0,0,0,0,0,0,0,0,0
10160,1,1,1994,17,10,14,14,8,12,8,34,15,23
10160,2,1,1994,15,0,16,5,14,36,3,24,20,10
10161,1,1,1994,23,0,0,32,5,0,16,0,0,0
10161,2,1,1994,0,0,0,0,0,0,0,0,0,0
10162,1,1,1994,19,19,19,19,19,19,19,19,19,19
10163,1,1,1994,0,0,0,0,0,0,0,0,16,0
10164,1,1,1994,0,0,0,0,0,0,0,0,0,0
10164,2,1,1994,0,0,0,0,0,0,0,0,0,0
10164,3,1,1994,0,0,0,0,0,0,0,0,0,0
10165,1,1,1994,0,0,0,0,0,0,0,0,0,0
10165,2,1,1994,0,0,0,0,0,0,0,0,0,0
10165,3,1,1994,0,0,0,0,0,0,0,0,0,0
10166,1,1,1994,0,0,0,0,0,0,0,0,0,0
10166,2,1,1994,0,0,0,0,0,0,0,0,0,0
10167,0,1,1994,0,0,0,13,0,0,0,0,0,0
10167,1,1,1994,0,0,0,0,0,0,0,0,0,0
10168,1,1,1994,0,0,0,0,0,0,0,0,11,0
10168,2,1,1994,0,0,0,0,0,0,0,0,0,0
10169,1,1,1994,0,16,7,26,11,15,28,18,25,35
10170,1,1,1994,27,14,16,0,0,14,22,17,15,24
10171,1,1,1994,0,0,0,0,0,0,0,0,0,0
10171,2,1,1994,25,25,25,25,25,25,25,25,25,25
10172,1,1,1994,20,20,20,20,20,20,20,20,20,20
10173,1,1,1994,8,7,7,0,0,0,0,0,5,0
10173,2,1,1994,0,0,0,0,0,0,0,0,0,0
10174,1,1,1994,0,0,0,0,0,0,0,0,0,0
10174,2,1,1994,0,0,0,0,0,0,0,0,0,0
10175,1,1,1994,0,0,0,0,0,0,0,0,0,0
10175,2,1,1994,0,0,0,0,0,0,0,0,0,0
10176,2,1,1994,0,0,0,0,0,0,0,0,0,0
10177,0,1,1994,19,0,0,0,25,0,0,0,31,0
10177,1,1,1994,0,0,0,0,0,0,0,0,0,0
10178,1,1,1994,17,17,17,17,17,17,17,17,17,17
10179,1,1,1994,10,10,10,10,10,10,10,10,10,10
10180,1,1,1994,0,0,0,0,0,0,0,0,0,0
10180,2,1,1994,0,0,0,0,0,0,0,0,0,0
10181,1,1,1994,0,25,27,0,23,3,0,0,0,22
10182,1,1,1994,0,0,0,0,0,0,0,0,0,0
10182,2,1,1994,0,0,38,0,15,0,0,12,0,0
10183,1,1,1994,21,21,21,21,21,21,21,21,21,21
10184,1,1,1994,27,26,10,0,18,20,6,0,28,19
10184,2,1,1994,0,0,0,0,0,0,0,0,0,0
10185,1,1,1994,0,0,7,9,13,0,9,0,0,18
10186,1,1,1994,18,0,0,0,0,0,0,0,0,22
10186,2,1,1994,0,0,0,0,0,0,0,0,0,0
10187,1,1,1994,15,15,15,15,15,15,15,15,15,15
10188,1,1,1994,0,14,0,0,0,7,0,0,0,0
10189,1,1,1994,33,33,33,33,33,33,33,33,33,33
10190,1,1,1994,0,0,0,0,0,0,0,0,0,0
10190,2,1,1994,2,27,9,17,31,14,0,14,22,0
10191,1,1,1994,0,0,16,10,0,0,0,19,0,0
10192,1,1,1994,28,16,9,33,0,22,17,15,0,0
10193,1,1,1994,0,0,0,10,0,0,0,0,0,0
10194,0,1,1994,0,0,0,0,0,0,0,0,0,0
10194,1,1,1994,0,0,0,7,0,0,0,0,0,0
10195,1,1,1994,21,21,21,21,21,21,21,21,21,21
10196,1,1,1994,27,14,0,7,20,0,0,0,0,0
10197,1,1,1994,0,0,0,0,0,0,0,0,0,0
10198,1,1,1994,0,0,0,0,0,0,0,0,0,0
10198,2,1,1994,0,0,0,0,0,0,0,0,0,0
10199,1,1,1994,0,0,0,0,0,0,0,0,0,0
10200,1,1,1994,0,12,0,0,0,12,11,0,0,0
10200,2,1,1994,0,0,0,0,0,0,0,0,0,0
10201,1,1,1994,15,35,9,0,0,0,0,0,0,0
10201,2,1,1994,0,0,0,0,0,0,0,0,0,0
10201,3,1,1994,0,0,0,0,0,0,16,0,0,0
10202,1,1,1994,40,40,40,40,40,40,40,40,40,40
10203,1,1,1994,0,0,0,0,0,0,0,0,26,0
10204,1,1,1994,34,34,34,34,34,34,34,34,34,34
10204,2,1,1994,0,0,0,0,0,0,0,0,0,0
10205,1,1,1994,0,0,0,0,0,0,0,0,0,5
10205,2,1,1994,0,0,0,0,0,0,0,0,0,0
10206,0,1,1994,0,0,0,0,0,0,0,0,0,0
10206,1,1,1994,33,19,0,0,7,0,0,4,0,0
10207,0,1,1994,26,26,26,26,26,26,26,26,26,26
10207,1,1,1994,0,0,0,0,0,0,0,0,0,0
10208,1,1,1994,0,0,0,0,0,0,0,0,0,0
10208,2,1,1994,0,0,0,0,0,0,0,0,0,0
10208,3,1,1994,0,0,0,0,0,0,0,0,0,0
10209,1,1,1994,0,0,0,0,0,0,0,0,0,0
10209,2,1,1994,11,11,11,11,11,11,11,11,11,11
10210,1,1,1994,0,0,0,0,0,0,0,0,0,0
10211,1,1,1994,0,30,0,0,0,0,16,0,24,0
10212,1,1,1994,0,0,0,0,0,0,0,0,0,0
10212,2,1,1994,0,0,0,0,0,0,0,0,0,0
10212,3,1,1994,0,0,0,0,0,0,0,0,0,0
10212,4,1,1994,0,0,0,0,0,0,0,0,0,0
10213,0,1,1994,0,0,0,0,6,0,0,0,5,0
10213,1,1,1994,0,0,0,0,0,0,0,0,0,0
10214,1,1,1994,31,31,31,31,31,31,31,31,31,31
10215,1,1,1994,0,0,0,0,0,0,0,0,0,0
10216,1,1,1994,15,0,0,5,0,13,0,14,23,18
10217,1,1,1994,0,0,0,0,0,0,0,0,0,0
10217,2,1,1994,0,0,0,0,0,0,0,0,0,0
10217,3,1,1994,0,0,0,0,0,0,0,0,0,0
10217,4,1,1994,0,0,0,0,0,0,0,0,0,0
10218,1,1,1994,9,18,21,20,11,35,20,9,10,10
10219,1,1,1994,0,0,6,0,0,0,0,0,0,0
10220,1,1,1994,0,0,0,0,8,0,0,0,0,0
10220,2,1,1994,0,0,0,0,0,0,0,0,0,0
10221,1,1,1994,0,12,0,0,0,0,0,0,0,0
10222,1,1,1994,28,27,24,17,27,18,30,17,14,38
10223,1,1,1994,0,0,0,0,0,0,0,0,0,0
10224,1,1,1994,28,14,11,16,24,22,16,5,13,14
10224,2,1,1994,10,10,10,10,10,10,10,10,10,10
10225,1,1,1994,1,1,1,1,1,1,1,1,1,1
10226,1,1,1994,0,0,0,0,0,0,0,0,0,0
10226,2,1,1994,0,0,0,0,0,0,0,0,0,0
10227,0,1,1994,12,36,4,11,0,15,10,18,0,19
10227,1,1,1994,0,0,3,0,0,0,0,0,0,0
10228,1,1,1994,0,0,0,0,0,0,0,0,0,0
10228,2,1,1994,0,0,0,0,0,0,0,0,0,0
10229,1,1,1994,0,0,0,0,0,0,0,0,0,0
10230,1,1,1994,20,0,17,24,22,26,12,28,16,20
10231,1,1,1994,23,19,12,0,10,22,37,21,24,28
10232,1,1,1994,0,0,0,0,0,0,0,0,0,0
10232,2,1,1994,5,0,0,0,0,0,0,0,0,5
10233,1,1,1994,29,0,19,19,0,12,0,0,26,18
10233,2,1,1994,0,0,0,0,0,0,0,0,0,0
10233,3,1,1994,0,0,0,0,0,0,0,0,0,0
10234,1,1,1994,16,28,16,11,21,14,0,0,18,0
10235,1,1,1994,10,10,10,10,10,10,10,10,10,10
10235,2,1,1994,0,0,0,27,0,0,6,15,0,0
10236,1,1,1994,0,16,0,0,0,0,0,0,0,0
10236,2,1,1994,0,0,0,0,0,0,0,0,0,0
10237,1,1,1994,15,15,15,15,15,15,15,15,15,15
10238,1,1,1994,30,0,16,16,34,11,24,8,8,10
10239,1,1,1994,16,28,24,25,27,23,25,11,25,42
10240,1,1,1994,0,33,13,0,0,0,0,0,0,0
10241,1,1,1994,0,0,0,9,0,0,0,0,0,0
10242,1,1,1994,0,0,0,0,0,0,0,0,0,0
10243,1,1,1994,0,0,0,0,0,0,0,0,0,0
10243,2,1,1994,7,0,6,0,0,7,10,13,22,21
10245,1,1,1994,0,0,0,0,0,0,0,0,0,0
10245,2,1,1994,0,0,0,0,0,0,0,0,0,0
10246,1,1,1994,0,0,0,0,0,18,19,0,0,0
10246,2,1,1994,6,6,6,6,6,6,6,6,6,6
10247,1,1,1994,8,8,8,8,8,8,8,8,8,8
10248,1,1,1994,16,16,16,16,16,16,16,16,16,16
10249,1,1,1994,0,0,0,0,0,0,0,0,0,0
10249,2,1,1994,0,0,0,0,0,0,0,0,0,0
10250,1,1,1994,6,6,6,6,6,6,6,6,6,6
10251,1,1,1994,0,0,0,0,0,0,0,0,0,0
10251,2,1,1994,19,0,0,0,0,0,0,0,0,0
10252,0,1,1994,0,0,0,0,0,0,0,0,0,0
10252,1,1,1994,0,7,0,0,0,0,0,0,0,0
10253,1,1,1994,13,10,27,15,23,31,7,9,15,24
10254,1,1,1994,12,23,20,36,16,15,17,0,8,7
10255,0,1,1994,25,5,0,0,0,0,30,0,3,0
10255,1,1,1994,0,0,0,0,0,0,0,0,0,0
10256,1,1,1994,0,0,0,0,0,0,0,0,0,0
10256,2,1,1994,0,0,0,0,0,0,0,0,0,0
10257,1,1,1994,0,0,0,0,0,0,0,0,0,0
10257,2,1,1994,0,0,0,0,0,18,0,0,0,0
10257,3,1,1994,0,0,0,0,0,0,0,0,0,0
10258,1,1,1994,0,0,0,0,0,0,0,0,0,0
10258,2,1,1994,0,0,0,0,0,0,0,0,0,0
10259,1,1,1994,15,15,15,15,15,15,15,15,15,15
10260,1,1,1994,7,24,0,12,0,17,12,11,0,0
10261,1,1,1994,0,0,0,0,0,0,0,0,0,0
10261,2,1,1994,0,0,0,0,0,0,0,0,0,0
10262,0,1,1994,0,0,0,0,0,0,0,0,0,0
10262,1,1,1994,0,0,0,0,0,0,0,0,0,0
10263,1,1,1994,0,0,0,0,0,0,0,0,0,0
10264,1,1,1994,0,0,0,0,0,12,10,0,0,0
10264,2,1,1994,0,0,0,0,0,0,0,0,0,0
10265,1,1,1994,21,16,11,14,21,20,12,0,7,3
10265,2,1,1994,19,0,0,32,0,0,0,0,13,17
10266,1,1,1994,0,11,0,15,0,9,12,13,0,0
10267,1,1,1994,0,0,0,0,0,0,0,0,0,0
10267,2,1,1994,0,0,0,0,0,0,0,0,0,0
10268,1,1,1994,8,8,8,8,8,8,8,8,8,8
10269,1,1,1994,0,8,0,0,0,0,0,0,0,0
10269,2,1,1994,0,0,0,0,0,0,0,0,0,0
10270,0,1,1994,0,0,0,7,0,0,0,0,0,0
10270,1,1,1994,0,0,0,0,0,0,0,0,0,0
10271,1,1,1994,17,17,17,17,17,17,17,17,17,17
10271,2,1,1994,5,21,16,10,16,11,4,13,9,7
10271,3,1,1994,0,0,0,0,0,0,0,0,0,0
10272,1,1,1994,16,16,16,16,16,16,16,16,16,16
10273,1,1,1994,0,0,14,0,0,0,0,0,0,0
10273,2,1,1994,25,25,25,25,25,25,25,25,25,25
10274,1,1,1994,9,9,9,9,9,9,9,9,9,9
10275,1,1,1994,0,0,0,0,0,0,0,0,0,0
10275,2,1,1994,0,0,0,0,0,0,0,0,0,0
10276,1,1,1994,37,22,0,0,0,0,0,0,0,0
10277,1,1,1994,14,14,14,14,14,14,14,14,14,14
10278,1,1,1994,0,0,0,0,0,0,0,0,0,0
10278,2,1,1994,18,18,18,18,18,18,18,18,18,18
10279,1,1,1994,0,0,0,0,0,0,0,0,0,0
10280,1,1,1994,0,0,0,0,0,0,0,0,0,0
10281,1,1,1994,0,0,0,0,0,0,0,0,0,0
10281,2,1,1994,0,0,0,0,0,0,9,0,0,0
10282,1,1,1994,0,0,0,0,0,0,0,0,0,0
10282,2,1,1994,0,0,0,0,0,0,0,0,0,0
10283,0,1,1994,0,0,0,0,0,0,0,0,0,0
10283,1,1,1994,0,0,0,11,0,0,0,0,0,0
10284,1,1,1994,0,0,0,28,0,0,0,0,0,0
10284,2,1,1994,0,0,0,8,0,5,0,21,0,18
10285,1,1,1994,18,21,20,18,13,23,20,23,6,29
10286,1,1,1994,0,0,0,0,0,0,0,0,0,0
10287,1,1,1994,0,0,0,0,0,0,0,0,0,0
10287,2,1,1994,0,0,0,0,0,0,0,0,0,0
10288,1,1,1994,11,9,15,2,0,14,8,17,9,0
10289,1,1,1994,0,0,0,16,0,0,0,0,0,0
10289,2,1,1994,0,0,0,0,0,0,0,0,0,0
10289,3,1,1994,0,0,0,0,0,0,14,16,0,0
10289,4,1,1994,0,0,0,0,0,0,0,0,0,0
10290,1,1,1994,0,0,0,0,0,0,0,0,0,0
10290,2,1,1994,0,0,0,0,0,0,0,0,0,0
10291,1,1,1994,0,0,0,0,0,0,0,0,0,19
10291,2,1,1994,0,0,0,0,0,0,0,0,0,0
10292,1,1,1994,0,0,0,0,0,0,0,0,0,0
10292,2,1,1994,0,0,0,0,0,0,0,0,0,0
10293,1,1,1994,0,6,0,0,0,28,26,8,0,7
