ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10152,1992,0,0,0,0,0,0,0,0,0,0
10153,1992,0,0,0,0,0,0,0,0,0,0
10154,1992,12,12,12,12,12,12,12,12,12,12
10155,1992,0,0,0,0,0,0,0,0,0,0
10156,1992,0,18,0,0,0,0,0,0,0,0
10157,1992,0,0,0,0,0,0,0,0,0,0
10158,1992,0,0,0,0,0,0,0,0,0,0
10159,1992,0,0,0,0,11,0,0,0,0,0
10160,1992,17,17,17,17,17,17,17,17,17,17
10161,1992,0,0,0,0,0,0,0,0,0,0
10163,1992,19,7,17,14,25,22,19,0,8,20
10164,1992,0,0,0,0,0,0,0,0,0,0
10165,1992,0,0,0,0,0,0,0,0,0,0
10166,1992,15,15,15,15,15,15,15,15,15,15
10167,1992,0,5,0,0,0,25,0,0,0,0
10168,1992,11,8,13,0,20,11,0,14,9,15
10169,1992,0,0,0,0,0,0,0,0,0,0
10170,1992,0,18,0,14,0,0,0,0,14,13
10171,1992,0,0,0,0,0,0,0,0,0,15
10172,1992,0,0,0,0,0,0,0,0,0,0
10173,1992,0,0,29,29,17,0,18,18,12,0
10174,1992,4,13,12,20,10,18,7,27,9,19
10175,1992,0,0,0,0,8,0,15,27,0,0
10176,1992,0,0,0,0,0,10,0,0,0,0
10177,1992,0,0,0,0,0,0,0,0,0,0
10178,1992,0,0,0,0,0,0,0,12,0,0
10179,1992,24,21,16,10,19,22,11,21,12,10
10180,1992,0,0,22,15,0,0,0,11,0,17
10181,1992,0,0,0,0,0,0,0,0,0,0
10182,1992,5,26,0,0,23,26,9,21,8,49
10183,1992,3,3,3,3,3,3,3,3,3,3
10184,1992,26,26,26,26,26,26,26,26,26,26
10185,1992,0,0,0,0,0,0,0,0,0,0
10186,1992,29,29,29,29,29,29,29,29,29,29
10187,1992,0,0,0,0,0,0,0,0,0,0
10188,1992,12,12,12,12,12,12,12,12,12,12
10189,1992,23,23,23,23,23,23,23,23,23,23
10190,1992,21,15,20,9,8,4,42,33,34,12
10191,1992,6,30,8,12,6,19,12,9,8,14
10192,1992,0,0,0,0,0,0,0,0,0,0
10193,1992,0,0,0,0,0,0,0,0,0,0
10194,1992,11,11,11,11,11,11,11,11,11,11
10195,1992,17,17,17,17,17,17,20,17,17,23
10196,1992,0,0,0,0,0,0,0,0,0,0
10197,1992,4,0,0,12,8,7,0,0,0,0
10198,1992,28,0,29,0,0,31,17,0,0,8
10199,1992,14,0,0,0,0,0,0,0,0,0
10200,1992,3,54,8,29,43,14,25,16,10,31
10201,1992,9,9,9,9,9,9,9,9,9,9
10202,1992,0,0,12,0,0,0,7,0,0,0
10203,1992,0,0,0,0,0,11,0,0,17,12
10204,1992,0,0,12,5,32,16,18,14,16,22
10205,1992,0,0,0,0,0,0,0,0,0,0
10206,1992,0,0,0,0,0,0,0,0,0,0
10207,1992,0,23,0,33,0,10,9,0,14,0
10208,1992,0,0,0,0,0,0,0,0,0,0
10209,1992,0,0,0,0,0,0,0,0,0,0
10210,1992,4,6,23,15,25,23,12,5,25,15
10211,1992,27,27,27,27,27,27,27,27,27,27
10212,1992,26,26,26,26,26,26,26,26,26,26
10213,1992,15,15,15,15,15,15,15,15,15,15
10214,1992,20,20,20,20,20,20,20,20,20,20
10215,1992,2,0,28,0,19,25,0,0,15,2
10216,1992,0,0,0,0,0,0,0,0,0,0
10217,1992,0,0,0,0,0,0,0,0,0,0
10218,1992,13,0,0,8,0,0,0,0,0,0
10219,1992,25,15,18,17,27,34,20,17,16,25
10220,1992,0,0,0,0,0,0,0,0,0,0
10221,1992,0,0,0,0,0,0,0,0,0,0
10222,1992,21,21,24,19,14,16,15,12,8,35
10223,1992,28,13,0,0,0,9,14,17,12,20
10224,1992,0,0,0,0,0,0,0,0,0,0
10225,1992,18,18,18,18,18,18,18,18,18,18
10226,1992,21,21,21,21,21,21,21,21,21,21
10227,1992,26,15,42,29,15,11,26,23,24,15
10228,1992,14,14,14,14,14,14,14,14,14,14
10229,1992,0,7,32,15,23,0,0,20,24,0
10230,1992,0,0,0,0,0,0,0,0,0,0
10231,1992,22,32,19,12,8,16,0,29,35,20
10232,1992,21,21,21,21,21,21,21,21,21,21
10233,1992,0,0,0,0,0,15,0,0,12,0
10234,1992,0,0,0,0,0,0,0,0,0,0
10235,1992,21,24,12,26,21,17,10,20,12,17
10236,1992,22,15,0,0,0,5,0,6,5,15
10237,1992,15,0,0,12,12,0,0,0,19,0
10238,1992,12,37,16,0,17,15,19,18,20,12
10239,1992,21,21,21,21,21,21,21,21,21,21
10240,1992,15,19,22,15,27,15,21,20,15,12
10241,1992,0,0,0,0,0,0,0,0,0,0
10242,1992,22,22,22,22,22,22,22,22,22,22
10243,1992,0,0,0,0,0,0,0,0,0,0
10244,1992,12,12,12,12,12,12,12,12,12,12
10245,1992,0,0,10,0,0,0,0,0,0,0
10246,1992,22,22,22,22,22,22,22,22,22,22
10247,1992,0,29,0,0,0,0,0,0,0,0
10248,1992,7,7,7,7,7,7,7,7,7,7
10249,1992,37,29,22,0,19,16,4,23,28,20
10250,1992,9,15,18,14,15,20,6,0,22,23
10251,1992,0,0,0,6,0,0,0,0,0,0
10252,1992,13,29,14,13,25,26,18,16,15,24
10253,1992,0,0,0,0,0,0,0,0,0,0
10254,1992,0,13,11,0,0,0,0,0,0,19
10255,1992,0,0,0,0,0,0,0,0,10,0
10256,1992,17,0,0,0,0,0,19,0,0,0
10257,1992,0,0,0,0,0,0,0,0,0,0
10258,1992,14,14,14,14,14,14,14,14,14,14
10259,1992,0,9,17,0,22,29,0,0,23,0
10260,1992,8,8,8,8,8,8,8,8,8,8
10261,1992,0,0,0,0,0,0,0,0,0,0
10262,1992,0,19,0,10,0,0,0,12,22,0
10263,1992,0,0,0,0,0,0,0,0,0,0
10264,1992,0,0,0,0,9,0,0,0,0,0
10265,1992,0,0,0,0,0,0,0,0,0,4
10266,1992,17,29,16,11,11,42,11,20,0,9
10267,1992,0,0,0,0,0,0,0,0,0,0
10268,1992,10,19,22,20,23,22,19,14,27,13
10269,1992,0,0,0,19,0,0,0,8,0,0
10270,1992,0,0,0,0,0,0,0,0,0,0
10271,1992,25,25,25,25,25,25,25,25,25,25
10272,1992,0,0,0,0,0,0,0,0,0,0
10273,1992,0,26,0,0,20,0,0,11,0,18
10274,1992,21,21,21,21,21,21,21,21,21,21
10275,1992,20,24,0,23,20,13,0,20,0,14
10276,1992,23,15,24,15,18,36,18,19,12,14
10277,1992,24,25,34,0,12,30,20,0,0,24
10278,1992,15,15,15,15,15,15,15,15,15,15
10279,1992,16,14,25,19,14,0,19,12,0,12
10280,1992,0,0,0,0,0,0,0,0,0,0
10281,1992,0,0,0,0,0,0,0,0,0,0
10282,1992,0,0,0,22,17,0,15,0,12,11
10283,1992,6,0,17,6,11,0,9,15,6,19
10284,1992,19,19,19,19,19,19,19,19,19,19
10285,1992,0,0,0,0,0,0,0,9,0,0
10286,1992,17,0,11,13,0,2,17,22,0,26
10287,1992,9,0,0,19,19,22,9,8,12,0
10288,1992,0,0,0,0,0,0,0,0,0,0
10289,1992,0,0,0,0,0,0,0,0,0,0
10290,1992,0,0,0,0,0,0,5,0,0,0
10291,1992,18,18,18,18,18,18,18,18,18,18
10292,1992,18,0,0,9,0,0,0,0,0,0
10293,1992,29,28,21,18,17,19,9,12,22,14
10294,1992,0,7,31,0,10,0,0,0,0,19
10295,1992,0,0,0,0,0,0,0,0,0,0
10296,1992,12,26,18,20,20,21,13,8,10,21
10297,1992,0,0,0,0,0,0,0,0,0,0
10298,1992,14,34,13,29,25,26,18,22,19,27
10299,1992,0,0,0,24,0,20,29,0,0,0
10300,1992,19,19,19,19,19,19,19,19,19,19
10301,1992,0,0,0,0,0,0,0,3,0,0
10302,1992,22,9,27,19,21,32,23,25,23,23
10303,1992,29,12,11,13,20,27,42,22,23,29
10304,1992,0,0,42,24,0,0,0,0,22,8
10305,1992,10,10,10,10,10,10,10,10,10,10
10306,1992,22,22,22,22,22,22,22,22,22,22
10307,1992,7,4,0,2,15,10,22,0,19,7
10308,1992,26,26,26,26,26,26,26,26,26,26
10309,1992,0,0,0,0,0,12,0,0,0,0
10310,1992,0,0,0,0,16,0,0,0,0,0
10311,1992,33,33,33,33,33,33,33,33,33,33
10312,1992,8,14,17,9,0,14,17,10,18,9
10313,1992,0,0,0,14,0,0,0,0,0,0
10314,1992,25,25,25,25,25,25,25,25,25,25
10315,1992,0,0,0,0,0,0,0,0,0,0
10316,1992,0,0,0,0,0,0,0,0,0,0
10317,1992,0,0,0,0,0,0,0,0,0,0
10318,1992,0,0,0,0,0,0,0,0,0,0
10319,1992,0,0,0,12,0,0,0,0,0,0
10320,1992,10,10,10,10,10,10,10,10,10,10
10321,1992,20,30,9,32,18,0,19,0,0,0
10322,1992,0,0,0,0,0,0,0,0,0,0
10323,1992,0,0,15,0,0,15,11,0,0,0
10324,1992,0,0,0,0,0,0,0,12,0,0
10325,1992,0,15,4,0,3,0,0,0,0,0
10326,1992,14,26,15,10,21,0,4,20,18,10
10327,1992,0,0,0,0,0,0,0,0,0,0
10328,1992,22,22,22,22,22,22,22,22,22,22
10329,1992,21,16,15,15,14,0,3,0,11,12
10330,1992,0,0,0,0,0,0,0,0,0,0
10331,1992,0,0,0,0,0,0,0,0,0,0
10332,1992,24,21,0,0,14,15,17,4,22,8
10333,1992,14,23,11,15,5,22,15,13,5,8
10334,1992,20,19,51,18,35,23,7,15,16,29
10335,1992,0,0,0,0,0,0,0,0,0,0
10336,1992,0,0,0,0,0,0,0,0,0,0
10337,1992,24,22,24,20,25,16,0,5,30,7
10338,1992,20,20,20,20,20,20,20,20,20,20
10339,1992,0,0,0,0,0,0,0,0,0,0
10340,1992,0,0,0,0,0,0,0,0,0,0
10341,1992,4,9,0,11,0,18,7,8,10,27
10342,1992,7,19,14,8,0,0,14,0,0,0
10343,1992,0,0,0,0,0,0,0,0,0,0
10344,1992,19,27,0,8,3,0,0,0,0,22
10345,1992,3,3,3,3,3,3,3,3,3,3
10346,1992,0,6,0,5,0,0,0,0,0,0
10347,1992,37,0,25,16,19,8,21,10,29,26
10348,1992,0,0,0,0,0,0,0,0,0,0
10349,1992,0,0,0,0,0,0,0,0,0,0
10350,1992,0,0,0,0,0,0,0,0,0,0
10351,1992,19,0,0,7,0,4,13,0,12,0
10352,1992,0,0,11,0,0,0,0,0,0,0
10353,1992,20,25,15,15,23,8,8,17,13,8
10354,1992,0,0,0,0,0,0,0,0,0,11
10355,1992,9,9,9,9,9,9,9,9,9,9
10356,1992,13,13,13,13,13,13,13,13,13,13
10357,1992,17,17,17,17,17,17,17,17,17,17
10358,1992,34,4,0,0,0,0,0,21,0,0
10359,1992,16,16,16,16,16,16,16,16,16,16
10360,1992,0,0,0,0,0,0,0,0,0,0
10361,1992,0,11,22,6,7,6,16,11,6,15
10362,1992,0,0,0,8,0,0,0,0,0,0
10363,1992,13,13,13,13,13,13,13,13,13,13
10364,1992,3,3,3,3,3,3,3,3,3,3
10365,1992,6,11,0,6,0,28,10,7,28,0
10366,1992,28,28,28,28,28,28,28,28,28,28
10368,1992,33,19,18,11,18,15,37,33,7,30
10369,1992,0,0,0,0,0,0,0,0,0,0
10370,1992,11,0,0,0,0,0,0,0,0,0
10371,1992,0,15,0,0,0,0,20,0,0,0
10372,1992,0,0,0,11,12,0,0,0,5,0
10373,1992,11,22,27,14,25,10,16,16,24,30
10374,1992,11,18,9,22,10,13,13,21,14,14
10375,1992,19,19,19,19,19,19,19,19,19,19
10376,1992,16,23,19,13,8,11,20,17,12,17
10377,1992,13,13,13,13,13,13,13,13,13,13
10378,1992,19,19,19,19,19,19,19,19,19,19
10379,1992,0,0,0,12,0,0,0,0,0,0
10380,1992,18,17,0,14,8,19,28,11,0,11
10381,1992,0,0,0,0,0,0,0,0,0,0
10382,1992,0,0,0,0,0,0,0,0,0,0
10383,1992,21,8,18,10,15,24,15,25,7,16
10384,1992,21,11,13,21,21,22,18,18,19,5
10385,1992,0,0,0,0,0,0,8,0,0,0
10386,1992,22,22,22,22,22,22,22,22,22,22
10387,1992,13,19,17,17,13,8,23,22,21,12
10388,1992,0,0,0,0,0,0,0,0,0,0
10389,1992,0,0,0,0,0,0,0,0,0,0
10390,1992,14,14,14,14,14,14,14,14,14,14
10391,1992,10,10,10,10,10,10,10,10,10,10
10392,1992,14,9,4,12,8,10,21,19,10,6
10393,1992,0,0,0,0,0,0,0,0,0,0
10394,1992,20,0,12,26,0,4,17,26,10,8
10395,1992,0,0,0,19,0,0,0,0,0,0
10396,1992,0,0,12,0,0,0,0,0,0,0
10397,1992,0,0,0,23,0,0,0,0,0,17
10398,1992,0,0,0,0,0,0,0,0,0,0
10399,1992,0,0,0,0,0,0,0,0,0,0
10400,1992,19,13,0,22,0,29,0,0,25,10
10401,1992,0,0,0,0,0,0,0,0,0,0
10402,1992,14,23,7,25,16,15,17,22,20,16
10403,1992,12,29,21,17,22,25,23,26,6,29
10404,1992,15,7,20,8,18,8,21,13,22,15
10405,1992,30,23,16,46,20,26,12,36,29,18
10406,1992,0,0,0,0,0,0,0,0,0,0
10407,1992,0,0,0,0,0,0,0,0,0,0
10408,1992,0,0,0,0,15,0,28,0,0,0
10410,1992,0,0,0,0,0,0,14,0,0,0
10411,1992,29,29,29,29,29,29,29,29,29,29
10412,1992,0,0,0,0,0,0,0,0,0,0
10413,1992,9,9,9,9,9,9,9,9,9,9
10414,1992,39,15,15,40,19,14,0,0,12,14
10415,1992,14,0,0,17,0,0,0,0,13,0
10416,1992,0,0,0,0,0,0,0,0,0,0
10417,1992,0,0,0,0,0,0,0,0,0,11
10418,1992,0,0,0,0,0,0,0,0,0,0
10419,1992,0,0,0,0,0,0,0,26,0,0
10420,1992,31,31,31,31,31,31,31,31,31,31
10421,1992,0,0,0,0,0,0,0,0,0,0
10422,1992,0,0,0,0,19,0,0,0,0,0
10423,1992,14,0,0,0,0,10,19,0,9,0
10424,1992,18,20,21,24,12,0,0,5,8,23
10425,1992,0,0,0,0,0,0,17,17,0,0
10426,1992,16,16,16,16,16,16,16,16,16,16
10427,1992,0,0,0,0,0,0,0,0,0,0
10428,1992,0,0,0,0,0,0,10,0,0,0
10429,1992,17,23,16,37,4,22,22,12,22,28
10430,1992,31,31,31,31,31,31,31,31,31,31
10431,1992,0,0,0,0,0,0,0,0,0,0
10432,1992,0,0,8,5,0,0,0,0,0,0
10433,1992,26,20,17,0,3,5,0,0,12,17
10434,1992,28,0,11,24,0,17,15,24,14,10
10435,1992,14,27,14,14,14,17,14,18,16,14
10436,1992,0,10,21,21,21,16,44,0,0,0
10437,1992,0,0,0,0,0,0,0,0,0,0
10438,1992,0,0,0,0,0,0,0,0,0,0
10439,1992,0,14,0,0,18,0,0,0,12,12
10440,1992,27,27,27,27,27,27,27,27,27,27
10441,1992,29,0,20,28,35,24,23,38,12,35
10442,1992,0,0,0,0,0,0,0,0,0,0
10443,1992,0,0,21,0,0,0,0,0,0,0
10444,1992,23,0,0,0,0,0,38,0,0,7
10445,1992,28,4,26,0,20,12,7,16,19,19
10446,1992,33,11,0,20,18,23,11,0,21,13
10447,1992,4,10,0,17,9,9,0,19,22,0
10448,1992,0,16,5,24,8,0,22,6,22,0
10449,1992,23,18,23,23,20,10,28,12,12,14
10450,1992,0,0,0,0,15,0,0,0,0,0
10451,1992,0,0,0,0,0,0,0,0,0,1
10452,1992,0,0,0,0,0,0,0,0,0,0
10453,1992,0,0,0,0,0,0,0,0,0,0
10454,1992,0,0,0,0,0,0,0,0,0,0
10455,1992,0,0,0,0,0,0,0,0,0,0
10456,1992,0,0,0,0,0,0,0,0,0,0
10457,1992,26,26,26,26,26,26,26,26,26,26
10458,1992,6,6,6,6,6,6,6,6,6,6
10459,1992,22,22,22,22,22,22,22,22,22,22
10460,1992,0,0,0,0,0,0,0,0,0,0
10461,1992,0,0,0,0,0,7,0,0,0,0
10462,1992,24,24,24,24,24,24,24,24,24,24
10463,1992,0,0,0,0,12,0,0,0,13,0
10464,1992,0,16,0,0,0,0,14,0,0,0
10465,1992,9,9,9,9,9,9,9,9,9,9
10466,1992,0,16,0,0,0,0,0,0,0,0
10467,1992,22,19,10,30,22,31,22,19,0,31
10468,1992,21,21,21,21,21,21,21,21,21,21
10469,1992,0,0,0,0,0,0,0,0,0,0
10470,1992,23,11,0,18,21,20,31,10,32,25
10472,1992,23,23,23,23,23,23,23,23,23,23
10473,1992,0,0,0,0,0,0,13,0,0,0
10474,1992,28,15,20,24,21,18,24,12,19,25
10475,1992,0,0,0,4,0,0,0,0,0,0
10476,1992,15,15,15,15,15,15,15,15,15,15
10477,1992,0,12,22,20,24,10,9,0,12,10
10478,1992,0,0,0,0,0,0,0,0,0,0
10479,1992,15,14,7,0,18,13,7,0,12,0
10480,1992,0,0,0,0,0,0,0,0,0,0
10482,1992,0,0,0,0,0,0,0,0,0,0
10483,1992,21,13,15,27,19,18,0,13,15,33
10484,1992,21,21,21,21,21,21,21,21,21,21
10485,1992,5,4,14,16,20,8,15,15,10,9
10486,1992,8,8,8,8,8,8,8,8,8,8
10487,1992,4,26,9,18,15,12,21,7,3,2
10488,1992,18,12,17,9,12,18,14,17,0,24
10489,1992,0,0,0,0,0,0,0,0,0,8
10490,1992,22,22,22,22,22,22,22,22,22,22
10491,1992,0,0,0,0,11,0,0,0,8,30
10492,1992,4,0,0,0,14,0,0,0,0,0
10493,1992,0,0,0,0,0,0,6,0,4,0
10494,1992,7,17,15,0,21,13,14,21,7,17
10495,1992,0,0,0,0,0,0,0,0,0,0
10496,1992,12,24,19,6,0,9,12,11,17,0
10497,1992,26,17,11,14,34,17,18,16,17,10
10499,1992,0,0,0,0,0,0,0,7,0,0
10500,1992,35,16,19,16,30,22,9,24,27,27
10501,1992,14,30,32,11,30,25,8,23,12,9
10502,1992,16,16,16,16,16,16,16,16,16,16
10503,1992,12,11,25,19,10,17,13,0,0,0
10504,1992,9,9,9,9,9,9,9,9,9,9
10505,1992,0,10,0,0,0,0,0,0,0,0
10506,1992,17,14,14,25,17,21,20,6,11,24
10507,1992,25,25,14,6,2,14,19,16,20,7
10508,1992,13,0,0,0,0,0,0,0,0,0
10509,1992,29,29,0,24,14,3,22,0,0,0
10510,1992,0,0,0,0,0,0,0,0,0,0
10511,1992,0,7,19,8,24,15,13,19,22,22
10512,1992,16,0,0,0,0,0,0,0,0,0
10513,1992,8,15,12,15,10,7,20,12,9,2
10514,1992,0,10,29,16,11,22,19,19,29,0
10515,1992,0,14,0,0,0,0,0,0,0,0
10516,1992,0,0,0,0,0,0,0,0,0,0
10517,1992,10,17,0,6,14,0,12,17,6,9
10518,1992,0,0,0,0,0,0,0,0,0,0
10520,1992,0,0,0,0,0,0,0,0,0,0
10521,1992,26,7,0,0,29,0,0,0,0,14
10522,1992,0,0,0,0,0,0,0,0,0,0
10523,1992,0,0,0,0,0,0,0,0,0,0
10524,1992,10,10,10,10,10,10,10,10,10,10
10526,1992,0,0,0,0,0,0,0,0,0,0
10527,1992,0,0,0,0,0,0,0,0,0,0
10528,1992,24,0,7,11,25,19,24,29,17,20
10529,1992,10,0,12,0,27,0,0,0,0,0
10530,1992,0,13,0,0,0,0,0,13,0,0
10531,1992,0,0,0,0,0,0,0,0,0,0
10532,1992,8,8,8,8,8,8,8,8,8,8
10533,1992,0,0,0,0,0,0,0,0,0,0
10534,1992,0,10,18,4,16,31,0,16,0,13
10535,1992,38,18,17,17,26,12,17,42,12,10
10536,1992,0,0,0,0,6,0,9,0,18,0
10537,1992,0,0,0,0,0,0,4,0,0,0
10538,1992,0,0,0,0,0,0,0,0,0,0
10539,1992,22,22,22,22,22,22,22,22,22,22
10540,1992,0,0,0,0,0,0,0,0,0,0
10541,1992,0,0,0,0,0,0,0,0,0,0
10542,1992,0,0,0,0,0,0,0,0,4,0
10543,1992,19,5,22,15,0,0,17,13,20,0
10544,1992,17,12,20,11,20,26,15,10,12,15
