ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10027,2,1,1992,19,0,20,0,0,0,0,0,0,0
10028,1,1,1992,0,0,27,9,0,8,16,15,0,10
10028,2,1,1992,20,0,11,11,0,0,0,3,7,0
10029,0,1,1992,0,0,0,0,0,0,0,0,0,0
10029,1,1,1992,0,0,0,0,0,0,0,0,0,0
10030,1,1,1992,29,10,14,12,0,0,0,0,8,0
10031,1,1,1992,0,0,0,0,14,0,0,0,0,0
10031,2,1,1992,0,0,0,0,0,0,0,0,0,0
10032,0,1,1992,0,0,0,15,13,0,0,0,23,0
10032,1,1,1992,0,0,0,0,0,0,0,0,0,0
10033,1,1,1992,0,0,0,0,6,0,0,0,0,0
10033,2,1,1992,0,0,0,0,0,0,0,0,0,0
10033,3,1,1992,0,0,0,0,0,0,0,0,0,0
10033,4,1,1992,0,0,0,0,0,0,0,0,0,0
10034,1,1,1992,0,12,0,7,15,4,11,23,0,18
10035,1,1,1992,25,25,25,25,25,25,25,25,25,25
10036,1,1,1992,0,21,0,16,22,5,14,14,10,28
10036,2,1,1992,0,0,0,0,0,0,0,0,0,0
10037,1,1,1992,2,2,2,2,2,2,2,2,2,2
10037,2,1,1992,0,0,0,0,0,0,0,0,0,0
10038,1,1,1992,13,13,13,13,13,13,13,13,13,13
10039,1,1,1992,25,25,25,25,25,25,25,25,25,25
10039,2,1,1992,0,0,8,0,0,0,0,0,0,0
10040,1,1,1992,16,12,19,0,22,18,0,11,17,0
10041,1,1,1992,4,8,13,4,10,17,9,19,26,0
10041,2,1,1992,0,0,0,0,0,0,0,0,0,0
10042,1,1,1992,0,0,0,0,0,0,0,0,0,0
10043,1,1,1992,0,0,0,0,0,0,0,0,0,0
10043,2,1,1992,0,0,0,0,0,0,0,0,0,0
10044,1,1,1992,15,15,15,15,15,15,15,15,15,15
10045,1,1,1992,0,0,18,32,0,35,0,12,8,24
10046,1,1,1992,0,0,0,0,0,0,0,0,0,0
10047,1,1,1992,16,8,12,10,7,7,13,4,11,8
10047,2,1,1992,0,0,0,0,0,0,0,0,0,0
10048,1,1,1992,31,31,31,31,31,31,31,31,31,31
10049,0,1,1992,0,0,0,0,0,0,0,0,0,0
10049,1,1,1992,0,0,0,0,0,0,0,0,0,17
10049,2,1,1992,0,0,0,0,0,0,0,0,0,0
10050,1,1,1992,17,14,32,0,0,34,23,0,29,0
10051,1,1,1992,16,16,16,16,16,16,16,16,16,16
10052,1,1,1992,0,0,0,0,0,0,0,0,0,0
10052,2,1,1992,0,0,0,0,0,0,0,0,0,0
10053,1,1,1992,0,0,0,0,0,4,0,0,0,0
10053,2,1,1992,0,0,0,0,0,0,0,0,0,0
10054,1,1,1992,29,29,29,29,29,29,29,29,29,29
10055,0,1,1992,0,0,0,0,0,0,0,0,0,0
10055,1,1,1992,0,0,0,0,0,0,0,0,0,0
10056,1,1,1992,16,11,0,14,0,13,0,16,0,0
10057,2,1,1992,0,0,0,0,0,0,0,0,0,0
10058,1,1,1992,0,0,0,0,0,0,0,0,0,0
10058,2,1,1992,0,0,0,0,0,0,0,0,0,0
10059,1,1,1992,0,0,0,0,0,0,0,0,0,0
10059,2,1,1992,0,0,0,0,0,0,0,0,0,0
10060,1,1,1992,0,0,0,0,0,0,0,0,0,0
10060,2,1,1992,0,0,0,0,0,0,0,0,0,0
10061,1,1,1992,19,19,19,19,19,19,19,19,19,19
10061,2,1,1992,0,0,0,0,0,0,0,0,0,0
10062,1,1,1992,0,0,0,0,0,0,0,0,0,0
10062,2,1,1992,0,0,0,0,0,0,0,0,0,0
10063,1,1,1992,0,0,0,0,0,0,0,11,15,0
10064,1,1,1992,0,0,0,0,0,0,0,0,0,0
10064,2,1,1992,0,0,0,0,0,0,0,0,0,0
10065,1,1,1992,0,0,0,0,8,0,0,0,0,22
10065,2,1,1992,0,0,0,0,0,0,0,0,0,0
10066,0,1,1992,0,0,0,0,0,0,13,22,0,0
10066,0,2,1992,0,0,0,0,0,0,0,0,0,0
10066,1,1,1992,3,3,3,3,3,3,3,3,3,3
10067,1,1,1992,16,20,0,0,25,17,26,11,15,21
10068,1,1,1992,16,35,23,11,27,26,34,28,25,27
10069,1,1,1992,24,24,24,40,14,24,17,0,10,21
10070,1,1,1992,12,6,0,16,0,0,0,0,15,32
10071,1,1,1992,0,0,0,0,0,8,0,0,0,4
10071,2,1,1992,0,0,0,0,0,0,0,0,0,0
10072,1,1,1992,11,11,11,11,11,11,11,11,11,11
10073,1,1,1992,19,19,19,19,19,19,19,19,19,19
10074,1,1,1992,0,0,0,0,0,11,0,11,0,0
10074,2,1,1992,0,0,0,0,0,0,0,0,0,0
10075,1,1,1992,25,15,35,24,22,6,20,23,31,25
10076,1,1,1992,0,0,0,0,0,0,0,0,0,0
10076,2,1,1992,0,0,0,0,0,0,0,0,0,0
10077,1,1,1992,0,0,0,0,0,0,0,0,0,14
10078,1,1,1992,23,23,23,23,23,23,23,23,23,23
10078,2,1,1992,0,0,0,0,0,0,0,0,0,0
10078,3,1,1992,0,0,0,0,0,0,0,0,0,0
10079,1,1,1992,0,0,0,0,0,0,0,0,0,0
10079,2,1,1992,21,21,21,21,21,21,21,21,21,21
10080,1,1,1992,0,0,0,0,0,0,0,0,0,0
10080,2,1,1992,25,25,25,25,25,25,25,25,25,25
10081,1,1,1992,0,0,0,0,0,0,0,0,0,0
10081,2,1,1992,0,0,0,0,0,0,0,0,0,0
10082,1,1,1992,11,11,11,11,11,11,11,11,11,11
10083,1,1,1992,0,0,0,0,0,0,0,0,0,0
10083,2,1,1992,0,0,0,0,0,0,0,0,0,0
10084,1,1,1992,0,0,0,0,0,0,0,0,0,0
10084,2,1,1992,21,21,21,21,21,21,21,21,21,21
10085,1,1,1992,12,21,0,0,24,0,0,15,0,0
10085,2,1,1992,0,0,0,0,0,0,0,0,0,0
10086,1,1,1992,15,0,0,0,0,0,8,22,0,0
10087,1,1,1992,18,31,23,21,45,29,0,26,17,24
10088,1,1,1992,7,15,7,25,19,27,0,14,11,13
10088,2,1,1992,0,0,0,0,0,0,0,0,0,0
10088,3,1,1992,0,0,0,0,0,0,0,0,0,0
10089,1,1,1992,0,0,15,0,0,0,0,0,0,0
10089,2,1,1992,0,0,0,0,0,0,0,0,0,0
10090,0,1,1992,0,0,8,14,0,7,0,8,0,0
10090,1,1,1992,0,0,0,0,0,0,0,0,0,0
10091,1,1,1992,0,0,18,3,13,0,37,29,17,0
10091,2,1,1992,0,0,0,0,0,0,0,0,0,0
10092,1,1,1992,0,0,11,0,0,0,0,0,0,22
10092,2,1,1992,0,0,0,0,0,0,0,0,0,0
10093,1,1,1992,10,17,9,0,0,0,0,15,12,10
10094,1,1,1992,0,0,0,0,0,0,0,0,0,0
10094,2,1,1992,0,0,0,0,0,0,0,0,0,0
10095,1,1,1992,0,0,0,11,0,0,0,0,0,0
10096,1,1,1992,0,0,0,0,0,0,0,0,0,0
10097,0,1,1992,0,0,0,0,0,0,0,0,0,0
10097,1,1,1992,0,0,0,0,0,0,0,0,0,0
10098,1,1,1992,13,13,13,13,13,13,13,13,13,13
10099,1,1,1992,0,0,0,0,0,0,0,11,0,10
10099,2,1,1992,0,0,0,0,0,0,0,0,0,0
10100,1,1,1992,0,0,0,0,0,0,0,0,0,0
10101,1,1,1992,0,13,0,0,0,0,0,15,0,11
10102,1,1,1992,0,0,0,0,0,0,0,0,0,0
10102,2,1,1992,0,0,0,0,0,0,0,0,0,0
10103,1,1,1992,14,15,15,7,16,0,12,21,13,7
10103,2,1,1992,0,0,0,0,0,0,0,14,0,0
10104,1,1,1992,0,0,0,0,0,0,0,0,0,0
10104,2,1,1992,12,0,0,0,0,0,0,0,0,0
10105,1,1,1992,0,0,0,0,0,0,0,0,0,0
10105,2,1,1992,0,0,0,0,0,0,0,0,0,0
10106,0,1,1992,0,0,0,0,0,0,0,0,0,0
10106,1,1,1992,0,0,0,0,0,0,0,0,0,0
10107,1,1,1992,22,20,11,26,22,29,26,22,11,9
10108,0,1,1992,0,0,0,0,0,0,0,0,0,0
10108,1,1,1992,0,0,0,0,0,0,0,0,0,6
10109,0,1,1992,0,0,0,0,0,0,0,0,0,0
10109,1,1,1992,0,0,0,0,0,0,0,0,0,0
10110,1,1,1992,21,24,24,23,19,26,11,19,15,22
10111,1,1,1992,0,0,0,0,0,0,0,0,10,14
10112,1,1,1992,21,0,22,20,10,20,10,0,0,24
10113,1,1,1992,9,16,23,0,26,32,21,15,17,19
10114,1,1,1992,0,0,0,0,0,0,0,0,0,0
10114,2,1,1992,0,0,0,0,0,0,18,0,0,0
10115,1,1,1992,20,20,20,20,20,20,20,20,20,20
10116,1,1,1992,0,0,0,0,0,0,0,0,0,0
10116,2,1,1992,0,0,0,0,0,0,0,0,0,0
10117,1,1,1992,0,0,0,0,0,0,0,0,0,0
10118,1,1,1992,0,0,0,0,0,0,0,0,0,0
10118,2,1,1992,0,0,0,0,0,0,0,0,0,0
10118,3,1,1992,0,0,0,0,0,0,0,0,0,0
10119,1,1,1992,0,0,0,0,0,0,0,0,0,0
10120,1,1,1992,24,15,23,15,28,26,22,21,35,17
10120,2,1,1992,23,10,33,12,10,14,0,21,29,15
10121,1,1,1992,17,17,17,17,17,17,17,17,17,17
10121,2,1,1992,0,0,0,0,0,0,0,0,0,0
10122,1,1,1992,0,0,0,0,0,0,0,0,0,0
10122,2,1,1992,0,0,0,0,0,0,0,0,0,0
10123,1,1,1992,0,0,0,0,0,0,0,8,0,0
10123,2,1,1992,0,0,0,0,0,0,0,0,0,0
10124,1,1,1992,17,19,0,15,32,19,28,0,36,0
10124,2,1,1992,0,0,0,0,0,0,0,0,0,0
10125,1,1,1992,13,18,25,22,0,3,19,0,12,6
10126,1,1,1992,27,27,27,27,27,27,27,27,27,27
10127,1,1,1992,0,0,0,0,0,0,0,0,0,0
10127,2,1,1992,0,0,0,0,0,0,0,0,0,0
10128,1,1,1992,0,0,14,0,9,0,0,0,0,0
10128,2,1,1992,10,0,0,0,0,0,0,0,0,0
10129,1,1,1992,0,0,23,17,0,20,0,24,14,0
10129,2,1,1992,15,20,10,21,15,16,19,17,25,30
10130,1,1,1992,5,5,5,5,5,5,5,5,5,5
10130,2,1,1992,13,13,13,13,13,13,13,13,13,13
10131,1,1,1992,0,0,23,0,0,0,0,0,0,0
10131,2,1,1992,0,0,0,6,0,0,0,0,0,0
10132,1,1,1992,17,8,22,12,0,26,21,23,21,12
10133,1,1,1992,0,0,0,0,0,0,0,0,0,16
10133,2,1,1992,0,0,0,0,0,0,0,0,0,0
10134,1,1,1992,32,15,48,19,18,40,28,6,41,14
10134,2,1,1992,0,0,0,0,0,0,0,0,0,0
10135,0,1,1992,0,0,0,0,0,0,0,0,0,0
10135,1,1,1992,0,0,0,0,0,0,0,0,0,0
10136,1,1,1992,29,9,24,20,25,9,10,11,35,22
10137,1,1,1992,0,0,0,0,0,0,0,0,0,0
10137,2,1,1992,0,0,0,0,0,0,0,0,0,0
10138,1,1,1992,0,0,0,0,0,0,0,0,0,0
10138,2,1,1992,0,0,0,0,0,0,0,0,0,0
10139,1,1,1992,11,11,11,11,11,11,11,11,11,11
10140,1,1,1992,9,25,31,33,19,19,15,14,23,14
10141,1,1,1992,20,23,25,25,35,17,26,11,21,30
10142,0,1,1992,21,0,0,0,21,0,0,0,3,0
10142,1,1,1992,0,23,0,0,0,0,0,0,0,0
10143,1,1,1992,0,0,2,14,8,3,10,0,15,0
10144,1,1,1992,36,36,36,36,36,36,36,36,36,36
10145,1,1,1992,0,0,0,0,0,0,0,0,0,0
10145,2,1,1992,0,0,0,0,0,0,0,0,0,0
10147,1,1,1992,14,12,12,15,0,20,10,10,3,2
10148,1,1,1992,16,29,10,4,13,23,38,25,19,16
10149,1,1,1992,0,0,0,0,0,0,0,0,0,0
10149,2,1,1992,0,0,0,0,0,0,0,0,0,0
10150,1,1,1992,21,13,0,0,0,0,0,0,21,0
10151,1,1,1992,0,0,0,0,0,0,0,0,0,0
10151,2,1,1992,0,0,0,0,0,0,0,0,0,0
10152,1,1,1992,0,0,0,0,0,0,0,0,0,0
10152,2,1,1992,0,0,0,0,0,0,0,0,0,0
10152,3,1,1992,0,0,0,0,0,0,0,0,0,0
10153,0,1,1992,0,0,0,0,0,0,0,0,0,0
10153,1,1,1992,0,0,0,0,0,0,0,0,0,0
10154,0,1,1992,24,0,0,16,0,0,0,0,0,0
10154,0,2,1992,0,0,7,0,0,0,0,0,0,0
10154,1,1,1992,12,12,12,12,12,12,12,12,12,12
10155,0,1,1992,21,12,0,12,19,20,36,34,12,11
10155,1,1,1992,0,0,0,0,0,0,0,0,0,0
10156,1,1,1992,0,0,0,0,0,0,0,0,0,0
10156,2,1,1992,0,18,0,0,0,0,0,0,0,0
10157,0,1,1992,0,0,0,0,0,0,0,0,0,0
10157,1,1,1992,0,0,0,0,0,0,0,0,0,0
10158,0,1,1992,0,0,0,0,0,0,0,0,0,0
10158,1,1,1992,0,0,0,0,0,0,0,0,0,0
10159,1,1,1992,0,0,0,0,11,0,0,0,0,0
10160,1,1,1992,17,17,17,17,17,17,17,17,17,17
10161,1,1,1992,0,0,0,0,0,0,0,0,0,0
10161,2,1,1992,0,0,0,0,0,0,0,0,0,0
10163,1,1,1992,19,7,17,14,25,22,19,0,8,20
10164,1,1,1992,0,0,0,0,0,0,0,0,0,0
10164,2,1,1992,0,0,0,0,0,0,0,0,0,0
10165,1,1,1992,0,0,0,0,0,0,0,0,0,0
10166,1,1,1992,15,15,15,15,15,15,15,15,15,15
10167,1,1,1992,0,5,0,0,0,25,0,0,0,0
10168,1,1,1992,11,8,13,0,20,11,0,14,9,15
10168,2,1,1992,0,0,0,0,0,0,0,0,0,0
10169,0,1,1992,31,31,31,31,31,31,31,31,31,31
10169,1,1,1992,0,0,0,0,0,0,0,0,0,0
10170,1,1,1992,0,18,0,14,0,0,0,0,14,13
10171,1,1,1992,0,0,0,0,0,0,0,0,0,15
10172,1,1,1992,0,0,0,0,0,0,0,0,0,0
10172,2,1,1992,0,0,0,0,0,0,0,0,0,0
10173,1,1,1992,0,0,29,29,17,0,18,18,12,0
10173,2,1,1992,0,0,0,0,0,0,0,0,0,0
10174,1,1,1992,0,0,0,9,0,0,0,0,0,0
10174,2,1,1992,4,13,12,20,10,18,7,27,9,19
10175,1,1,1992,0,0,0,0,8,0,15,27,0,0
10176,1,1,1992,0,0,0,0,0,10,0,0,0,0
10177,1,1,1992,0,0,0,0,0,0,0,0,0,0
10177,2,1,1992,0,0,0,0,0,0,0,0,0,0
10178,1,1,1992,0,0,0,0,0,0,0,12,0,0
10179,0,1,1992,22,29,42,30,22,22,27,28,23,19
10179,1,1,1992,24,21,16,10,19,22,11,21,12,10
10180,1,1,1992,0,0,22,15,0,0,0,11,0,17
10180,2,1,1992,0,0,0,0,0,0,0,0,0,0
10181,1,1,1992,0,0,0,0,0,0,0,0,0,0
10181,2,1,1992,0,0,0,0,0,0,0,0,0,0
10182,1,1,1992,5,26,0,0,23,26,9,21,8,49
10182,2,1,1992,0,0,0,0,0,0,0,0,0,0
10183,1,1,1992,3,3,3,3,3,3,3,3,3,3
10184,1,1,1992,26,26,26,26,26,26,26,26,26,26
10185,1,1,1992,0,0,0,0,0,0,0,0,0,0
10185,2,1,1992,0,0,0,0,0,0,0,0,0,0
10186,1,1,1992,29,29,29,29,29,29,29,29,29,29
10187,1,1,1992,0,0,0,0,0,0,0,0,0,0
10187,2,1,1992,0,0,0,0,0,0,0,0,0,0
10188,1,1,1992,0,0,0,0,0,0,0,0,0,0
10188,2,1,1992,12,12,12,12,12,12,12,12,12,12
10189,1,1,1992,23,23,23,23,23,23,23,23,23,23
10189,2,1,1992,0,0,0,0,0,0,0,0,0,0
10190,1,1,1992,21,15,20,9,8,4,42,33,34,12
10191,1,1,1992,0,30,8,12,6,19,12,9,8,14
10191,2,1,1992,6,6,6,6,6,6,6,6,6,6
10192,1,1,1992,0,0,0,0,0,0,0,0,0,0
10192,2,1,1992,0,0,0,0,0,0,0,0,0,0
10193,1,1,1992,0,0,0,0,0,0,0,0,0,0
10193,2,1,1992,0,0,0,0,0,0,0,0,0,0
10194,1,1,1992,11,11,11,11,11,11,11,11,11,11
10195,1,1,1992,0,0,0,0,0,8,20,0,0,23
10195,2,1,1992,17,17,17,17,17,17,17,17,17,17
10196,1,1,1992,0,0,0,0,0,0,0,0,0,0
10197,1,1,1992,0,0,0,0,0,0,0,0,0,0
10197,2,1,1992,0,0,0,0,0,0,0,0,0,0
10197,3,1,1992,4,0,0,12,8,7,0,0,0,0
10198,1,1,1992,28,0,29,0,0,31,17,0,0,8
10199,1,1,1992,0,0,0,0,0,0,0,0,0,0
10199,2,1,1992,14,0,0,0,0,0,0,0,0,0
10200,1,1,1992,3,54,8,29,43,14,25,16,10,31
10201,1,1,1992,9,9,9,9,9,9,9,9,9,9
10202,1,1,1992,0,0,12,0,0,0,7,0,0,0
10203,1,1,1992,0,0,0,0,0,11,0,0,17,12
10203,2,1,1992,0,0,0,0,0,0,0,0,0,0
10204,1,1,1992,0,0,12,5,32,16,18,14,16,22
10205,1,1,1992,0,0,0,0,0,0,0,0,0,0
10206,1,1,1992,0,0,0,0,0,0,0,0,0,0
10207,1,1,1992,0,23,0,33,0,10,9,0,14,0
10208,1,1,1992,0,0,0,0,0,0,0,0,0,0
10209,1,1,1992,0,0,0,0,0,0,0,0,0,0
10210,1,1,1992,4,6,23,15,25,23,12,5,25,15
10211,1,1,1992,27,27,27,27,27,27,27,27,27,27
10212,1,1,1992,26,26,26,26,26,26,26,26,26,26
10213,1,1,1992,15,15,15,15,15,15,15,15,15,15
10213,2,1,1992,13,13,13,13,13,13,13,13,13,13
10214,1,1,1992,18,0,0,0,0,0,0,0,0,0
10214,2,1,1992,20,20,20,20,20,20,20,20,20,20
10215,1,1,1992,2,0,28,0,19,25,0,0,15,2
10216,1,1,1992,0,0,0,0,0,0,0,0,0,0
10217,1,1,1992,0,0,0,0,0,0,0,0,0,0
10218,1,1,1992,13,0,0,8,0,0,0,0,0,0
10219,1,1,1992,25,15,18,17,27,34,20,17,16,25
10220,1,1,1992,0,0,0,0,0,0,0,0,0,0
10221,0,1,1992,0,0,22,0,0,0,0,0,0,38
10221,1,1,1992,0,0,0,0,0,0,0,0,0,0
10222,1,1,1992,21,21,24,19,14,16,15,12,8,35
10223,1,1,1992,28,13,0,0,0,9,14,17,12,20
10224,1,1,1992,0,0,0,0,0,0,0,0,0,0
10224,2,1,1992,0,0,0,0,0,0,0,0,0,0
10225,1,1,1992,18,18,18,18,18,18,18,18,18,18
10226,1,1,1992,21,21,21,21,21,21,21,21,21,21
10227,1,1,1992,26,15,42,29,15,11,26,23,24,15
10228,1,1,1992,14,14,14,14,14,14,14,14,14,14
10228,2,1,1992,0,0,0,0,0,0,0,0,0,0
10229,1,1,1992,0,7,32,15,23,0,0,20,24,0
10229,2,1,1992,0,0,0,0,0,0,0,0,0,0
10230,1,1,1992,0,0,0,0,0,0,0,0,0,0
10230,2,1,1992,0,0,0,0,0,0,0,0,0,0
10231,1,1,1992,22,5,19,12,8,16,0,29,6,20
10231,2,1,1992,0,32,0,0,0,0,0,0,35,0
10232,1,1,1992,21,21,21,21,21,21,21,21,21,21
10233,1,1,1992,0,0,0,0,0,0,0,0,0,0
10233,2,1,1992,0,0,0,0,0,0,0,0,0,0
10233,3,1,1992,0,0,0,0,0,15,0,0,12,0
10234,1,1,1992,0,0,0,0,0,0,0,0,0,0
10235,1,1,1992,21,24,12,26,21,17,10,20,12,17
10236,1,1,1992,22,15,0,0,0,5,0,6,5,15
10237,1,1,1992,15,0,0,12,12,0,0,0,19,0
10238,1,1,1992,0,8,16,0,17,15,19,18,20,12
10238,2,1,1992,12,37,14,0,0,15,7,0,0,6
10239,1,1,1992,21,21,21,21,21,21,21,21,21,21
10239,2,1,1992,0,0,0,0,0,0,0,0,0,0
10240,1,1,1992,15,19,22,15,27,15,21,20,15,12
10241,0,1,1992,0,0,0,0,0,0,0,0,0,0
10241,1,1,1992,0,0,0,0,0,0,0,0,0,0
10242,1,1,1992,22,22,22,22,22,22,22,22,22,22
10243,1,1,1992,0,0,0,0,0,0,0,0,0,0
10244,1,1,1992,12,12,12,12,12,12,12,12,12,12
10244,2,1,1992,0,0,0,0,0,0,0,0,0,0
10245,1,1,1992,0,0,10,0,0,0,0,0,0,0
10245,2,1,1992,0,0,0,0,0,0,0,0,0,0
10246,1,1,1992,22,22,22,22,22,22,22,22,22,22
10247,1,1,1992,0,29,0,0,0,0,0,0,0,0
10248,1,1,1992,7,7,7,7,7,7,7,7,7,7
10248,2,1,1992,0,0,0,0,0,0,0,0,0,0
10249,1,1,1992,37,29,22,0,19,16,4,23,28,20
10250,1,1,1992,9,15,18,14,15,20,6,0,22,23
10250,2,1,1992,0,0,0,0,0,0,0,0,0,0
10251,1,1,1992,0,0,0,6,0,0,0,0,0,0
10251,2,1,1992,0,0,0,0,0,0,0,0,0,0
10252,1,1,1992,13,29,14,13,25,26,18,16,15,24
10253,1,1,1992,0,0,0,0,0,0,0,0,0,0
10253,2,1,1992,0,0,0,0,0,0,0,0,0,0
10254,1,1,1992,0,13,11,0,0,0,0,0,0,19
10254,2,1,1992,0,0,0,0,0,0,0,0,0,0
10255,1,1,1992,0,0,0,0,0,0,0,0,0,0
10255,2,1,1992,0,0,0,0,0,0,0,0,10,0
10255,3,1,1992,0,0,0,0,0,0,0,0,0,0
10256,1,1,1992,17,0,0,0,0,0,19,0,0,0
10256,2,1,1992,0,0,0,0,0,0,0,0,0,0
10257,1,1,1992,0,0,0,0,0,0,0,0,0,0
10257,2,1,1992,0,0,0,0,0,0,0,0,0,0
10258,1,1,1992,14,14,14,14,14,14,14,14,14,14
10258,2,1,1992,0,7,0,0,0,0,0,0,0,0
10259,1,1,1992,0,9,17,0,22,29,0,0,23,0
10260,1,1,1992,8,8,8,8,8,8,8,8,8,8
10261,1,1,1992,0,0,0,0,0,0,0,0,0,0
10262,1,1,1992,0,19,0,10,0,0,0,12,22,0
10263,1,1,1992,0,0,0,0,0,0,0,0,0,0
10264,1,1,1992,0,0,0,0,9,0,0,0,0,0
10264,2,1,1992,0,0,0,0,0,0,0,0,0,0
10265,0,1,1992,0,0,0,0,0,0,0,0,0,0
10265,1,1,1992,0,0,0,0,0,0,0,0,0,4
10266,1,1,1992,17,29,16,11,11,42,11,20,0,9
10267,1,1,1992,0,0,0,0,0,0,0,0,0,0
10268,1,1,1992,10,19,22,20,23,22,19,14,27,13
10269,1,1,1992,0,0,0,19,0,0,0,8,0,0
10270,1,1,1992,0,0,0,0,0,0,0,0,0,0
10270,2,1,1992,0,0,0,0,0,0,0,0,0,0
10270,3,1,1992,0,0,0,0,0,0,0,0,0,0
10271,1,1,1992,0,0,0,0,0,0,0,0,0,0
10271,2,1,1992,25,25,25,25,25,25,25,25,25,25
10272,1,1,1992,0,0,0,0,0,0,0,0,0,0
10273,1,1,1992,0,26,0,0,20,0,0,11,0,0
10273,2,1,1992,0,0,0,0,0,0,0,0,0,18
10274,1,1,1992,21,21,21,21,21,21,21,21,21,21
10274,2,1,1992,0,0,0,0,0,10,0,0,0,0
10275,1,1,1992,0,0,0,0,0,0,0,0,0,0
10275,2,1,1992,20,24,0,23,20,13,0,20,0,14
10276,1,1,1992,23,15,24,15,18,36,18,19,12,14
10277,1,1,1992,24,25,34,0,12,30,20,0,0,24
10278,1,1,1992,15,15,15,15,15,15,15,15,15,15
10279,1,1,1992,10,5,0,19,0,0,0,0,0,12
10279,2,1,1992,16,14,25,10,14,0,19,12,0,9
10280,1,1,1992,0,0,0,0,0,0,0,0,0,0
10280,2,1,1992,0,0,0,0,0,0,0,0,0,0
10281,1,1,1992,0,0,0,0,0,0,0,0,0,0
10282,1,1,1992,0,0,0,22,17,0,15,0,12,11
10283,0,1,1992,0,0,17,16,20,26,14,25,55,0
10283,1,1,1992,6,0,17,6,11,0,9,15,6,19
10284,1,1,1992,19,19,19,19,19,19,19,19,19,19
10285,0,1,1992,20,17,23,41,5,19,18,30,0,10
10285,1,1,1992,0,0,0,0,0,0,0,9,0,0
10286,1,1,1992,0,0,0,0,0,0,0,0,0,0
10286,2,1,1992,17,0,11,13,0,2,17,22,0,26
10287,1,1,1992,9,0,0,19,19,22,9,8,12,0
10288,1,1,1992,0,0,0,0,0,0,0,0,0,0
10289,0,1,1992,0,0,0,0,0,0,0,7,0,10
10289,1,1,1992,0,0,0,0,0,0,0,0,0,0
10290,1,1,1992,0,0,0,0,0,0,5,0,0,0
10290,2,1,1992,0,0,0,0,0,0,0,0,0,0
10291,1,1,1992,18,18,18,18,18,18,18,18,18,18
10292,1,1,1992,18,0,0,9,0,0,0,0,0,0
10293,1,1,1992,29,28,21,18,17,19,9,12,22,14
10294,1,1,1992,0,0,0,0,0,0,0,0,0,0
10294,2,1,1992,0,7,31,0,10,0,0,0,0,19
10295,1,1,1992,0,0,0,0,0,0,0,0,0,0
10295,2,1,1992,0,0,0,0,0,0,0,0,0,0
10296,1,1,1992,12,26,18,20,20,21,13,8,10,21
10297,1,1,1992,0,0,0,0,0,0,0,0,0,0
10298,1,1,1992,14,34,13,29,25,26,18,22,19,27
10299,1,1,1992,0,0,0,0,0,0,0,0,0,0
