ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10044,1993,0,0,0,0,0,0,0,0,0,0
10045,1993,20,20,20,20,20,20,20,20,20,20
10046,1993,19,19,19,19,19,19,19,19,19,19
10047,1993,15,15,15,15,15,15,15,15,15,15
10048,1993,0,0,0,0,0,0,0,0,0,0
10049,1993,30,33,36,24,35,24,16,14,13,24
10050,1993,0,0,0,0,0,0,0,0,0,0
10051,1993,28,22,21,30,14,11,17,27,29,8
10052,1993,0,0,0,0,0,0,0,0,0,0
10053,1993,0,0,0,0,0,0,0,0,0,0
10054,1993,7,0,0,0,0,0,0,0,0,0
10055,1993,8,0,0,0,0,0,0,0,0,0
10056,1993,18,18,18,18,18,18,18,18,18,18
10057,1993,15,15,11,23,15,11,11,19,22,22
10058,1993,0,0,0,0,9,0,0,0,0,0
10059,1993,8,25,9,12,11,39,21,20,25,8
10060,1993,17,17,17,17,17,17,17,17,17,17
10061,1993,32,32,32,32,32,32,32,32,32,32
10062,1993,0,0,0,0,0,0,0,0,0,0
10063,1993,15,15,0,6,0,0,0,0,0,0
10064,1993,0,0,13,0,16,0,27,14,15,14
10065,1993,0,0,0,0,0,0,0,0,0,0
10066,1993,28,0,0,0,24,11,13,0,20,11
10067,1993,24,24,24,24,24,24,24,24,24,24
10068,1993,21,23,13,17,15,3,4,18,21,9
10069,1993,20,0,35,23,26,19,25,22,34,31
10070,1993,0,0,0,0,0,0,0,0,0,0
10071,1993,0,10,0,0,16,0,30,0,0,0
10072,1993,0,0,0,0,0,0,0,0,0,0
10073,1993,0,0,0,4,0,14,0,0,23,4
10074,1993,0,0,0,0,0,0,0,0,0,0
10075,1993,24,27,11,19,18,17,13,18,17,6
10077,1993,8,13,16,0,21,0,0,27,12,0
10078,1993,11,11,11,11,11,11,11,11,11,11
10079,1993,0,0,0,0,0,0,0,0,0,0
10080,1993,0,0,0,0,12,6,0,0,9,9
10081,1993,0,0,0,0,0,0,0,0,0,0
10082,1993,0,0,15,0,0,0,0,36,0,0
10083,1993,0,0,0,0,0,0,0,0,0,0
10084,1993,18,12,17,17,12,10,10,36,6,11
10085,1993,0,0,0,0,0,0,0,0,0,0
10086,1993,0,0,0,0,0,0,0,0,0,0
10087,1993,0,0,10,0,0,0,0,0,0,0
10088,1993,0,0,0,8,0,0,0,0,0,0
10089,1993,19,14,14,24,3,9,7,36,9,6
10090,1993,19,0,0,20,0,11,15,15,0,12
10091,1993,0,0,0,0,0,0,0,0,0,0
10092,1993,0,11,0,0,22,19,18,0,14,20
10093,1993,0,0,0,0,0,0,0,0,0,0
10094,1993,0,10,0,0,0,0,13,0,0,0
10095,1993,27,27,26,18,30,18,17,30,23,40
10096,1993,8,11,18,17,23,36,37,19,31,8
10097,1993,36,6,10,0,10,0,0,29,0,0
10098,1993,9,12,0,0,30,16,0,20,2,20
10099,1993,0,0,0,0,0,0,0,0,0,9
10100,1993,0,11,0,0,0,0,0,0,0,17
10101,1993,0,0,0,0,0,0,0,0,0,0
10102,1993,0,0,0,0,0,17,0,0,0,0
10103,1993,24,24,24,24,24,24,24,24,24,24
10104,1993,10,15,2,6,0,10,10,15,13,0
10105,1993,28,0,0,0,0,0,0,13,0,0
10106,1993,0,0,0,11,23,0,10,0,0,0
10107,1993,19,19,19,19,19,19,19,19,19,19
10108,1993,4,13,12,21,19,10,15,17,23,15
10109,1993,0,0,0,0,0,0,0,0,0,0
10110,1993,18,18,18,18,18,18,18,18,18,18
10111,1993,0,0,0,0,0,0,0,0,0,0
10112,1993,0,0,0,25,0,0,26,0,0,10
10113,1993,0,0,0,0,0,0,0,0,0,0
10114,1993,0,0,0,0,0,0,0,0,0,0
10115,1993,0,0,17,30,0,0,12,14,20,22
10116,1993,5,9,19,18,14,28,24,15,30,18
10117,1993,8,9,3,0,13,10,0,8,0,0
10118,1993,13,13,13,13,13,13,13,13,13,13
10119,1993,0,0,9,0,17,9,0,9,0,10
10120,1993,25,43,19,23,18,28,0,30,21,0
10121,1993,0,0,0,0,0,0,0,0,0,6
10122,1993,8,27,23,15,25,16,15,19,11,20
10123,1993,21,23,15,9,9,30,27,15,21,0
10124,1993,29,25,24,33,29,26,24,9,13,45
10125,1993,10,28,1,19,7,25,22,29,12,28
10126,1993,0,0,0,0,0,0,0,0,0,0
10127,1993,0,0,0,0,0,0,0,0,0,0
10128,1993,19,18,27,6,0,10,12,21,3,21
10129,1993,18,17,0,18,14,19,30,0,19,29
10130,1993,0,14,10,22,22,17,27,19,18,20
10131,1993,16,13,0,0,0,20,13,17,26,7
10132,1993,0,0,0,0,0,0,0,0,0,0
10133,1993,0,0,0,0,0,0,0,0,0,0
10134,1993,0,0,0,0,0,0,0,0,0,0
10135,1993,25,30,12,16,6,12,18,24,19,20
10136,1993,0,15,0,13,13,0,15,24,17,14
10137,1993,0,0,0,0,0,0,0,0,0,0
10138,1993,28,19,45,21,0,30,26,10,31,20
10139,1993,22,22,22,22,22,22,22,22,22,22
10140,1993,0,0,0,0,0,0,0,0,0,0
10141,1993,0,0,0,0,0,0,0,0,0,0
10142,1993,0,0,0,0,0,0,0,0,15,0
10143,1993,0,0,0,0,0,0,0,14,22,0
10144,1993,0,14,10,21,0,20,0,20,14,0
10145,1993,0,0,0,0,0,0,0,0,0,0
10146,1993,0,0,0,0,0,0,0,0,19,0
10147,1993,0,0,14,15,13,0,0,19,0,13
10148,1993,0,0,0,0,0,0,0,0,0,0
10149,1993,23,13,17,29,0,0,17,0,9,12
10150,1993,0,0,0,0,0,0,0,0,0,0
10151,1993,10,17,24,24,10,20,27,17,31,24
10152,1993,0,0,0,0,0,0,0,0,0,0
10154,1993,18,13,12,0,14,23,6,0,10,10
10155,1993,0,0,0,0,0,0,0,0,0,0
10156,1993,6,4,32,9,9,16,2,6,7,5
10157,1993,14,17,19,31,18,28,14,24,15,14
10158,1993,0,0,0,0,0,0,0,0,0,0
10159,1993,0,0,0,0,0,0,0,0,0,0
10160,1993,0,0,0,0,0,0,0,0,0,0
10161,1993,0,0,0,0,0,0,0,0,0,0
10162,1993,0,0,16,0,0,0,0,0,0,11
10163,1993,0,0,0,0,0,0,0,0,0,0
10164,1993,6,3,11,10,8,27,12,16,9,8
10165,1993,0,0,0,0,0,0,0,0,0,0
10166,1993,17,12,22,9,18,18,6,7,3,26
10167,1993,24,24,24,24,24,24,24,24,24,24
10168,1993,0,0,11,0,0,0,0,0,0,0
10169,1993,8,12,5,11,9,34,35,10,17,18
10170,1993,0,0,0,0,0,0,0,0,0,0
10171,1993,9,16,9,25,17,21,23,19,9,28
10172,1993,0,0,0,0,0,0,0,0,0,0
10173,1993,0,0,19,0,0,0,0,0,0,0
10174,1993,0,0,0,0,0,0,0,0,0,0
10175,1993,0,0,0,0,0,2,0,0,0,17
10176,1993,18,18,18,18,18,18,18,18,18,18
10177,1993,8,15,21,0,0,0,0,0,10,12
10178,1993,8,50,25,15,17,11,27,19,19,31
10179,1993,0,0,0,0,29,0,0,3,0,0
10180,1993,28,28,28,28,28,28,28,28,28,28
10181,1993,0,0,0,0,0,0,0,0,0,0
10182,1993,0,0,0,0,10,0,0,0,0,0
10183,1993,0,0,0,0,0,0,0,0,0,0
10184,1993,24,13,11,7,13,5,11,11,3,13
10185,1993,15,18,22,0,0,22,7,27,0,0
10186,1993,33,15,17,16,18,50,35,14,17,25
10187,1993,29,12,15,20,24,13,13,10,0,19
10188,1993,0,0,0,0,0,0,0,0,0,0
10189,1993,20,0,11,10,28,8,0,0,0,0
10190,1993,0,0,0,0,0,0,0,0,0,0
10191,1993,25,24,22,40,24,26,27,15,28,20
10192,1993,15,15,9,16,4,18,12,19,20,23
10193,1993,0,0,0,0,0,0,0,0,0,0
10195,1993,0,0,0,0,0,0,0,0,0,0
10196,1993,0,0,12,29,9,0,0,0,0,9
10197,1993,0,0,13,0,15,4,0,0,0,0
10198,1993,0,0,0,0,0,15,0,0,0,0
10199,1993,0,0,0,0,0,0,0,0,0,0
10200,1993,0,0,0,0,0,0,27,0,0,0
10201,1993,0,0,0,0,0,0,0,0,0,0
10202,1993,0,0,0,0,0,0,0,26,0,0
10203,1993,22,0,0,0,16,21,0,0,0,0
10204,1993,0,0,19,22,8,0,15,26,0,18
10205,1993,30,30,30,30,30,30,30,30,30,30
10206,1993,19,31,34,27,24,10,7,21,20,36
10207,1993,0,0,0,14,6,9,0,17,0,0
10208,1993,19,3,18,13,18,13,17,27,26,22
10209,1993,0,0,0,0,25,14,0,12,0,12
10210,1993,0,0,0,0,0,0,0,0,0,0
10211,1993,23,19,26,11,22,11,16,16,41,12
10212,1993,20,21,19,29,21,21,10,26,12,25
10213,1993,0,5,0,0,0,0,0,0,0,0
10214,1993,26,26,26,26,26,26,26,26,26,26
10215,1993,17,30,26,0,9,17,23,20,11,0
10216,1993,0,0,0,0,0,0,0,0,0,0
10217,1993,0,0,0,0,0,0,0,14,0,0
10218,1993,10,10,10,10,10,10,10,10,10,10
10219,1993,0,0,0,0,0,0,0,0,0,0
10220,1993,31,27,30,0,36,0,22,13,29,14
10221,1993,0,0,0,16,0,0,0,0,0,0
10222,1993,0,0,0,0,0,0,0,0,0,0
10223,1993,0,0,0,0,0,0,0,0,0,0
10224,1993,15,0,0,16,5,19,5,11,0,24
10225,1993,26,26,26,26,26,26,26,26,26,26
10226,1993,0,0,0,0,0,0,0,0,0,0
10227,1993,0,27,24,17,20,17,13,30,19,23
10228,1993,0,0,0,0,0,0,0,0,0,0
10229,1993,0,0,0,0,0,0,0,0,0,0
10230,1993,5,19,7,0,0,0,7,0,0,30
10231,1993,8,18,18,25,0,23,35,13,23,24
10232,1993,0,0,0,0,0,0,0,0,0,0
10233,1993,0,0,0,0,17,0,0,20,26,0
10234,1993,14,14,14,14,14,14,14,14,14,14
10235,1993,19,3,28,17,19,4,6,17,23,28
10236,1993,0,0,0,0,0,0,24,0,0,16
10237,1993,0,0,0,0,0,0,0,0,0,0
10238,1993,0,0,0,0,0,0,0,0,0,0
10239,1993,0,0,0,0,0,0,0,0,0,0
10240,1993,0,0,0,0,0,0,0,0,0,0
10241,1993,20,20,20,20,20,20,20,20,20,20
10242,1993,0,0,0,0,0,0,0,0,0,0
10243,1993,0,0,0,0,0,10,10,0,0,0
10244,1993,0,0,0,0,0,0,0,0,0,0
10245,1993,0,7,0,0,0,0,0,0,0,0
10246,1993,0,0,0,0,0,0,15,5,0,0
10247,1993,0,0,0,0,0,0,0,0,0,0
10248,1993,19,30,21,13,13,19,33,18,21,17
10249,1993,0,0,0,0,0,0,0,0,0,18
10250,1993,12,25,10,9,27,21,0,27,18,17
10251,1993,0,0,0,0,0,0,0,0,12,0
10252,1993,0,16,33,0,4,20,0,6,0,0
10253,1993,0,9,0,19,16,0,32,0,15,0
10254,1993,27,0,0,0,0,0,0,0,0,0
10255,1993,8,8,8,8,8,8,8,8,8,8
10256,1993,36,36,36,36,36,36,36,36,36,36
10257,1993,16,16,16,16,16,16,21,16,16,16
10258,1993,0,0,0,20,0,0,0,0,0,0
10259,1993,13,15,17,6,3,0,8,0,0,2
10260,1993,0,0,0,0,0,0,0,0,0,6
10261,1993,24,24,24,24,24,24,24,24,24,24
10262,1993,11,18,17,19,15,12,14,18,25,16
10263,1993,0,0,0,0,0,0,25,0,0,12
10264,1993,24,24,24,24,24,24,24,24,24,24
10265,1993,0,0,0,0,0,0,0,0,0,0
10266,1993,0,0,0,0,0,0,0,0,0,0
10267,1993,0,21,0,0,0,0,0,0,0,0
10268,1993,9,14,23,35,22,5,15,25,26,15
10269,1993,0,0,0,0,0,0,0,0,0,0
10270,1993,0,0,0,0,21,0,0,1,0,23
10271,1993,19,30,12,36,28,20,11,28,16,6
10272,1993,26,26,26,26,26,26,26,26,26,26
10273,1993,0,0,0,0,0,0,0,9,0,33
10274,1993,37,37,37,37,37,37,37,37,37,37
10275,1993,22,22,22,22,22,22,22,22,22,22
10276,1993,0,0,0,0,0,0,0,0,0,0
10277,1993,0,0,0,0,0,0,0,0,0,0
10278,1993,0,0,0,0,0,0,0,0,0,0
10279,1993,0,0,0,8,0,0,0,0,0,16
10280,1993,0,0,0,0,17,0,14,0,0,0
10281,1993,0,5,0,27,0,0,0,0,16,13
10282,1993,9,27,20,14,17,14,25,9,13,16
10283,1993,0,0,0,0,27,18,0,0,10,0
10284,1993,30,30,30,30,30,30,30,30,30,30
10285,1993,23,23,23,23,23,23,23,23,23,23
10286,1993,0,26,17,28,28,34,18,0,16,32
10287,1993,13,0,18,11,0,0,31,0,20,0
10288,1993,28,12,8,16,14,20,9,14,10,8
10289,1993,0,0,0,0,0,0,0,0,0,0
10290,1993,0,0,0,0,0,0,0,0,0,0
10291,1993,13,25,31,18,32,37,11,10,18,4
10292,1993,0,0,0,0,0,0,0,0,0,0
10293,1993,0,0,0,0,0,0,0,0,0,0
10294,1993,4,4,4,4,4,4,4,4,4,4
10295,1993,0,0,0,0,0,0,0,0,0,0
10296,1993,21,14,15,23,0,25,8,5,19,13
10297,1993,12,13,5,20,11,5,23,14,9,22
10299,1993,12,12,12,12,12,12,12,12,12,12
10300,1993,0,0,0,0,0,0,3,0,0,0
10301,1993,0,17,0,0,0,0,0,0,25,9
10302,1993,0,0,0,0,26,0,0,0,0,22
10303,1993,0,14,12,0,0,0,22,9,0,0
10304,1993,0,11,11,0,8,6,0,13,0,0
10305,1993,21,12,22,16,21,23,5,25,19,11
10306,1993,14,0,0,0,20,22,0,13,0,0
10307,1993,0,0,0,0,0,0,0,0,0,0
10308,1993,0,0,0,0,0,0,0,0,0,0
10309,1993,0,0,0,0,0,0,0,0,0,0
10310,1993,0,0,0,0,0,0,0,0,0,0
10311,1993,0,0,0,0,0,0,0,0,0,0
10312,1993,34,10,15,15,19,11,17,8,17,18
10313,1993,0,0,0,18,0,0,0,0,0,0
10314,1993,0,0,0,0,0,33,0,21,0,0
10316,1993,0,0,15,0,0,0,0,0,11,0
10317,1993,0,0,0,0,0,0,0,0,0,0
10318,1993,0,0,0,24,0,0,16,0,0,0
10319,1993,19,25,22,10,0,18,22,20,24,32
10320,1993,0,0,0,0,0,0,0,0,0,0
10321,1993,9,0,28,0,16,0,21,0,0,6
10322,1993,28,28,28,28,28,28,28,28,28,28
10323,1993,0,0,0,6,0,0,0,0,0,0
10324,1993,0,0,0,0,0,0,0,0,22,0
10325,1993,27,14,14,19,11,14,13,9,18,18
10326,1993,16,15,12,15,3,7,6,14,14,14
10327,1993,0,0,0,0,0,0,0,0,0,0
10328,1993,0,23,31,0,26,13,4,0,10,0
10329,1993,0,0,0,0,0,0,0,0,19,10
10330,1993,0,0,0,0,0,0,0,6,0,0
10331,1993,0,0,0,0,0,0,0,0,0,0
10332,1993,23,6,0,8,0,6,0,9,21,0
10333,1993,0,0,8,0,22,0,0,0,6,0
10334,1993,0,0,0,0,0,0,0,12,0,0
10335,1993,18,18,18,18,18,18,18,18,18,18
10336,1993,27,15,12,0,0,0,18,0,4,7
10337,1993,0,0,0,0,0,0,0,0,0,0
10338,1993,0,0,0,0,0,0,0,0,0,0
10339,1993,0,0,0,0,33,0,0,0,0,0
10340,1993,15,15,15,15,15,15,15,15,15,15
10341,1993,8,8,8,8,8,8,8,8,8,8
10342,1993,0,0,0,0,0,0,0,0,0,0
10343,1993,16,0,5,8,4,16,11,0,0,11
10344,1993,9,10,0,6,17,13,11,0,0,0
10345,1993,18,0,11,18,0,23,0,0,0,0
10346,1993,0,0,0,0,0,0,0,0,0,0
10347,1993,0,22,0,0,11,9,0,14,27,36
10348,1993,0,0,0,0,0,0,0,0,0,0
10349,1993,3,14,0,3,11,17,19,16,0,15
10350,1993,0,0,0,0,0,0,0,0,0,0
10351,1993,20,0,20,4,24,0,0,11,0,0
10352,1993,0,0,0,0,0,0,0,0,0,0
10353,1993,0,0,0,0,0,0,0,0,0,0
10355,1993,14,14,12,21,19,22,16,10,15,13
10356,1993,0,0,0,0,0,0,0,0,9,0
10357,1993,12,12,12,12,12,12,12,12,12,12
10358,1993,34,19,35,30,0,35,37,23,36,31
10359,1993,0,0,0,0,0,0,0,0,0,0
10360,1993,24,15,7,19,12,29,18,29,8,14
10362,1993,0,0,0,0,0,7,0,0,0,0
10363,1993,39,39,39,39,39,39,39,39,39,39
10364,1993,0,0,0,0,0,0,0,0,0,0
10365,1993,20,20,20,20,20,20,20,20,20,20
10366,1993,8,21,5,21,40,21,16,5,22,33
10367,1993,0,0,0,0,0,0,0,0,0,0
10368,1993,0,0,0,0,0,0,0,0,0,0
10369,1993,0,0,7,10,0,0,16,0,0,14
10370,1993,18,18,18,18,18,18,18,18,18,18
10371,1993,17,12,12,15,5,15,20,2,6,7
10372,1993,0,0,0,0,0,0,0,0,0,0
10374,1993,0,7,0,0,0,0,0,0,0,0
10375,1993,0,0,0,0,0,0,0,0,0,0
10376,1993,0,0,0,0,0,0,0,0,0,0
10377,1993,0,0,0,0,0,0,0,0,0,0
10378,1993,0,0,0,0,0,0,0,0,0,0
10379,1993,25,25,25,25,25,25,25,25,25,25
10380,1993,0,0,0,0,0,0,0,0,0,0
10381,1993,0,0,0,0,0,0,0,0,0,0
10382,1993,12,12,12,12,12,12,12,12,12,12
10383,1993,0,0,0,0,0,0,0,0,0,0
10384,1993,13,23,0,14,0,18,28,16,0,10
10385,1993,0,0,0,0,0,0,0,0,0,0
10386,1993,0,0,0,0,0,0,0,0,0,0
10387,1993,0,20,0,11,35,36,34,27,0,13
10388,1993,0,0,0,0,0,0,0,0,0,0
10389,1993,0,0,0,0,0,0,0,0,0,6
10390,1993,34,34,34,34,34,34,34,34,34,34
10391,1993,30,14,5,11,0,30,3,41,15,11
10392,1993,29,29,30,29,29,29,29,29,29,29
10393,1993,0,0,0,0,0,0,0,0,0,0
10394,1993,20,20,20,20,20,20,20,20,20,20
10395,1993,0,0,0,0,0,0,0,0,0,0
10396,1993,18,0,11,42,25,12,17,0,24,0
10397,1993,14,9,13,27,17,10,10,16,0,12
10398,1993,26,22,27,22,28,28,25,24,40,36
10399,1993,0,0,0,9,0,0,0,0,0,0
10400,1993,0,0,0,0,0,0,0,0,0,0
10401,1993,7,7,7,7,7,7,7,7,7,7
10402,1993,0,0,0,0,0,0,0,0,0,0
10403,1993,0,0,0,0,0,0,0,12,0,0
10404,1993,0,0,0,0,0,0,0,0,0,0
10405,1993,0,0,0,0,0,0,0,6,9,23
10406,1993,0,9,15,0,19,0,6,19,20,16
10407,1993,0,0,0,0,0,0,0,0,0,0
10408,1993,9,0,0,0,0,0,14,0,0,0
10409,1993,14,14,14,14,14,14,14,14,14,14
10410,1993,0,0,0,0,0,0,17,24,19,29
10411,1993,0,0,0,0,0,0,0,0,0,0
10412,1993,0,0,0,0,0,0,0,0,0,0
10413,1993,0,0,0,0,0,0,0,0,0,0
10414,1993,0,0,0,0,0,0,0,10,0,0
10415,1993,0,13,23,0,0,0,0,0,0,5
10416,1993,0,0,24,0,0,20,19,11,0,24
10418,1993,10,10,10,10,10,10,10,10,10,10
10419,1993,0,0,0,0,0,0,0,0,0,0
10420,1993,0,0,0,0,0,0,0,0,10,0
10421,1993,0,0,0,15,0,0,23,0,0,0
10422,1993,10,16,19,23,8,21,9,17,9,22
10423,1993,0,0,0,0,0,0,0,0,0,0
10424,1993,0,0,0,0,0,0,0,0,0,0
10425,1993,0,0,0,0,0,0,0,0,0,0
10426,1993,0,9,8,0,0,0,10,0,0,0
10427,1993,0,0,0,12,0,0,0,0,0,14
10428,1993,14,17,14,14,14,14,14,14,14,16
10429,1993,0,0,0,0,0,0,0,0,0,0
10430,1993,35,35,35,35,35,35,35,35,35,35
10431,1993,0,0,0,0,0,0,0,16,0,0
10432,1993,16,14,32,19,24,28,0,18,15,0
10433,1993,30,0,0,0,0,0,14,0,0,0
10434,1993,0,0,0,0,0,0,0,0,0,0
10435,1993,0,0,0,0,0,0,0,0,0,0
10436,1993,21,21,21,21,21,21,21,21,21,21
10437,1993,0,0,8,0,14,0,0,0,0,0
10438,1993,0,0,0,0,0,0,0,0,0,0
10439,1993,0,0,0,0,0,0,0,0,0,0
10440,1993,0,0,0,0,0,0,0,0,0,0
10441,1993,15,15,22,0,11,20,0,10,0,27
10442,1993,13,11,14,18,31,14,11,24,15,12
10443,1993,4,15,4,4,4,5,4,12,12,10
10444,1993,30,30,34,13,22,29,9,23,14,18
10445,1993,13,0,0,23,16,0,0,0,17,24
10446,1993,0,0,0,0,0,0,12,16,20,13
10447,1993,5,0,0,0,0,0,0,0,0,0
10448,1993,34,34,34,34,34,34,34,34,34,34
10449,1993,29,0,0,0,0,0,0,0,0,16
10450,1993,0,0,0,0,0,0,0,0,0,0
10451,1993,38,38,38,38,38,38,38,38,38,38
10452,1993,35,35,35,35,35,35,35,35,35,35
10453,1993,0,0,0,0,0,0,0,0,0,0
10454,1993,10,0,0,0,0,0,11,0,0,0
10455,1993,0,0,0,0,0,0,0,0,0,0
10456,1993,0,0,0,0,0,0,0,0,0,0
10457,1993,16,0,18,24,16,30,19,20,10,18
10458,1993,13,13,13,13,13,13,13,13,13,13
10459,1993,0,0,0,0,0,0,0,0,0,0
10460,1993,9,15,7,3,9,5,8,4,6,27
10461,1993,0,0,0,0,0,0,0,0,0,0
10462,1993,0,0,0,0,0,0,0,0,0,0
10464,1993,34,34,34,34,34,34,34,34,34,34
10465,1993,19,32,12,31,19,8,11,12,13,17
10466,1993,0,0,0,0,0,0,0,0,0,0
10467,1993,0,0,0,0,0,0,0,0,0,0
10468,1993,0,0,0,0,30,0,0,0,0,8
10469,1993,23,23,23,23,23,23,23,23,23,23
10470,1993,0,0,0,0,0,0,16,0,4,7
10471,1993,31,31,31,31,31,31,31,31,31,31
10472,1993,0,0,0,0,0,0,0,0,0,0
10473,1993,0,0,0,0,0,0,0,0,0,26
10474,1993,14,14,2,26,8,9,9,23,11,21
10475,1993,19,16,23,15,7,10,6,0,0,14
10476,1993,0,0,0,0,0,0,0,0,0,0
10477,1993,0,7,0,18,0,15,0,0,13,22
10478,1993,21,21,21,21,21,21,21,21,21,21
10479,1993,0,0,0,0,0,0,0,0,0,0
10480,1993,15,15,15,15,15,15,15,15,15,15
10481,1993,13,13,13,13,13,13,13,13,13,13
10482,1993,0,0,10,0,0,0,0,14,0,0
10483,1993,0,0,0,31,0,27,0,0,20,23
10484,1993,0,0,0,0,0,0,0,0,0,0
10485,1993,16,16,16,16,16,16,16,16,16,16
10486,1993,0,0,0,0,0,0,0,0,0,0
10487,1993,0,0,0,0,0,0,0,0,0,0
10488,1993,4,4,4,4,4,4,4,4,4,4
10489,1993,0,0,0,0,0,0,4,11,0,0
10490,1993,0,0,0,0,0,0,0,0,0,0
10491,1993,0,0,0,0,0,0,0,0,0,0
10492,1993,0,0,0,0,0,0,0,0,0,0
10493,1993,15,15,15,15,15,15,15,15,15,15
10494,1993,25,13,9,24,0,21,21,17,27,0
10495,1993,5,0,0,19,0,14,5,6,23,0
10496,1993,29,29,29,29,29,29,29,29,29,29
10497,1993,0,0,0,0,0,0,0,0,0,0
10498,1993,0,0,0,17,19,12,8,14,11,31
10499,1993,0,0,0,0,0,0,0,0,0,0
10500,1993,8,15,17,9,13,7,14,5,10,25
10501,1993,15,15,16,15,18,15,47,15,19,15
10502,1993,6,10,8,6,6,13,11,8,0,13
10503,1993,12,37,10,23,22,19,7,7,22,18
10504,1993,0,0,0,0,0,18,0,0,0,29
10505,1993,20,0,0,36,20,12,8,0,0,0
10506,1993,23,23,23,23,23,23,23,23,23,23
10507,1993,0,11,0,11,0,0,0,0,0,0
10508,1993,9,0,27,11,15,0,18,14,25,10
10509,1993,0,0,0,0,0,0,0,0,0,0
10510,1993,0,13,0,0,0,0,0,0,0,0
10511,1993,26,26,26,26,26,26,26,26,26,26
10512,1993,0,0,0,0,0,0,0,0,0,0
10513,1993,0,0,0,0,0,0,0,0,0,0
10514,1993,6,5,13,14,20,10,13,30,14,14
10515,1993,0,18,22,20,10,23,27,20,26,14
10516,1993,0,0,0,0,0,0,0,0,0,0
10517,1993,0,0,0,0,0,0,0,0,0,0
10518,1993,19,0,0,0,23,0,0,0,0,12
10519,1993,0,0,0,0,0,0,0,0,0,0
10520,1993,20,11,7,14,10,24,22,20,19,29
10521,1993,0,0,0,0,0,0,15,0,0,0
10522,1993,16,18,17,22,5,17,13,23,14,10
10523,1993,15,0,14,0,13,21,11,26,0,0
10524,1993,3,0,0,0,0,0,0,0,0,0
10525,1993,20,25,0,14,24,0,27,14,20,5
10526,1993,0,0,0,0,0,0,0,0,0,0
10527,1993,28,28,28,28,28,28,28,28,28,28
10528,1993,0,0,0,0,0,0,17,0,0,0
10529,1993,8,8,8,8,8,8,8,8,8,8
10530,1993,15,28,23,13,17,13,19,24,11,23
10531,1993,0,0,0,19,0,0,0,0,23,0
10532,1993,0,0,0,0,0,0,0,0,14,0
10533,1993,0,0,0,0,0,0,0,0,0,0
10534,1993,20,29,0,19,4,24,19,26,15,19
10535,1993,6,0,0,0,0,0,0,0,12,0
10536,1993,0,14,0,0,0,0,0,0,0,0
10537,1993,0,0,0,0,0,0,0,0,0,0
10538,1993,0,0,0,0,0,0,0,0,0,0
10539,1993,0,0,0,0,0,0,0,0,0,21
10540,1993,0,0,0,0,0,0,0,0,0,0
10541,1993,21,21,21,21,21,21,21,21,21,21
10542,1993,0,0,31,11,0,10,8,0,15,15
10543,1993,12,12,12,12,12,12,12,12,12,12
10544,1993,0,0,27,0,0,0,27,11,0,0
10545,1993,27,27,27,27,27,27,27,27,27,27
10546,1993,14,14,14,14,14,14,14,14,14,14
10547,1993,0,0,0,0,0,0,11,16,0,0
