ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10022,1,1,1993,23,27,12,23,17,38,17,13,18,19
10024,1,1,1993,0,0,0,0,0,0,0,0,0,0
10025,1,1,1993,27,27,27,27,27,27,27,27,27,27
10025,2,1,1993,0,0,13,22,0,0,0,0,0,0
10026,1,1,1993,0,0,0,0,0,0,0,0,0,12
10026,2,1,1993,0,0,0,0,0,0,0,0,0,0
10027,1,1,1993,0,0,0,0,0,0,0,0,0,0
10027,2,1,1993,0,16,0,0,0,0,0,0,0,20
10029,1,1,1993,12,4,22,0,0,28,0,22,13,0
10030,1,1,1993,14,14,14,14,14,14,14,14,14,14
10031,1,1,1993,0,0,0,0,0,0,0,0,0,0
10031,2,1,1993,0,0,0,0,0,0,0,0,0,0
10031,3,1,1993,0,0,0,0,0,0,0,0,0,0
10031,4,1,1993,0,0,0,0,0,0,0,0,0,0
10032,1,1,1993,18,18,18,18,18,18,18,18,18,18
10033,1,1,1993,26,0,24,17,0,0,8,0,0,10
10034,1,1,1993,15,15,15,15,15,15,15,15,15,15
10035,1,1,1993,13,17,17,9,10,11,15,22,24,24
10036,1,1,1993,19,24,39,24,29,45,34,26,38,37
10037,1,1,1993,0,0,0,0,0,0,0,8,0,0
10037,2,1,1993,0,0,0,0,0,0,0,0,0,0
10038,1,1,1993,0,0,0,0,0,0,0,0,0,0
10039,1,1,1993,0,0,0,0,0,0,0,0,0,0
10040,1,1,1993,25,25,25,25,25,25,25,25,25,25
10040,2,1,1993,7,0,11,5,0,14,10,13,6,6
10041,1,1,1993,0,0,0,0,0,0,0,0,0,0
10042,1,1,1993,0,0,0,0,0,0,0,0,0,0
10042,2,1,1993,0,0,0,0,0,0,0,0,0,0
10043,1,1,1993,0,0,0,12,0,0,22,11,0,0
10043,2,1,1993,0,0,0,0,0,0,0,0,0,0
10044,1,1,1993,0,0,0,0,0,0,0,0,0,0
10044,2,1,1993,0,0,0,0,0,0,0,0,0,0
10045,1,1,1993,20,20,20,20,20,20,20,20,20,20
10046,1,1,1993,19,19,19,19,19,19,19,19,19,19
10047,0,1,1993,24,24,24,24,24,24,24,24,24,24
10047,1,1,1993,15,15,15,15,15,15,15,15,15,15
10048,1,1,1993,0,0,0,0,0,0,0,0,0,0
10049,1,1,1993,30,33,36,24,35,24,16,14,13,24
10049,2,1,1993,0,0,0,0,0,0,0,0,0,18
10050,1,1,1993,0,0,0,0,0,0,0,0,0,0
10051,1,1,1993,28,22,21,30,14,11,17,27,29,8
10052,1,1,1993,0,0,0,0,0,0,0,0,0,0
10052,2,1,1993,0,0,0,0,0,0,0,0,0,0
10053,1,1,1993,0,0,0,0,0,0,0,0,0,0
10053,2,1,1993,0,0,0,0,0,0,0,0,0,0
10054,1,1,1993,0,0,0,0,0,0,0,0,0,0
10054,2,1,1993,7,0,0,0,0,0,0,0,0,0
10055,1,1,1993,0,0,0,0,0,0,0,0,0,0
10055,2,1,1993,8,0,0,0,0,0,0,0,0,0
10056,1,1,1993,18,18,18,18,18,18,18,18,18,18
10057,1,1,1993,15,15,11,23,15,11,11,19,22,22
10057,2,1,1993,0,0,0,0,0,0,0,0,0,0
10058,1,1,1993,0,0,0,0,9,0,0,0,0,0
10058,2,1,1993,0,0,0,0,0,0,0,0,0,0
10059,1,1,1993,8,25,9,12,11,39,21,20,25,8
10060,1,1,1993,17,17,17,17,17,17,17,17,17,17
10061,1,1,1993,32,32,32,32,32,32,32,32,32,32
10062,1,1,1993,0,0,0,0,0,0,0,0,0,0
10062,2,1,1993,0,0,0,0,0,0,0,0,0,0
10063,1,1,1993,15,15,0,0,0,0,0,0,0,0
10063,2,1,1993,0,0,0,6,0,0,0,0,0,0
10064,1,1,1993,0,0,13,0,16,0,27,14,15,14
10064,2,1,1993,0,0,0,0,0,0,0,0,0,0
10065,1,1,1993,0,0,0,0,0,0,0,0,0,0
10065,2,1,1993,0,0,0,0,0,0,0,0,0,0
10066,1,1,1993,28,0,0,0,24,11,13,0,20,11
10066,2,1,1993,0,0,0,0,0,0,0,0,0,0
10067,1,1,1993,24,24,24,24,24,24,24,24,24,24
10067,2,1,1993,0,0,0,0,0,0,0,0,0,0
10068,1,1,1993,21,23,13,17,15,3,4,18,21,9
10069,1,1,1993,20,0,35,23,26,19,25,22,34,31
10070,1,1,1993,0,0,0,0,0,0,0,0,0,0
10070,2,1,1993,0,0,0,0,0,0,0,0,0,0
10071,1,1,1993,0,10,0,0,16,0,30,0,0,0
10071,2,1,1993,0,0,0,0,0,0,0,0,0,0
10072,1,1,1993,0,0,0,0,0,0,0,0,0,0
10072,2,1,1993,0,0,0,0,0,0,0,0,0,0
10073,1,1,1993,0,0,0,0,0,0,0,0,0,0
10073,2,1,1993,0,0,0,4,0,14,0,0,23,4
10074,1,1,1993,0,0,0,0,0,0,0,0,0,0
10075,1,1,1993,24,27,11,19,18,17,13,18,17,6
10076,0,1,1993,0,0,0,0,0,0,0,0,0,0
10077,1,1,1993,8,13,16,0,21,0,0,27,12,0
10078,1,1,1993,11,11,11,11,11,11,11,11,11,11
10079,1,1,1993,0,0,0,0,0,0,0,0,0,0
10079,2,1,1993,0,0,0,0,0,0,0,0,0,0
10080,1,1,1993,0,0,0,0,12,6,0,0,9,9
10081,0,1,1993,28,23,32,0,17,30,4,29,21,24
10081,1,1,1993,0,0,0,0,0,0,0,0,0,0
10082,1,1,1993,0,0,15,0,0,0,0,36,0,0
10082,2,1,1993,0,0,0,0,0,0,0,0,0,0
10083,1,1,1993,0,0,0,0,0,0,0,0,0,0
10083,2,1,1993,0,0,0,0,0,0,0,0,0,0
10084,1,1,1993,18,12,17,17,12,10,10,36,6,11
10085,1,1,1993,0,0,0,0,0,0,0,0,0,0
10085,2,1,1993,0,0,0,0,0,0,0,0,0,0
10086,0,1,1993,0,0,0,0,0,0,0,0,0,0
10086,1,1,1993,0,0,0,0,0,0,0,0,0,0
10087,1,1,1993,0,0,10,0,0,0,0,0,0,0
10087,2,1,1993,0,0,0,0,0,0,0,0,0,0
10088,1,1,1993,0,0,0,0,0,0,0,0,0,0
10088,2,1,1993,0,0,0,8,0,0,0,0,0,0
10089,1,1,1993,19,14,14,24,3,9,7,36,9,6
10090,1,1,1993,19,0,0,20,0,11,15,15,0,12
10091,1,1,1993,0,0,0,0,0,0,0,0,0,0
10091,2,1,1993,0,0,0,0,0,0,0,0,0,0
10092,1,1,1993,0,11,0,0,22,19,18,0,14,20
10092,2,1,1993,0,0,0,0,0,0,4,0,0,0
10093,1,1,1993,0,0,0,0,0,0,0,0,0,0
10093,2,1,1993,0,0,0,0,0,0,0,0,0,0
10094,1,1,1993,0,10,0,0,0,0,13,0,0,0
10095,1,1,1993,27,27,26,18,30,18,17,30,23,40
10096,1,1,1993,8,11,18,17,23,36,37,19,31,8
10097,1,1,1993,0,0,0,0,0,0,0,0,0,0
10097,2,1,1993,36,6,10,0,10,0,0,29,0,0
10098,1,1,1993,9,12,0,0,30,16,0,20,2,20
10099,1,1,1993,0,0,0,0,0,0,0,0,0,0
10099,2,1,1993,0,0,0,0,0,0,0,0,0,9
10100,1,1,1993,0,0,0,0,0,0,0,0,0,0
10100,2,1,1993,0,11,0,0,0,0,0,0,0,17
10101,1,1,1993,0,0,0,0,0,0,0,0,0,0
10102,1,1,1993,0,0,0,0,0,17,0,0,0,0
10103,1,1,1993,0,0,0,0,0,0,0,0,0,0
10103,2,1,1993,24,24,24,24,24,24,24,24,24,24
10104,1,1,1993,10,15,2,6,0,10,10,15,13,0
10105,1,1,1993,28,0,0,0,0,0,0,13,0,0
10106,1,1,1993,0,0,0,11,23,0,10,0,0,0
10106,2,1,1993,0,0,0,0,0,0,0,0,0,0
10106,3,1,1993,0,0,0,0,0,0,0,0,0,0
10107,1,1,1993,19,19,19,19,19,19,19,19,19,19
10107,2,1,1993,0,0,0,0,0,0,0,0,0,0
10108,1,1,1993,4,13,12,21,19,10,15,17,23,15
10109,1,1,1993,0,0,0,0,0,0,0,0,0,0
10110,1,1,1993,14,14,14,14,14,14,14,14,14,14
10110,2,1,1993,18,18,18,18,18,18,18,18,18,18
10111,1,1,1993,0,0,0,0,0,0,0,0,0,0
10111,2,1,1993,0,0,0,0,0,0,0,0,0,0
10112,1,1,1993,0,0,0,25,0,0,26,0,0,10
10113,0,1,1993,0,37,31,27,0,0,15,0,0,0
10113,1,1,1993,0,0,0,0,0,0,0,0,0,0
10114,0,1,1993,21,14,0,10,16,0,0,0,23,26
10114,1,1,1993,0,0,0,0,0,0,0,0,0,0
10115,1,1,1993,0,0,17,30,0,0,12,14,20,22
10116,1,1,1993,5,9,19,18,14,28,24,15,30,18
10117,1,1,1993,8,9,3,0,13,10,0,8,0,0
10118,1,1,1993,13,13,13,13,13,13,13,13,13,13
10119,1,1,1993,0,0,9,0,17,9,0,9,0,10
10119,2,1,1993,0,0,0,0,0,0,0,0,0,0
10120,1,1,1993,25,43,19,23,18,28,0,30,21,0
10120,2,1,1993,0,0,0,0,0,14,0,0,0,0
10121,1,1,1993,0,0,0,0,0,0,0,0,0,6
10122,1,1,1993,8,27,23,15,25,16,15,19,11,20
10123,1,1,1993,21,23,15,9,9,30,27,15,21,0
10123,2,1,1993,0,0,0,0,0,0,0,0,0,0
10124,1,1,1993,29,25,24,33,29,26,24,9,13,45
10125,1,1,1993,10,28,1,19,7,25,22,29,12,28
10126,0,1,1993,20,0,0,15,0,17,29,0,0,0
10126,1,1,1993,0,0,0,0,0,0,0,0,0,0
10127,1,1,1993,0,0,0,0,0,0,0,0,0,0
10127,2,1,1993,0,0,0,0,0,0,0,0,0,0
10127,3,1,1993,0,0,0,0,0,0,0,0,0,0
10128,1,1,1993,19,18,27,6,0,10,12,21,3,21
10129,1,1,1993,18,17,0,18,14,19,30,0,19,29
10129,2,1,1993,0,0,0,0,0,0,0,0,0,0
10130,1,1,1993,0,14,10,22,22,17,27,19,18,20
10131,1,1,1993,0,0,0,0,0,0,0,0,0,0
10131,2,1,1993,16,13,0,0,0,20,13,17,26,7
10132,0,1,1993,0,0,0,0,0,0,0,0,0,0
10132,1,1,1993,0,0,0,0,0,0,0,0,0,0
10133,0,1,1993,0,0,0,0,0,0,0,0,0,0
10133,1,1,1993,0,0,0,0,0,0,0,0,0,0
10134,1,1,1993,0,0,0,0,0,0,0,0,0,0
10134,2,1,1993,0,0,0,0,0,0,0,0,0,0
10135,1,1,1993,25,30,12,16,6,12,18,24,19,20
10136,1,1,1993,0,0,0,0,0,0,0,0,0,0
10136,2,1,1993,0,15,0,0,13,0,15,24,17,14
10136,3,1,1993,0,0,0,13,0,0,0,0,0,0
10137,1,1,1993,0,0,0,0,0,0,0,0,0,0
10138,1,1,1993,28,19,45,21,0,30,26,10,31,20
10139,1,1,1993,22,22,22,22,22,22,22,22,22,22
10140,1,1,1993,0,0,0,0,0,0,0,0,0,0
10140,2,1,1993,0,0,0,0,0,0,0,0,0,0
10141,1,1,1993,0,0,0,0,0,0,0,0,0,0
10142,1,1,1993,0,0,0,0,0,0,0,0,15,0
10143,1,1,1993,0,0,0,0,0,0,0,0,0,0
10143,2,1,1993,0,0,0,0,0,0,0,14,22,0
10144,1,1,1993,0,14,10,21,0,20,0,20,14,0
10145,1,1,1993,0,0,0,0,0,0,0,0,0,0
10145,2,1,1993,0,0,0,0,0,0,0,0,0,0
10146,1,1,1993,0,0,0,0,0,0,0,0,19,0
10147,1,1,1993,0,0,0,0,0,0,0,0,0,13
10147,2,1,1993,0,0,14,15,13,0,0,19,0,0
10148,1,1,1993,0,0,0,0,0,0,0,0,0,0
10148,2,1,1993,0,0,0,0,0,0,0,0,0,0
10149,1,1,1993,23,13,17,29,0,0,17,0,9,12
10150,1,1,1993,0,0,0,0,0,0,0,0,0,0
10150,2,1,1993,0,0,0,0,0,0,0,0,0,0
10150,3,1,1993,0,0,0,0,0,0,0,0,0,0
10151,1,1,1993,10,17,24,24,10,20,27,17,31,24
10152,1,1,1993,0,0,0,0,0,0,0,0,0,0
10154,1,1,1993,18,13,12,0,14,23,6,0,10,10
10154,2,1,1993,0,0,0,0,0,0,0,0,0,0
10155,1,1,1993,0,0,0,0,0,0,0,0,0,0
10156,1,1,1993,6,4,32,9,9,16,2,6,7,5
10157,1,1,1993,14,17,19,31,18,28,14,24,15,14
10158,0,1,1993,41,10,22,9,27,29,25,15,11,24
10158,1,1,1993,0,0,0,0,0,0,0,0,0,0
10159,1,1,1993,0,0,0,0,0,0,0,0,0,0
10159,2,1,1993,0,0,0,0,0,0,0,0,0,0
10160,1,1,1993,0,0,0,0,0,0,0,0,0,0
10161,1,1,1993,0,0,0,0,0,0,0,0,0,0
10161,2,1,1993,0,0,0,0,0,0,0,0,0,0
10162,1,1,1993,0,0,16,0,0,0,0,0,0,11
10162,2,1,1993,0,0,0,0,0,0,0,0,0,0
10163,0,1,1993,7,27,0,0,0,0,0,20,0,0
10163,1,1,1993,0,0,0,0,0,0,0,0,0,0
10164,1,1,1993,3,3,3,3,3,3,3,3,3,3
10164,2,1,1993,6,0,11,10,8,27,12,16,9,8
10165,1,1,1993,0,0,0,0,0,0,0,0,0,0
10166,1,1,1993,17,12,22,9,18,18,6,7,3,26
10166,2,1,1993,0,0,0,0,0,0,0,0,0,0
10167,0,1,1993,0,0,0,0,0,0,0,0,0,0
10167,0,2,1993,15,34,0,28,15,23,14,33,16,38
10167,1,1,1993,24,24,24,24,24,24,24,24,24,24
10168,1,1,1993,0,0,0,0,0,0,0,0,0,0
10168,2,1,1993,0,0,11,0,0,0,0,0,0,0
10169,1,1,1993,8,12,5,11,9,34,35,10,17,18
10170,0,1,1993,0,0,0,0,0,0,0,0,0,0
10170,1,1,1993,0,0,0,0,0,0,0,0,0,0
10171,1,1,1993,9,16,9,25,17,21,23,19,9,28
10172,0,1,1993,6,34,44,12,0,14,0,14,25,23
10172,1,1,1993,0,0,0,0,0,0,0,0,0,0
10173,1,1,1993,0,0,0,0,0,0,0,0,0,0
10173,2,1,1993,0,0,19,0,0,0,0,0,0,0
10174,1,1,1993,0,0,0,0,0,0,0,0,0,0
10174,2,1,1993,0,0,0,0,0,0,0,0,0,0
10175,1,1,1993,0,0,0,0,0,0,0,0,0,17
10175,2,1,1993,0,0,0,0,0,2,0,0,0,0
10175,3,1,1993,0,0,0,0,0,0,0,0,0,0
10176,1,1,1993,18,18,18,18,18,18,18,18,18,18
10176,2,1,1993,0,0,0,0,13,0,0,0,0,0
10177,1,1,1993,8,15,21,0,0,0,0,0,10,12
10178,1,1,1993,0,0,0,0,0,0,0,0,0,0
10178,2,1,1993,8,50,25,15,17,11,27,19,19,31
10179,1,1,1993,0,0,0,0,29,0,0,3,0,0
10180,1,1,1993,28,28,28,28,28,28,28,28,28,28
10180,2,1,1993,0,0,0,0,0,0,0,0,0,0
10181,1,1,1993,0,0,0,0,0,0,0,0,0,0
10181,2,1,1993,0,0,0,0,0,0,0,0,0,0
10182,1,1,1993,0,0,0,0,0,0,0,0,0,0
10182,2,1,1993,0,0,0,0,10,0,0,0,0,0
10183,0,1,1993,0,0,0,0,0,0,3,0,0,0
10183,1,1,1993,0,0,0,0,0,0,0,0,0,0
10184,1,1,1993,15,13,11,7,13,5,11,11,3,13
10184,2,1,1993,24,0,0,0,0,0,0,0,0,0
10185,1,1,1993,15,18,22,0,0,22,7,27,0,0
10186,1,1,1993,33,15,17,16,18,50,35,14,17,25
10187,1,1,1993,18,0,0,15,0,0,0,0,0,0
10187,2,1,1993,29,12,15,20,24,13,13,10,0,19
10188,1,1,1993,0,0,0,0,0,0,0,0,0,0
10189,1,1,1993,20,0,11,10,3,8,0,0,0,0
10189,2,1,1993,0,0,0,0,28,0,0,0,0,0
10189,3,1,1993,0,0,0,0,0,0,0,0,0,0
10190,0,1,1993,9,9,9,9,9,9,9,9,9,9
10190,1,1,1993,0,0,0,0,0,0,0,0,0,0
10191,1,1,1993,25,24,22,40,24,26,27,15,28,20
10192,1,1,1993,15,15,9,16,4,18,12,19,20,23
10192,2,1,1993,0,0,0,0,0,0,0,0,4,0
10193,1,1,1993,0,0,0,0,0,0,0,0,0,0
10193,2,1,1993,0,0,0,0,0,0,0,0,0,0
10195,1,1,1993,0,0,0,0,0,0,0,0,0,0
10195,2,1,1993,0,0,0,0,0,0,0,0,0,0
10195,3,1,1993,0,0,0,0,0,0,0,0,0,0
10196,1,1,1993,0,0,12,29,9,0,0,0,0,9
10197,1,1,1993,0,0,13,0,15,4,0,0,0,0
10198,1,1,1993,0,0,0,0,0,15,0,0,0,0
10199,0,1,1993,38,38,38,38,38,38,38,38,38,38
10199,1,1,1993,0,0,0,0,0,0,0,0,0,0
10200,1,1,1993,0,0,0,0,0,0,27,0,0,0
10201,1,1,1993,0,0,0,0,0,0,0,0,0,0
10201,2,1,1993,0,0,0,0,0,0,0,0,0,0
10202,1,1,1993,0,0,0,0,0,0,0,26,0,0
10203,1,1,1993,22,0,0,0,16,21,0,0,0,0
10203,2,1,1993,0,0,0,0,0,4,0,0,0,0
10204,1,1,1993,0,0,19,22,8,0,15,26,0,18
10205,1,1,1993,30,30,30,30,30,30,30,30,30,30
10206,1,1,1993,19,31,34,27,24,10,7,21,20,36
10207,1,1,1993,0,0,0,14,6,9,0,17,0,0
10208,1,1,1993,19,3,18,13,18,13,17,27,26,22
10209,1,1,1993,0,0,0,0,25,14,0,12,0,12
10210,1,1,1993,0,0,0,0,0,0,0,0,0,0
10211,1,1,1993,23,19,26,11,22,11,16,16,41,12
10212,1,1,1993,20,21,19,29,21,21,10,26,12,25
10213,1,1,1993,0,0,0,0,0,0,0,0,0,0
10213,2,1,1993,0,5,0,0,0,0,0,0,0,0
10214,1,1,1993,26,26,26,26,26,26,26,26,26,26
10215,1,1,1993,17,30,26,0,9,17,23,20,11,0
10216,1,1,1993,0,0,0,0,0,0,0,0,0,0
10216,2,1,1993,0,0,0,0,0,0,0,0,0,0
10217,1,1,1993,0,0,0,0,0,0,0,14,0,0
10217,2,1,1993,0,0,0,0,0,0,0,0,0,0
10218,1,1,1993,10,10,10,10,10,10,10,10,10,10
10219,1,1,1993,0,0,0,0,0,0,0,0,0,0
10220,1,1,1993,31,27,30,0,36,0,22,13,29,14
10221,1,1,1993,0,0,0,16,0,0,0,0,0,0
10221,2,1,1993,0,0,0,0,0,0,0,0,0,0
10222,1,1,1993,0,0,0,0,0,0,0,0,0,0
10223,1,1,1993,0,0,0,0,0,0,0,0,0,0
10224,1,1,1993,15,0,0,16,5,19,5,11,0,24
10225,1,1,1993,26,26,26,26,26,26,26,26,26,26
10226,1,1,1993,0,0,0,0,0,0,0,0,0,0
10226,2,1,1993,0,0,0,0,0,0,0,0,0,0
10227,1,1,1993,0,27,24,17,20,17,13,30,19,23
10228,1,1,1993,0,0,0,0,0,0,0,0,0,0
10229,1,1,1993,0,0,0,0,0,0,0,0,0,0
10229,2,1,1993,0,0,0,0,0,0,0,0,0,0
10230,1,1,1993,5,19,7,0,0,0,7,0,0,30
10231,1,1,1993,8,18,18,25,0,23,35,13,23,24
10232,1,1,1993,0,0,0,0,0,0,0,0,0,0
10232,2,1,1993,0,0,0,0,0,0,0,0,0,0
10233,1,1,1993,0,0,0,0,0,0,0,0,0,0
10233,2,1,1993,0,0,0,0,17,0,0,20,26,0
10234,1,1,1993,14,14,14,14,14,14,14,14,14,14
10235,1,1,1993,19,3,28,17,19,4,6,17,23,28
10236,1,1,1993,0,0,0,0,0,0,0,0,0,0
10236,2,1,1993,0,0,0,0,0,0,24,0,0,16
10237,1,1,1993,0,0,0,0,0,0,0,0,0,0
10237,2,1,1993,0,0,0,0,0,0,0,0,0,0
10238,1,1,1993,0,0,0,0,0,0,0,0,0,0
10239,1,1,1993,0,0,0,0,0,0,0,0,0,0
10239,2,1,1993,0,0,0,0,0,0,0,0,0,0
10240,1,1,1993,0,0,0,0,0,0,0,0,0,0
10240,2,1,1993,0,0,0,0,0,0,0,0,0,0
10241,1,1,1993,20,20,20,20,20,20,20,20,20,20
10242,1,1,1993,0,0,0,0,0,0,0,0,0,0
10242,2,1,1993,0,0,0,0,0,0,0,0,0,0
10243,1,1,1993,0,0,0,0,0,10,10,0,0,0
10244,0,1,1993,0,0,0,0,0,0,0,0,0,0
10244,1,1,1993,0,0,0,0,0,0,0,0,0,0
10245,1,1,1993,0,7,0,0,0,0,0,0,0,0
10246,1,1,1993,0,0,0,0,0,0,15,5,0,0
10247,1,1,1993,0,0,0,0,0,0,0,0,0,0
10247,2,1,1993,0,0,0,0,0,0,0,0,0,0
10248,1,1,1993,19,30,21,13,13,19,33,18,21,17
10249,1,1,1993,0,0,0,0,0,0,0,0,0,18
10250,1,1,1993,12,25,10,9,27,21,0,27,18,17
10251,1,1,1993,0,0,0,0,0,0,0,0,0,0
10251,2,1,1993,0,0,0,0,0,0,0,0,12,0
10251,3,1,1993,0,0,0,0,0,0,0,0,0,0
10252,1,1,1993,0,16,0,0,0,20,0,6,0,0
10252,2,1,1993,0,0,33,0,4,0,0,0,0,0
10253,1,1,1993,0,9,0,19,16,0,32,0,15,0
10254,1,1,1993,27,0,0,0,0,0,0,0,0,0
10255,1,1,1993,8,8,8,8,8,8,8,8,8,8
10256,1,1,1993,36,36,36,36,36,36,36,36,36,36
10257,1,1,1993,16,16,16,16,16,16,16,16,16,16
10257,2,1,1993,0,0,0,0,0,0,0,0,0,0
10257,3,1,1993,0,0,0,0,0,0,21,0,0,0
10257,4,1,1993,0,0,0,0,0,0,0,0,13,8
10258,1,1,1993,0,0,0,20,0,0,0,0,0,0
10259,1,1,1993,13,15,17,6,3,0,8,0,0,2
10260,1,1,1993,0,0,0,0,0,0,0,0,0,0
10260,2,1,1993,0,0,0,0,0,0,0,0,0,6
10261,1,1,1993,24,24,24,24,24,24,24,24,24,24
10262,1,1,1993,11,18,17,19,15,12,14,18,25,16
10263,1,1,1993,0,0,0,0,0,0,25,0,0,12
10263,2,1,1993,0,0,0,0,0,0,0,0,0,0
10264,1,1,1993,24,24,24,24,24,24,24,24,24,24
10265,1,1,1993,0,0,0,0,0,0,0,0,0,0
10265,2,1,1993,0,0,0,0,0,0,0,0,0,0
10266,1,1,1993,0,0,0,0,0,0,0,0,0,0
10266,2,1,1993,0,0,0,0,0,0,0,0,0,0
10267,0,1,1993,0,0,0,0,0,0,0,0,0,0
10267,1,1,1993,0,21,0,0,0,0,0,0,0,0
10268,1,1,1993,9,14,23,35,22,5,15,25,26,15
10269,1,1,1993,0,0,0,0,0,0,0,0,0,0
10270,1,1,1993,0,0,0,0,21,0,0,1,0,23
10270,2,1,1993,0,0,0,0,0,0,0,0,0,0
10271,1,1,1993,0,0,0,0,0,0,0,0,0,0
10271,2,1,1993,19,30,12,36,28,20,11,28,16,6
10272,1,1,1993,26,26,26,26,26,26,26,26,26,26
10273,1,1,1993,0,0,0,0,0,0,0,9,0,33
10274,1,1,1993,37,37,37,37,37,37,37,37,37,37
10275,1,1,1993,22,22,22,22,22,22,22,22,22,22
10276,1,1,1993,0,0,0,0,0,0,0,0,0,0
10276,2,1,1993,0,0,0,0,0,0,0,0,0,0
10277,0,1,1993,19,33,20,31,14,4,19,17,0,19
10277,1,1,1993,0,0,0,0,0,0,0,0,0,0
10278,1,1,1993,0,0,0,0,0,0,0,0,0,0
10279,1,1,1993,0,0,0,8,0,0,0,0,0,16
10279,2,1,1993,0,0,0,0,0,0,0,0,0,0
10279,3,1,1993,0,0,0,0,0,0,0,0,0,0
10280,1,1,1993,0,0,0,0,17,0,14,0,0,0
10280,2,1,1993,0,0,0,0,6,0,0,0,0,0
10281,1,1,1993,0,5,0,27,0,0,0,0,16,13
10281,2,1,1993,0,0,0,0,0,0,0,0,0,0
10282,0,1,1993,20,28,32,26,22,40,22,27,11,19
10282,1,1,1993,9,27,20,14,17,14,25,9,13,16
10283,1,1,1993,0,0,0,0,27,18,0,0,10,0
10284,1,1,1993,30,30,30,30,30,30,30,30,30,30
10284,2,1,1993,0,0,0,0,0,0,0,0,0,0
10285,1,1,1993,23,23,23,23,23,23,23,23,23,23
10285,2,1,1993,0,0,0,0,0,0,22,0,19,0
10286,1,1,1993,0,26,17,28,28,34,18,0,16,32
10287,1,1,1993,13,0,18,11,0,0,31,0,20,0
10288,1,1,1993,28,12,8,16,14,20,9,14,10,8
10289,1,1,1993,0,0,0,0,0,0,0,0,0,0
10290,1,1,1993,0,0,0,0,0,0,0,0,0,0
10290,2,1,1993,0,0,0,0,0,0,0,0,0,0
10291,1,1,1993,13,25,31,18,32,37,11,10,18,4
10292,1,1,1993,0,0,0,0,0,0,0,0,0,0
10293,1,1,1993,0,0,0,0,0,0,0,0,0,0
10294,1,1,1993,4,4,4,4,4,4,4,4,4,4
10295,1,1,1993,0,0,0,0,0,0,0,0,0,0
10296,1,1,1993,21,14,15,23,0,25,8,5,19,13
10297,1,1,1993,12,13,5,20,11,5,23,14,9,22
10299,1,1,1993,12,12,12,12,12,12,12,12,12,12
10300,1,1,1993,0,0,0,0,0,0,3,0,0,0
10301,1,1,1993,0,17,0,0,0,0,0,0,25,9
10301,2,1,1993,0,0,0,0,0,0,0,0,0,0
10302,1,1,1993,0,0,0,0,26,0,0,0,0,22
10303,1,1,1993,0,14,12,0,0,0,22,9,0,0
10304,0,1,1993,21,21,21,21,21,21,21,21,21,21
10304,1,1,1993,0,11,11,0,8,6,0,13,0,0
10305,1,1,1993,0,7,7,16,16,0,5,8,19,11
10305,2,1,1993,21,12,22,16,21,23,5,25,0,9
10305,3,1,1993,0,0,0,0,0,0,0,0,0,0
10306,1,1,1993,14,0,0,0,20,22,0,13,0,0
10306,2,1,1993,0,0,0,0,0,0,0,0,0,0
10307,1,1,1993,0,0,0,0,0,0,0,0,0,0
