YEAR,VEH_NO,ST_CASE,A_BODY,A_IMP1,A_IMP2,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_DRDIS,A_DRDRO
1993,1,10059,1,2,2,1,1,1,2,4,1,3,1991,2,2
1993,1,10060,2,2,2,2,1,1,2,4,1,3,1983,2,2
1993,1,10061,1,2,2,1,2,2,2,4,1,3,1990,2,2
1993,1,10062,1,5,5,2,1,1,2,4,2,3,1990,2,2
1993,2,10062,3,2,2,1,1,1,2,4,2,3,1983,2,2
1993,1,10063,7,2,2,2,4,1,2,1,2,3,1986,2,2
1993,2,10063,1,4,4,2,1,1,2,4,2,3,1984,2,2
1993,1,10064,1,2,2,2,2,2,2,4,2,3,1980,2,1
1993,2,10064,2,2,2,2,1,1,2,4,2,3,1988,2,2
1993,1,10065,1,2,2,2,1,1,2,4,2,3,1979,2,2
1993,2,10065,2,2,2,2,1,1,2,4,2,3,1992,2,2
1993,1,10066,1,2,2,2,1,1,2,4,1,3,1984,2,2
1993,2,10066,6,4,4,2,1,1,1,4,2,3,1987,2,2
1993,1,10067,2,2,2,2,1,1,2,4,2,3,1990,2,2
1993,2,10067,9,2,2,2,1,1,1,4,2,3,9999,2,2
1993,1,10068,9,2,2,1,3,3,3,4,1,3,9999,2,2
1993,1,10069,1,2,2,1,1,1,2,4,1,3,1986,2,2
1993,1,10070,2,2,2,2,1,1,2,4,2,3,1989,2,2
1993,2,10070,1,3,3,2,1,2,2,4,1,3,1985,2,2
1993,1,10071,1,2,2,2,1,1,2,4,2,3,1977,2,2
1993,2,10071,6,2,2,2,1,1,1,4,2,3,1982,2,2
1993,1,10072,6,4,4,2,3,3,3,4,2,3,1988,2,2
1993,2,10072,1,2,2,2,1,1,2,4,1,3,1977,2,2
1993,1,10073,1,5,5,2,1,1,2,4,2,3,1988,2,2
1993,2,10073,6,2,2,2,2,2,2,4,2,3,1990,2,2
1993,1,10074,1,2,2,2,1,1,2,4,1,3,1986,2,2
1993,1,10075,2,2,2,2,2,2,2,4,2,3,1986,2,2
1993,1,10076,1,4,4,1,3,3,3,4,2,3,1981,2,2
1993,1,10077,1,6,3,2,2,2,2,4,2,3,1986,2,2
1993,1,10078,1,2,2,1,1,1,1,4,1,3,1987,2,2
1993,1,10079,1,2,2,2,1,1,1,4,2,3,1985,2,2
1993,2,10079,7,2,2,2,4,1,2,1,2,3,1981,2,2
1993,1,10080,1,2,2,1,1,1,2,4,2,3,1981,2,2
1993,1,10081,3,2,2,2,1,1,2,4,2,3,1988,2,2
1993,1,10082,1,2,2,2,1,1,1,4,2,3,1982,2,2
1993,2,10082,1,2,2,2,1,1,2,4,2,3,1977,2,2
1993,1,10083,4,2,2,2,1,1,2,4,2,3,1985,2,2
1993,2,10083,6,2,2,2,1,1,1,4,2,3,1987,2,2
1993,1,10084,2,3,3,2,1,1,2,4,1,3,1974,2,2
1993,1,10085,1,3,3,2,1,1,2,4,2,3,1990,2,2
1993,2,10085,3,2,2,2,1,1,2,4,2,3,1992,2,2
1993,1,10086,1,2,2,2,1,1,2,4,2,3,1986,2,2
1993,1,10087,1,5,5,2,1,1,2,4,2,3,1983,2,2
1993,2,10087,1,2,2,2,1,1,2,4,2,3,1985,2,2
1993,1,10088,6,7,7,2,1,1,1,4,2,3,1990,2,2
1993,2,10088,9,5,5,2,2,2,2,4,2,3,1992,2,2
1993,1,10089,9,2,2,1,1,1,2,4,2,3,9999,2,1
1993,1,10090,1,1,1,1,2,2,2,4,2,3,1980,2,2
1993,1,10091,1,2,2,2,1,1,2,4,2,3,1981,2,2
1993,2,10091,3,5,5,1,1,1,2,4,2,3,1985,2,2
1993,1,10092,1,3,3,2,2,2,2,4,2,3,1985,2,2
1993,2,10092,1,2,2,2,1,1,2,4,2,3,1989,2,2
1993,1,10093,1,2,2,2,1,1,2,4,2,3,1987,2,2
1993,2,10093,1,5,5,2,1,1,2,4,2,3,1987,2,2
1993,1,10094,1,2,2,2,1,1,2,4,1,3,1970,2,2
1993,1,10095,2,2,2,1,2,2,2,4,1,3,1965,2,2
1993,1,10096,1,2,2,1,1,1,2,4,1,3,1980,2,2
1993,1,10097,1,2,2,2,1,1,2,4,2,3,1988,2,2
1993,2,10097,6,3,3,2,1,3,2,4,2,3,1970,2,2
1993,1,10098,3,2,2,2,1,1,2,4,2,3,1992,2,2
1993,1,10099,1,5,5,2,1,1,2,4,2,3,1985,2,2
1993,2,10099,6,2,2,2,1,1,1,4,1,3,1984,2,2
1993,1,10100,2,2,2,2,1,1,2,4,2,3,1985,2,2
1993,2,10100,1,5,5,2,1,1,2,4,2,3,1981,2,2
1993,1,10101,6,3,3,2,1,1,1,4,2,3,1984,2,2
1993,1,10102,2,2,2,1,1,1,2,4,2,3,1991,2,1
1993,1,10103,6,4,4,2,1,1,1,4,2,3,1990,2,2
1993,2,10103,2,2,6,2,1,1,2,4,1,3,1988,2,2
1993,1,10104,1,2,2,1,1,1,2,4,2,3,1985,2,2
1993,1,10105,1,2,2,2,1,1,2,4,2,3,1989,2,2
1993,1,10106,1,5,5,2,1,1,2,4,2,3,1990,2,2
1993,2,10106,1,2,2,2,1,1,2,4,2,3,1987,2,2
1993,3,10106,3,2,2,2,1,1,2,4,2,3,1990,2,2
1993,1,10107,2,2,2,1,1,1,2,4,1,3,1987,2,2
1993,2,10107,1,2,2,2,1,1,2,4,2,3,1985,2,2
1993,1,10108,1,4,4,1,1,1,2,4,1,3,1984,2,2
1993,1,10109,1,6,6,1,1,1,2,4,2,3,1986,2,2
1993,1,10110,1,2,2,2,1,1,2,4,2,3,1976,2,2
1993,2,10110,1,2,2,2,1,1,2,4,2,3,1979,2,2
1993,1,10111,2,2,2,2,1,1,2,4,2,3,1977,2,2
1993,2,10111,2,2,2,2,1,1,2,4,2,3,1976,2,2
1993,1,10112,2,2,2,2,2,2,2,4,1,3,1977,2,2
1993,1,10113,1,2,2,2,1,1,2,4,2,3,1978,2,2
1993,1,10114,1,2,2,2,1,1,2,4,2,3,1978,2,2
1993,1,10115,2,2,2,2,1,1,2,4,2,3,1986,2,2
1993,1,10116,1,5,5,2,1,1,2,4,1,3,1978,2,2
1993,1,10117,1,2,2,2,1,1,2,4,1,3,1975,2,2
1993,1,10118,1,2,2,1,1,1,2,4,1,3,1989,2,2
1993,1,10119,1,5,5,2,1,1,2,4,2,3,1989,2,2
1993,2,10119,3,2,2,2,1,1,2,4,2,3,1993,2,2
1993,1,10120,2,2,2,2,2,2,2,4,2,3,1973,2,2
1993,2,10120,6,2,2,2,1,1,1,4,2,3,1986,2,2
1993,1,10121,3,2,2,1,1,1,2,4,1,3,1993,2,2
1993,1,10122,1,3,3,2,2,2,2,4,1,3,1982,2,2
1993,1,10123,1,2,6,2,2,2,2,4,2,3,1977,2,2
1993,2,10123,6,4,4,2,1,1,1,4,2,3,1991,2,2
1993,1,10124,2,2,2,2,2,2,2,4,1,3,1968,2,2
1993,1,10125,1,2,2,2,1,1,2,4,1,3,1989,2,2
1993,1,10126,2,2,2,2,1,1,2,4,2,3,1988,2,2
1993,1,10127,9,2,2,2,1,1,2,4,2,3,1980,2,2
1993,2,10127,1,2,2,2,1,1,2,4,1,3,1989,2,2
1993,3,10127,1,5,5,2,1,1,2,4,2,3,1991,2,2
1993,1,10128,1,3,3,1,1,1,2,4,1,3,1989,2,2
1993,1,10129,2,2,2,2,1,1,2,4,2,3,1966,2,2
1993,2,10129,1,2,2,2,1,1,2,4,2,3,1975,2,2
1993,1,10130,1,2,2,1,1,1,2,4,1,3,1989,2,2
1993,1,10131,6,3,3,2,1,1,1,4,2,3,1979,2,2
1993,2,10131,1,2,2,2,2,2,2,4,2,3,1985,2,2
1993,1,10132,1,2,2,2,1,1,2,4,2,3,1965,2,2
1993,1,10133,1,2,2,2,1,1,2,4,2,3,1986,2,2
1993,1,10134,1,5,5,2,1,1,2,4,2,3,1991,2,2
1993,2,10134,1,2,2,2,1,1,2,4,2,3,1986,2,2
1993,1,10135,1,2,2,1,1,1,2,4,1,3,1992,2,2
1993,1,10136,1,2,2,2,1,1,2,4,2,3,1985,2,2
1993,2,10136,3,2,2,2,1,1,2,4,2,3,1991,2,2
1993,3,10136,1,5,5,2,1,1,2,4,2,3,1993,2,2
1993,1,10137,3,2,2,2,1,1,2,4,1,3,1985,2,2
1993,1,10138,2,2,2,2,2,2,2,4,2,3,1968,2,1
1993,1,10139,1,2,2,1,2,2,2,4,2,3,1979,2,2
1993,1,10140,1,2,2,2,1,1,2,4,2,3,1991,2,2
1993,2,10140,1,5,5,2,2,2,2,4,2,3,1984,2,2
1993,1,10141,6,3,3,1,1,1,1,4,2,3,1992,2,2
1993,1,10142,1,2,2,1,1,1,2,4,1,3,1991,2,2
1993,1,10143,9,2,2,2,3,3,3,4,2,3,9999,2,2
1993,2,10143,2,5,5,2,2,2,2,4,2,3,1984,2,2
1993,1,10144,1,2,2,2,2,2,2,4,1,3,1986,2,2
1993,1,10145,2,2,2,1,1,1,1,4,2,3,1988,2,2
1993,2,10145,1,5,5,2,2,2,2,4,2,3,1985,2,2
1993,1,10146,1,2,2,2,1,1,2,4,1,3,1970,2,2
1993,1,10147,2,2,2,2,1,1,2,4,1,3,1979,2,2
1993,2,10147,1,2,2,2,1,1,2,4,2,3,1982,2,2
1993,1,10148,2,2,2,2,1,1,2,4,2,3,1991,2,2
1993,2,10148,1,3,3,2,1,1,2,4,2,3,1984,2,2
1993,1,10149,2,3,3,2,1,1,1,4,2,3,1985,2,2
1993,1,10150,2,2,2,2,1,1,1,4,2,3,1987,2,2
1993,2,10150,6,3,3,1,1,1,1,4,2,3,1989,2,2
1993,3,10150,2,2,2,2,1,1,2,4,2,3,1977,2,2
1993,1,10151,1,6,2,1,1,1,2,4,2,3,1984,2,2
1993,1,10152,1,1,1,2,1,1,2,4,2,3,1981,2,2
1993,1,10154,2,4,4,2,1,1,2,4,2,3,1989,2,2
1993,2,10154,6,2,2,1,1,1,1,4,2,3,1993,2,2
1993,1,10155,4,1,1,1,1,1,2,4,2,3,1992,2,2
1993,1,10156,3,1,1,1,1,1,2,4,1,3,1987,2,1
1993,1,10157,2,7,6,1,1,1,2,4,1,3,1980,2,2
1993,1,10158,1,6,6,2,1,1,2,4,2,3,1982,2,2
1993,1,10159,2,2,2,2,1,1,2,4,2,3,1976,2,2
1993,2,10159,1,2,2,2,1,1,2,4,1,3,1986,2,2
1993,1,10160,1,2,4,2,1,1,2,4,1,3,1985,2,2
1993,1,10161,1,5,5,2,2,2,2,4,2,3,1982,2,2
1993,2,10161,1,2,2,2,1,1,2,4,2,3,1987,2,2
1993,1,10162,1,2,2,2,1,1,2,4,2,3,1993,2,2
1993,2,10162,1,2,2,1,1,1,2,4,2,3,1988,2,2
1993,1,10163,1,2,2,2,1,1,2,4,2,3,1982,2,2
1993,1,10164,3,4,4,1,1,1,2,4,2,3,1983,2,2
1993,2,10164,2,2,2,2,1,1,2,4,2,3,1985,2,2
1993,1,10165,3,1,1,1,1,1,2,4,2,3,1984,2,2
1993,1,10166,1,2,6,2,1,1,2,4,1,3,1988,2,2
1993,2,10166,6,4,4,2,1,1,1,4,2,3,1982,2,2
1993,1,10167,1,2,2,2,2,2,2,4,2,3,1988,2,2
1993,2,10167,4,4,4,2,3,3,3,4,2,3,1977,2,2
1993,3,10167,2,4,4,2,3,3,3,4,2,3,1979,2,2
1993,1,10168,6,5,5,2,1,1,1,4,2,3,1985,2,2
1993,2,10168,1,2,2,2,1,1,2,4,2,3,1985,2,2
1993,1,10169,1,6,6,1,2,2,2,4,1,3,1992,2,2
1993,1,10170,1,2,2,2,2,2,2,4,1,3,1985,2,2
1993,1,10171,4,2,2,1,1,1,2,4,2,3,1986,2,2
1993,1,10172,2,2,2,2,1,1,2,4,2,3,1983,2,2
1993,1,10173,1,3,3,2,1,1,2,4,2,3,1984,2,2
1993,2,10173,4,2,2,2,1,1,2,4,2,3,1986,2,2
1993,1,10174,1,2,2,2,2,2,2,4,2,3,1986,2,2
1993,2,10174,1,2,2,2,2,2,2,4,2,3,1981,2,2
1993,1,10175,2,2,2,2,2,2,2,4,2,3,1978,2,2
1993,2,10175,1,2,2,2,1,1,2,4,1,3,1993,2,2
1993,3,10175,1,2,2,2,1,1,2,4,2,3,1986,2,2
1993,1,10176,1,2,2,2,2,2,2,4,2,3,1981,2,2
1993,2,10176,2,2,2,2,1,1,2,4,2,3,1987,2,2
1993,1,10177,1,1,1,1,1,1,2,4,1,3,1985,2,2
1993,1,10178,1,2,2,2,1,1,2,4,1,3,1986,2,2
1993,2,10178,1,2,2,2,2,2,2,4,1,3,1979,2,2
1993,1,10179,1,1,1,1,1,1,2,4,2,3,1980,2,2
1993,1,10180,1,5,5,2,2,2,2,4,2,3,1978,2,2
1993,2,10180,6,2,2,1,1,1,1,4,2,3,1989,2,2
1993,1,10181,1,2,2,2,1,1,2,4,2,3,1989,2,2
1993,2,10181,2,5,5,1,1,1,2,4,2,3,1989,2,2
1993,1,10182,1,2,2,2,1,1,2,4,2,3,1972,2,2
1993,2,10182,1,3,3,2,1,1,2,4,2,3,1990,2,2
1993,1,10183,2,2,2,2,1,1,2,4,1,3,1988,2,2
1993,1,10184,1,2,2,2,1,1,2,4,1,3,1990,2,2
1993,2,10184,2,4,4,1,1,1,2,4,2,3,1982,2,2
1993,1,10185,2,2,2,2,1,1,2,4,1,3,1992,2,1
1993,1,10186,2,2,2,1,2,2,2,4,1,3,1972,2,2
1993,1,10187,1,5,5,2,1,1,2,4,2,3,1978,2,2
1993,2,10187,1,2,2,2,2,2,2,4,1,3,1981,2,2
1993,1,10188,1,6,6,1,1,1,2,4,1,3,1990,2,2
1993,1,10189,1,2,2,2,2,2,2,4,1,3,1967,2,2
1993,2,10189,2,2,2,1,1,1,2,4,2,3,1991,2,2
1993,3,10189,1,2,2,2,1,1,2,4,2,3,1986,2,2
1993,1,10190,1,2,2,2,1,1,2,4,2,3,1984,2,2
1993,1,10191,1,5,5,2,2,2,2,4,2,3,1967,2,2
1993,1,10192,1,5,5,1,1,1,2,4,1,3,1980,2,2
1993,2,10192,1,2,2,2,1,1,2,4,2,3,1989,2,2
1993,1,10193,1,2,2,2,1,1,2,4,2,3,1991,2,2
1993,2,10193,1,3,3,2,1,1,2,4,2,3,1982,2,2
1993,1,10195,1,2,2,2,1,1,2,4,2,3,1976,2,1
1993,2,10195,2,4,4,2,1,1,2,4,2,3,1986,2,2
1993,3,10195,1,2,2,2,1,1,2,4,2,3,1990,2,2
1993,1,10196,1,3,3,2,2,2,2,4,1,3,1991,2,2
1993,1,10197,1,2,2,1,1,1,2,4,2,3,1985,2,2
1993,1,10198,2,2,2,2,1,1,2,4,2,3,1985,2,1
1993,1,10199,1,2,2,2,1,1,2,4,2,3,1985,2,2
1993,1,10200,1,2,2,2,1,1,2,4,2,3,1985,2,2
1993,1,10201,2,5,5,2,1,1,1,4,2,3,1979,2,2
1993,2,10201,6,2,2,2,1,1,1,4,2,3,1989,2,2
1993,1,10202,1,5,5,2,1,1,2,4,2,3,1981,2,2
1993,1,10203,1,2,2,2,1,1,2,4,2,3,1983,2,2
1993,2,10203,1,2,2,2,1,1,2,4,2,3,1979,2,2
1993,1,10204,1,2,2,2,1,1,2,4,1,3,1983,2,2
1993,1,10205,1,2,2,1,2,2,2,4,1,3,1977,2,2
1993,1,10206,1,2,2,1,2,2,2,4,2,3,1981,2,2
1993,1,10207,3,1,1,1,1,1,2,4,2,3,1986,1,1
1993,1,10208,1,5,5,2,1,1,2,4,2,3,1985,1,2
1993,1,10209,2,2,2,1,1,1,2,4,1,3,1987,2,1
1993,1,10210,1,7,7,1,1,1,2,4,2,3,1992,2,2
1993,1,10211,2,2,2,1,1,1,2,4,1,3,1982,2,2
1993,1,10212,1,2,2,2,2,2,2,4,1,3,1983,2,2
1993,1,10213,1,3,3,2,1,1,2,4,2,3,1976,2,2
1993,2,10213,6,2,2,2,1,1,1,4,2,3,1989,2,2
1993,1,10214,4,2,2,2,2,2,2,4,2,3,1978,2,2
1993,1,10215,1,2,2,1,2,2,2,4,1,3,1979,2,2
1993,1,10216,4,2,2,2,1,1,2,4,2,3,1991,2,1
1993,2,10216,6,2,2,2,1,1,1,4,2,3,1993,2,2
1993,1,10217,1,2,2,2,1,1,2,4,2,3,1991,2,2
1993,2,10217,1,2,2,2,1,1,1,4,2,3,1988,2,2
1993,1,10218,2,2,2,2,1,1,2,4,2,3,1992,2,1
1993,1,10219,1,2,2,2,1,1,2,4,1,3,1989,2,2
1993,1,10220,1,5,5,2,2,2,2,4,1,3,1981,2,2
1993,1,10221,1,3,3,2,1,1,2,4,2,3,1990,2,2
1993,2,10221,6,2,2,2,1,1,1,4,2,3,1986,2,2
1993,1,10222,2,2,2,1,1,1,2,4,1,3,1987,2,2
1993,1,10223,1,2,2,1,1,1,2,4,1,3,1983,2,2
1993,1,10224,1,2,2,1,2,2,2,4,2,3,1982,2,2
1993,1,10225,2,1,1,1,2,2,2,4,2,3,1981,2,2
1993,1,10226,1,5,5,2,1,1,2,4,2,3,1980,2,2
1993,2,10226,2,2,2,2,1,1,1,4,2,3,1979,2,2
1993,1,10227,2,2,2,2,1,1,2,4,2,3,1984,2,1
1993,1,10228,2,1,1,1,1,1,2,4,2,3,1988,2,2
1993,1,10229,2,2,2,1,1,1,2,4,2,3,1985,2,2
1993,2,10229,3,3,3,1,1,1,2,4,2,3,1992,2,2
1993,1,10230,1,1,1,1,2,2,2,4,1,3,1984,2,2
1993,1,10231,1,1,1,1,2,2,2,4,2,3,1982,2,2
1993,1,10232,2,2,2,2,1,1,2,4,2,3,1970,2,2
1993,2,10232,1,2,2,2,1,1,2,4,2,3,1989,2,2
1993,1,10233,6,2,2,2,1,1,1,4,2,3,1990,2,2
1993,2,10233,2,4,4,2,2,2,2,4,2,3,1964,2,2
1993,1,10234,2,5,5,1,1,1,2,4,1,3,1983,2,2
1993,1,10235,1,1,1,1,1,1,2,4,2,3,1988,2,2
1993,1,10236,1,2,2,2,1,1,2,4,2,3,1991,2,2
1993,2,10236,1,2,2,2,1,1,2,4,2,3,1985,2,2
1993,1,10237,1,5,5,2,1,1,2,4,2,3,1984,2,1
1993,2,10237,2,2,2,2,1,1,2,4,2,3,1987,2,2
1993,1,10238,2,4,4,1,2,2,2,4,1,3,1986,2,2
1993,1,10239,1,3,3,2,1,1,2,4,2,3,1987,2,2
1993,2,10239,1,2,2,2,2,2,2,4,2,3,1980,2,2
1993,1,10240,1,2,2,2,1,2,1,4,2,3,1990,2,2
1993,2,10240,1,2,2,2,1,1,2,4,2,3,1988,2,2
1993,1,10241,7,1,1,2,4,2,2,2,1,3,1983,2,2
1993,1,10242,1,3,3,2,1,1,2,4,2,3,1977,2,2
1993,2,10242,1,2,2,2,1,1,2,4,2,3,1977,2,2
1993,1,10243,7,2,2,2,4,1,2,1,2,3,1983,2,2
1993,1,10244,9,2,2,2,1,1,2,4,2,3,1984,2,2
1993,1,10245,6,1,1,1,1,1,1,4,2,3,1984,2,2
1993,1,10246,3,1,1,1,2,2,2,4,2,3,1986,2,2
1993,1,10247,6,2,2,2,3,3,3,4,2,3,1989,2,2
1993,2,10247,9,4,4,2,1,1,2,4,2,3,1989,2,2
1993,1,10248,2,3,3,1,1,1,2,4,1,3,1985,2,2
1993,1,10249,2,2,2,1,1,1,2,4,2,3,1992,2,1
1993,1,10250,2,2,2,1,1,1,2,4,2,3,1986,2,2
1993,1,10251,1,3,3,2,1,1,2,4,2,3,1985,2,2
1993,2,10251,4,2,2,2,1,1,2,4,2,3,1992,2,2
1993,3,10251,2,2,2,2,1,1,2,4,2,3,1986,2,2
1993,1,10252,4,2,2,2,1,1,2,4,2,3,1986,2,2
1993,2,10252,1,2,2,2,1,1,2,4,2,3,1987,2,2
1993,1,10253,1,2,2,1,1,1,2,4,1,3,1992,2,2
1993,1,10254,1,2,2,2,1,1,2,4,1,3,1993,2,2
1993,1,10255,2,3,3,1,1,1,2,4,2,3,1982,2,2
1993,1,10256,2,2,2,2,1,1,1,4,2,3,1979,2,2
1993,1,10257,2,2,2,2,1,1,2,4,1,3,1985,2,2
1993,2,10257,4,2,2,2,1,1,2,4,2,3,1990,2,2
1993,3,10257,1,2,2,2,1,1,2,4,2,3,1986,2,2
1993,4,10257,1,2,2,2,2,2,2,4,2,3,1989,2,2
1993,1,10258,1,2,2,1,1,1,2,4,2,3,1991,2,2
1993,1,10259,1,2,2,1,1,1,2,4,1,3,1987,2,2
1993,1,10260,1,2,2,2,1,1,2,4,2,3,1986,2,2
1993,2,10260,6,2,2,2,1,1,2,4,2,3,1989,2,2
1993,1,10261,3,2,2,2,1,1,2,4,1,3,1991,2,2
1993,1,10262,7,2,2,2,4,2,2,2,1,3,1979,2,2
1993,1,10263,2,2,2,2,1,1,2,4,2,3,1985,2,2
1993,2,10263,6,2,5,2,1,1,1,4,2,3,1989,2,2
1993,1,10264,2,3,3,1,2,2,2,4,2,3,1978,2,2
1993,1,10265,9,2,2,2,1,1,2,4,2,3,9999,2,2
1993,2,10265,2,2,2,2,1,1,2,4,2,3,1989,2,2
1993,1,10266,1,2,2,2,1,1,2,4,1,3,1977,2,2
1993,2,10266,2,2,2,2,1,1,2,4,2,3,1984,2,2
1993,1,10267,1,2,2,2,1,1,2,4,2,3,1992,2,2
1993,1,10268,2,2,2,2,1,1,2,4,2,3,1977,2,2
1993,1,10269,7,1,1,2,4,1,2,1,1,3,1983,2,2
1993,1,10270,1,2,2,1,2,2,2,4,2,3,1986,2,2
1993,2,10270,6,2,2,2,1,1,1,4,2,3,1990,2,2
1993,1,10271,6,4,4,2,1,1,1,4,2,3,1989,2,2
