YEAR,VEH_NO,ST_CASE,A_BODY,A_IMP1,A_IMP2,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_DRDIS,A_DRDRO
1990,2,10022,6,4,4,2,1,1,3,4,2,3,1987,2,2
1990,1,10023,2,2,2,2,1,1,3,4,2,3,1985,2,2
1990,2,10023,2,2,2,2,1,1,3,4,2,3,1985,2,2
1990,3,10023,1,2,2,2,1,1,3,4,2,3,1981,2,2
1990,4,10023,2,2,2,2,1,1,3,4,2,3,1981,2,2
1990,1,10024,1,5,5,2,1,1,3,4,2,3,1983,2,2
1990,2,10024,6,2,2,2,1,1,3,4,2,3,1984,2,2
1990,1,10025,1,2,2,2,1,1,3,4,1,3,1988,2,2
1990,2,10025,1,2,2,2,1,1,3,4,2,3,1979,2,2
1990,1,10026,1,2,2,2,2,2,3,4,2,3,1977,2,1
1990,1,10027,2,2,2,2,1,1,3,4,1,3,1981,2,1
1990,1,10028,1,2,2,2,1,1,3,4,2,3,1981,2,2
1990,1,10029,4,2,2,2,1,1,3,4,2,3,1987,1,2
1990,1,10030,9,2,2,2,3,3,3,4,1,3,9999,2,2
1990,1,10031,6,2,2,1,2,2,3,4,2,3,1972,2,2
1990,1,10032,2,2,2,2,1,1,3,4,2,3,1984,2,2
1990,1,10033,6,2,2,2,1,1,3,4,1,3,1990,2,2
1990,1,10034,1,2,2,2,2,2,3,4,2,3,1981,2,2
1990,1,10035,1,3,3,2,1,1,3,4,2,3,1966,2,2
1990,2,10035,2,2,2,2,1,1,3,4,2,3,1984,2,2
1990,1,10036,1,2,2,2,1,1,3,4,2,3,1976,2,2
1990,2,10036,1,5,5,2,1,1,3,4,2,3,1986,2,2
1990,1,10037,1,2,2,1,1,1,3,4,1,3,1989,2,2
1990,1,10038,1,2,2,2,1,1,3,4,2,3,1988,2,2
1990,1,10039,2,2,2,1,1,1,3,4,1,3,1985,2,2
1990,1,10040,6,2,2,2,1,1,3,4,2,3,1989,2,2
1990,2,10040,1,2,2,2,2,2,3,4,2,3,1983,2,2
1990,1,10041,1,2,2,2,2,2,3,4,1,3,1980,2,2
1990,1,10042,2,2,2,2,1,1,3,4,2,3,1985,2,2
1990,2,10042,1,2,2,2,1,1,3,4,1,3,1990,2,2
1990,1,10043,1,6,2,1,1,1,3,4,1,3,1983,2,2
1990,1,10044,3,1,1,1,1,1,3,4,1,3,1984,2,2
1990,1,10045,1,2,2,2,2,2,3,4,2,3,1978,2,2
1990,2,10045,1,2,2,2,1,1,3,4,2,3,1972,2,2
1990,1,10046,2,1,1,1,2,2,3,4,1,3,1988,2,2
1990,1,10047,1,2,2,2,1,1,3,4,2,3,1988,2,2
1990,2,10047,1,2,2,2,1,1,3,4,2,3,1984,2,2
1990,1,10048,1,2,2,2,1,1,3,4,2,3,1986,2,2
1990,2,10048,2,2,2,2,1,1,3,4,2,3,1983,2,2
1990,1,10049,1,2,2,2,1,1,3,4,2,3,1988,2,2
1990,1,10050,1,2,2,2,1,1,3,4,2,3,1986,2,2
1990,2,10050,1,2,2,2,1,1,3,4,2,3,1984,2,2
1990,1,10051,1,3,3,2,1,1,3,4,2,3,1987,2,2
1990,2,10051,1,2,2,2,1,1,3,4,2,3,1988,2,2
1990,1,10052,1,1,1,1,3,3,3,4,2,3,1985,2,2
1990,1,10053,6,2,6,2,1,1,3,4,2,3,1982,2,2
1990,2,10053,1,4,4,2,2,2,3,4,2,3,1982,2,2
1990,1,10054,1,2,2,2,1,1,3,4,2,3,1978,2,2
1990,2,10054,2,2,2,2,1,1,3,4,2,3,1971,2,2
1990,1,10055,2,1,1,1,1,1,3,4,2,3,1989,2,2
1990,1,10056,1,2,2,2,1,1,3,4,1,3,1979,2,2
1990,2,10056,1,5,5,2,2,2,3,4,2,3,1982,2,2
1990,1,10057,1,6,6,1,1,1,3,4,2,3,1988,2,2
1990,1,10058,2,2,2,1,1,1,3,4,2,3,1965,2,2
1990,1,10059,6,5,5,1,1,1,3,4,2,3,1972,2,2
1990,1,10060,1,2,2,1,2,2,3,4,1,3,1979,2,2
1990,1,10061,3,2,2,2,1,1,3,4,1,3,1985,2,2
1990,1,10062,2,2,2,1,1,1,3,4,2,3,1987,2,2
1990,1,10063,1,2,2,2,1,1,3,4,1,3,1988,2,2
1990,2,10063,1,2,2,2,1,1,3,4,2,3,1985,2,2
1990,1,10064,8,2,2,2,1,1,3,4,2,1,1979,2,2
1990,1,10065,1,2,2,2,2,2,3,4,2,3,1985,2,2
1990,1,10066,6,4,4,1,1,1,3,4,1,3,1982,2,2
1990,2,10066,6,2,2,2,1,1,3,4,2,3,1989,2,2
1990,3,10066,6,2,2,2,1,1,3,4,2,3,1978,2,2
1990,1,10067,1,4,4,2,1,1,3,4,1,3,1986,2,2
1990,2,10067,1,2,2,2,1,1,3,4,2,3,1987,2,2
1990,3,10067,1,2,2,2,1,1,3,4,2,3,1983,2,2
1990,1,10068,1,2,2,2,1,1,3,4,2,3,1980,2,2
1990,1,10069,1,4,4,2,3,3,3,4,2,3,1983,2,2
1990,1,10070,7,2,2,2,4,1,3,1,2,3,1983,2,2
1990,2,10070,1,4,4,2,1,1,3,4,2,3,1988,2,2
1990,1,10071,1,2,2,2,2,2,3,4,1,3,1978,2,2
1990,1,10072,1,2,2,2,1,1,3,4,2,3,1989,2,2
1990,1,10073,1,5,5,2,1,1,3,4,2,3,1990,2,2
1990,1,10074,1,5,5,2,2,2,3,4,2,3,1988,2,2
1990,1,10075,1,4,4,2,1,1,3,4,1,3,1987,2,2
1990,1,10076,1,6,3,1,2,2,3,4,1,3,1989,2,2
1990,1,10077,1,2,2,2,2,2,3,4,2,3,1979,2,2
1990,2,10077,1,2,2,2,1,1,3,4,2,3,1989,2,2
1990,1,10078,1,3,3,2,1,1,3,4,2,3,1989,2,2
1990,2,10078,2,2,2,2,1,1,3,4,2,3,1984,2,2
1990,3,10078,1,2,2,2,1,1,3,4,2,3,1982,2,2
1990,1,10079,1,2,2,2,1,1,3,4,2,3,1975,2,2
1990,1,10080,1,4,5,2,2,2,3,4,1,3,1981,2,2
1990,1,10081,1,2,2,2,2,2,3,4,2,3,1976,2,2
1990,2,10081,1,2,2,2,1,1,3,4,2,3,1975,2,2
1990,1,10082,1,2,6,1,1,1,3,4,2,3,1979,2,2
1990,1,10083,4,2,2,2,1,1,3,4,1,3,1990,2,2
1990,1,10084,3,1,1,1,1,1,3,4,2,3,1988,2,1
1990,1,10085,1,2,2,1,2,2,3,4,1,3,1976,2,2
1990,1,10086,1,2,2,2,1,1,3,4,2,3,1975,2,2
1990,1,10087,6,2,2,2,1,1,3,4,2,3,1985,2,2
1990,2,10087,3,2,2,2,1,1,3,4,2,3,1989,2,2
1990,1,10088,7,2,2,2,4,2,3,2,2,3,1980,2,2
1990,2,10088,6,3,3,2,1,1,3,4,2,3,1979,2,2
1990,1,10089,4,2,2,1,1,1,3,4,2,3,1986,2,2
1990,1,10090,1,2,2,2,1,1,3,4,1,3,1981,2,2
1990,1,10091,1,2,2,2,1,1,3,4,2,3,1981,2,2
1990,1,10092,1,2,2,2,1,1,3,4,2,3,1986,2,2
1990,2,10092,6,4,4,2,1,1,3,4,2,3,1979,2,2
1990,1,10093,1,5,5,1,1,1,3,4,1,3,1985,2,2
1990,1,10094,2,2,2,1,1,1,3,4,1,3,1990,2,2
1990,1,10095,1,2,2,2,1,1,3,4,1,3,1988,2,2
1990,1,10096,2,2,2,2,1,1,3,4,2,3,1980,2,2
1990,2,10096,2,3,3,2,1,1,3,4,2,3,1966,2,2
1990,1,10097,1,2,2,2,1,1,3,4,2,3,1977,2,2
1990,2,10097,1,3,3,2,1,1,3,4,2,3,1984,2,2
1990,1,10098,6,6,2,2,1,1,3,4,2,3,1986,2,2
1990,1,10099,2,2,2,2,1,1,3,4,2,3,1987,2,2
1990,2,10099,1,3,3,2,2,2,3,4,2,3,1981,2,2
1990,1,10100,1,5,5,2,1,1,3,4,1,3,1976,2,2
1990,1,10101,6,2,2,2,1,1,3,4,2,3,1982,2,2
1990,2,10101,1,2,2,2,1,1,3,4,2,3,1977,2,2
1990,3,10101,1,5,5,2,2,2,3,4,2,3,1980,2,2
1990,1,10102,6,4,4,2,1,1,3,4,1,3,1989,2,2
1990,2,10102,1,2,2,2,1,1,3,4,1,3,1979,2,2
1990,1,10103,1,2,2,2,1,1,3,4,2,3,1981,2,2
1990,2,10103,1,2,2,2,1,1,3,4,2,3,1987,2,2
1990,1,10104,1,2,2,2,1,1,3,4,2,3,1975,2,2
1990,1,10105,6,1,1,1,1,1,3,4,2,3,1987,2,2
1990,1,10106,2,5,5,2,1,1,3,4,2,3,1984,2,2
1990,2,10106,4,2,2,2,1,1,3,4,2,3,1989,2,2
1990,1,10107,1,2,2,1,1,1,3,4,1,3,1987,2,2
1990,1,10108,1,2,2,2,1,1,3,4,2,3,1989,2,2
1990,2,10108,1,2,2,2,1,1,3,4,2,3,1974,2,2
1990,1,10109,2,3,3,2,1,1,3,4,1,3,1989,2,2
1990,1,10110,1,2,2,2,1,1,3,4,2,3,1985,2,1
1990,1,10111,1,3,3,2,1,1,3,4,1,3,1982,2,2
1990,1,10112,1,2,2,2,1,1,3,4,2,3,1988,2,2
1990,2,10112,1,5,5,2,1,1,3,4,2,3,1985,2,2
1990,1,10113,2,2,2,1,1,1,3,4,1,3,1979,2,2
1990,2,10113,2,5,5,2,1,1,3,4,2,3,1989,2,2
1990,1,10114,1,2,2,1,1,1,3,4,2,3,1979,2,2
1990,2,10114,6,4,4,2,1,1,3,4,2,3,1976,2,2
1990,1,10115,1,1,1,1,1,1,3,4,2,3,1978,2,2
1990,1,10116,2,2,2,1,1,1,3,4,1,3,1955,2,2
1990,1,10117,2,5,5,2,1,1,3,4,2,3,1990,2,2
1990,1,10118,3,4,4,2,1,1,3,4,2,3,1987,2,2
1990,2,10118,6,4,4,2,1,1,3,4,2,3,1978,2,2
1990,3,10118,5,2,2,2,1,1,3,4,1,3,1984,2,2
1990,1,10119,2,2,2,2,1,1,3,4,2,3,1978,2,2
1990,2,10119,1,2,2,2,1,1,3,4,2,3,1985,2,2
1990,1,10120,2,2,2,2,1,1,3,4,1,3,1987,2,2
1990,2,10120,1,3,3,2,1,1,3,4,2,3,1986,2,2
1990,3,10120,1,2,2,2,1,1,3,4,2,3,1974,2,2
1990,1,10121,1,5,5,2,2,2,3,4,1,3,1989,2,1
1990,1,10122,1,1,1,2,2,2,3,4,2,3,1976,2,2
1990,1,10123,2,2,2,2,1,1,3,4,2,3,1988,2,2
1990,1,10124,1,3,3,2,1,1,3,4,2,3,1981,2,2
1990,2,10124,2,2,2,2,1,1,3,4,2,3,1989,2,2
1990,1,10125,1,3,3,2,1,1,3,4,1,3,1976,2,2
1990,2,10125,1,2,2,2,1,1,3,4,2,3,1982,2,2
1990,1,10126,1,2,2,1,1,1,3,4,1,3,1975,2,2
1990,1,10127,1,2,2,2,1,1,3,4,2,3,1989,2,2
1990,1,10128,2,2,2,2,1,1,3,4,2,3,1975,2,2
1990,1,10129,2,3,3,2,1,1,3,4,2,3,1988,2,2
1990,2,10129,6,2,2,2,1,1,3,4,2,3,1986,2,2
1990,1,10130,3,2,2,2,1,1,3,4,2,3,1988,2,2
1990,1,10131,1,2,2,2,2,2,3,4,2,3,1983,2,2
1990,2,10131,1,2,2,2,1,1,3,4,2,3,1984,2,2
1990,1,10132,1,2,2,1,1,1,3,4,1,3,1986,2,2
1990,1,10133,1,5,5,2,2,2,3,4,1,3,1981,2,2
1990,2,10133,1,2,2,2,1,1,3,4,2,3,1983,2,2
1990,1,10134,1,2,2,2,1,1,3,4,2,3,1983,2,2
1990,1,10135,2,2,2,1,2,2,3,4,2,3,1973,2,2
1990,2,10135,1,2,2,2,1,1,3,4,2,3,1976,2,2
1990,3,10135,1,2,2,2,1,1,3,4,2,3,1986,2,2
1990,1,10136,1,2,2,2,1,1,3,4,2,3,1979,2,2
1990,2,10136,6,5,5,2,2,2,3,4,2,3,1979,2,2
1990,1,10137,2,2,2,2,2,2,3,4,2,3,1977,2,2
1990,2,10137,2,2,2,2,1,1,3,4,2,3,1977,2,2
1990,1,10138,1,2,2,2,1,1,3,4,2,3,1981,2,1
1990,2,10138,6,2,2,2,1,1,3,4,2,3,1988,2,2
1990,1,10139,1,3,3,2,1,1,3,4,2,3,1985,2,2
1990,2,10139,1,2,2,2,1,1,3,4,2,3,1982,2,2
1990,3,10139,1,2,2,2,1,1,3,4,2,3,1986,2,2
1990,4,10139,1,2,2,2,1,1,3,4,2,3,1989,2,2
1990,1,10140,2,1,1,1,2,2,3,4,1,3,1988,2,2
1990,1,10141,1,2,2,2,2,2,3,4,1,3,1976,2,1
1990,1,10142,1,6,6,1,1,1,3,4,1,3,1988,2,2
1990,1,10143,2,2,2,2,2,2,3,4,1,3,1989,2,2
1990,1,10144,1,2,2,2,2,2,3,4,2,3,1980,2,2
1990,1,10145,1,2,2,2,1,1,3,4,2,3,1974,2,2
1990,1,10146,2,2,3,2,1,1,3,4,2,3,1990,2,1
1990,1,10147,2,2,2,2,1,1,3,4,2,3,1977,2,2
1990,1,10148,1,2,2,2,1,1,3,4,2,3,1986,2,2
1990,2,10148,1,2,2,2,1,1,3,4,2,3,1979,2,2
1990,1,10149,1,2,5,1,1,1,3,4,1,3,1990,2,2
1990,1,10150,1,3,3,2,1,1,3,4,2,3,1986,2,2
1990,2,10150,6,2,2,2,1,1,3,4,2,3,1979,2,2
1990,1,10151,2,3,3,2,1,1,3,4,2,3,1974,2,2
1990,2,10151,6,2,2,2,1,1,3,4,2,3,1983,2,2
1990,1,10152,1,3,3,2,1,1,3,4,2,3,1976,2,2
1990,2,10152,6,2,2,2,1,1,3,4,2,3,1987,2,2
1990,1,10153,6,2,2,2,1,1,3,4,2,3,1988,2,2
1990,2,10153,1,2,2,2,1,1,3,4,2,3,1980,2,2
1990,1,10154,1,2,2,2,1,1,3,4,1,3,1985,2,2
1990,2,10154,1,2,2,2,1,1,3,4,2,3,1984,2,2
1990,1,10155,1,2,2,2,2,2,3,4,1,3,1981,2,2
1990,1,10156,1,2,2,1,1,1,3,4,1,3,1988,2,2
1990,1,10157,4,4,4,2,1,1,3,4,2,3,1984,2,2
1990,2,10157,1,2,2,2,1,1,3,4,1,3,1979,2,2
1990,3,10157,2,2,2,2,1,1,3,4,2,3,1987,2,2
1990,4,10157,1,2,2,2,1,1,3,4,2,3,1988,2,2
1990,1,10158,1,3,2,2,2,2,3,4,2,3,1980,2,2
1990,2,10158,1,2,2,2,1,1,3,4,1,3,1970,2,2
1990,1,10159,1,5,5,2,1,1,3,4,2,3,1980,2,2
1990,2,10159,1,2,2,2,1,1,3,4,2,3,1989,2,2
1990,1,10160,1,2,2,2,2,2,3,4,2,3,1983,2,2
1990,2,10160,2,2,2,2,1,1,3,4,2,3,1974,2,2
1990,1,10161,2,2,2,2,1,1,3,4,1,3,1979,2,2
1990,1,10162,1,2,2,2,1,1,3,4,1,3,1978,2,2
1990,1,10163,1,2,2,2,1,1,3,4,2,3,1985,2,2
1990,2,10163,3,4,4,1,1,1,3,4,2,3,1987,2,2
1990,3,10163,1,2,2,2,1,1,3,4,2,3,1986,2,2
1990,4,10163,1,2,2,2,1,1,3,4,2,3,1985,2,2
1990,1,10164,7,2,2,2,4,1,3,1,2,3,1982,2,2
1990,1,10165,1,2,2,2,2,2,3,4,1,3,1984,2,2
1990,2,10165,1,2,2,1,2,2,3,4,2,3,1980,2,2
1990,1,10166,1,2,2,2,1,1,3,4,2,3,1984,2,2
1990,1,10167,6,3,3,1,1,1,3,4,1,3,1986,2,2
1990,1,10168,7,2,2,2,4,1,3,1,1,3,1987,2,2
1990,2,10168,1,2,2,2,1,1,3,4,2,3,1987,2,2
1990,1,10169,6,2,5,2,1,1,3,4,2,3,1983,2,2
1990,2,10169,9,5,5,2,2,2,3,4,2,3,1986,2,2
1990,1,10170,1,2,2,1,2,2,3,4,1,3,1978,2,2
1990,1,10171,1,1,1,1,2,2,3,4,1,3,1975,2,2
1990,1,10172,1,2,2,2,1,1,3,4,2,3,1986,2,2
1990,1,10173,1,2,2,2,1,1,3,4,2,3,1983,2,2
1990,2,10173,1,2,2,2,1,1,3,4,2,3,1975,2,2
1990,3,10173,1,2,2,2,1,1,3,4,2,3,1987,2,2
1990,1,10174,1,6,6,1,1,1,3,4,1,3,1989,2,2
1990,1,10175,2,2,2,2,1,1,3,4,2,3,1985,2,2
1990,2,10175,2,4,4,2,1,1,3,4,2,3,1982,2,2
1990,3,10175,1,2,2,2,1,1,3,4,2,3,1988,2,2
1990,1,10176,1,2,2,2,2,2,3,4,2,3,1978,2,2
1990,1,10177,1,2,2,2,1,1,3,4,2,3,1972,2,2
1990,2,10177,5,2,2,2,1,1,3,4,2,3,1985,2,2
1990,1,10178,6,4,4,2,1,1,3,4,2,3,1989,2,2
1990,2,10178,1,2,2,2,1,1,3,4,2,3,1989,2,2
1990,1,10179,4,2,2,2,1,1,3,4,2,3,1990,2,2
1990,2,10179,1,2,2,2,1,1,3,4,1,3,1978,2,2
1990,1,10180,6,2,2,2,2,2,3,4,2,3,1987,2,2
1990,1,10181,1,3,3,2,1,1,3,4,2,3,1968,2,2
1990,2,10181,6,2,2,2,1,1,3,4,2,3,1989,2,2
1990,1,10182,2,2,2,2,1,1,3,4,2,3,1977,2,2
1990,1,10183,2,5,5,1,1,1,3,4,1,3,1986,2,1
1990,1,10184,1,2,2,2,1,1,3,4,2,3,1979,2,2
1990,2,10184,6,2,2,1,1,1,3,4,2,3,1981,2,2
1990,1,10185,1,2,2,2,1,1,3,4,2,3,1986,2,2
1990,2,10185,1,2,2,2,1,1,3,4,2,3,1985,2,2
1990,3,10185,1,2,2,2,1,1,3,4,2,3,1987,2,2
1990,4,10185,1,2,2,2,1,1,3,4,2,3,1975,2,2
1990,1,10186,1,2,2,2,1,1,3,4,2,3,1985,2,2
1990,1,10187,1,3,3,2,1,1,3,4,2,3,1988,2,2
1990,2,10187,1,2,2,2,1,1,3,4,2,3,1976,2,2
1990,1,10188,2,2,2,2,1,1,3,4,2,3,1988,2,2
1990,2,10188,1,3,3,2,2,2,3,4,2,3,1976,2,2
1990,1,10189,1,2,2,2,1,1,3,4,2,3,1989,2,2
1990,2,10189,4,2,2,2,1,1,3,4,2,3,1989,2,2
1990,3,10189,6,2,2,2,1,1,3,4,1,3,1980,2,2
1990,1,10190,1,2,2,1,2,2,3,4,1,3,1980,2,1
1990,1,10191,1,6,6,1,1,1,3,4,1,3,1988,2,2
1990,1,10192,2,2,2,2,1,1,3,4,1,3,1981,2,2
1990,2,10192,6,2,2,2,1,1,3,4,2,3,1977,2,2
1990,1,10193,1,4,4,1,1,1,3,4,1,3,1977,2,2
1990,1,10194,1,2,2,1,1,1,3,4,2,3,1987,2,2
1990,1,10195,1,3,3,2,1,1,3,4,2,3,1989,2,2
1990,2,10195,6,2,2,2,1,1,3,4,2,3,1987,2,2
1990,1,10196,6,2,2,2,1,1,3,4,2,3,1988,2,2
1990,2,10196,1,2,2,2,1,1,3,4,1,3,1986,2,2
1990,1,10197,9,7,7,2,3,3,3,4,2,3,9999,2,2
1990,1,10198,1,5,5,2,1,1,3,4,2,3,1981,2,2
1990,2,10198,2,2,2,2,1,1,3,4,2,3,1974,2,2
1990,3,10198,1,2,2,2,1,1,3,4,2,3,1978,2,2
1990,1,10199,1,3,3,2,1,1,3,4,2,3,1984,2,2
1990,2,10199,6,2,2,2,1,1,3,4,2,3,1984,2,2
1990,3,10199,6,5,5,2,1,1,3,4,2,3,1987,2,2
1990,1,10200,1,2,2,1,1,1,3,4,2,3,1986,2,2
1990,1,10201,1,2,2,2,1,1,3,4,2,3,1988,2,2
1990,1,10202,1,6,6,2,1,1,3,4,2,3,1979,2,2
1990,1,10204,6,3,3,2,1,1,3,4,2,3,1984,2,2
1990,2,10204,7,2,2,2,4,1,3,1,1,3,1981,2,2
1990,1,10205,1,2,2,2,1,1,3,4,2,3,1965,2,2
1990,2,10205,1,2,2,2,1,1,3,4,2,3,1988,2,2
1990,3,10205,4,4,4,2,1,1,3,4,2,3,1985,2,2
1990,1,10206,2,2,2,2,1,1,3,4,2,3,1984,2,2
1990,2,10206,1,4,4,2,1,1,3,4,1,3,1976,2,2
1990,3,10206,1,2,2,2,1,1,3,4,2,3,1977,2,2
1990,1,10207,2,1,1,1,1,1,3,4,1,3,1971,2,2
1990,1,10208,2,5,5,2,1,1,3,4,2,3,1966,2,2
1990,2,10208,1,2,2,2,1,1,3,4,2,3,1979,2,2
1990,1,10209,1,2,2,2,1,1,3,4,2,3,1979,2,2
1990,2,10209,1,2,2,2,1,1,3,4,2,3,1977,2,2
1990,1,10210,1,5,5,2,2,2,3,4,2,3,1981,2,2
1990,2,10210,1,2,2,2,1,1,3,4,2,3,1967,2,2
1990,1,10211,2,2,2,2,1,1,3,4,2,3,1977,2,2
1990,1,10212,1,2,2,2,1,1,3,4,2,3,1986,2,2
1990,2,10212,1,4,4,2,1,1,3,4,2,3,1988,2,2
1990,1,10213,1,2,2,2,1,1,3,4,1,3,1987,2,2
1990,1,10214,6,2,2,2,1,1,3,4,2,3,1986,2,2
1990,2,10214,1,3,3,2,2,2,3,4,2,3,1980,2,2
1990,3,10214,4,2,2,2,1,1,3,4,2,3,1985,2,2
1990,1,10215,4,2,2,2,1,1,3,4,1,3,1976,2,2
1990,2,10215,1,2,2,2,1,1,3,4,2,3,1978,2,2
1990,1,10216,7,2,2,2,4,1,3,1,1,3,1984,2,2
1990,1,10217,1,2,2,2,1,1,3,4,2,3,1978,2,2
1990,1,10218,1,2,2,2,1,1,3,4,2,3,1980,2,2
1990,1,10219,2,2,2,2,1,1,3,4,1,3,1982,2,2
1990,2,10219,1,2,2,2,1,1,3,4,2,3,1985,2,2
1990,1,10220,1,2,2,2,1,1,3,4,1,3,1985,2,2
1990,1,10221,4,2,7,1,1,1,3,4,1,3,1989,2,2
1990,1,10222,1,3,3,1,1,1,3,4,1,3,1989,2,2
1990,1,10223,1,5,5,2,1,1,3,4,2,3,1972,2,2
1990,2,10223,2,2,2,2,1,1,3,4,2,3,1988,2,2
1990,1,10224,6,4,4,2,1,1,3,4,2,3,1970,2,2
1990,2,10224,1,6,6,2,1,1,3,4,2,3,1977,1,2
1990,1,10225,1,1,1,1,1,1,3,4,1,3,1989,2,2
1990,1,10226,2,2,2,2,1,1,3,4,2,3,1977,2,2
1990,1,10227,2,2,2,2,1,1,3,4,2,3,1983,2,2
1990,2,10227,6,2,2,2,1,1,3,4,2,3,1987,2,2
1990,3,10227,1,2,2,2,1,1,3,4,2,3,1986,2,2
1990,1,10228,7,2,2,2,4,1,3,1,2,3,1983,2,2
1990,2,10228,1,2,2,2,1,1,3,4,2,3,1977,2,2
1990,1,10229,4,5,5,2,1,1,3,4,2,3,1989,2,2
1990,2,10229,1,2,2,2,1,1,3,4,2,3,1977,2,2
1990,3,10229,1,2,2,2,1,1,3,4,2,3,1985,2,2
1990,1,10230,1,3,3,2,1,1,3,4,1,3,1982,2,2
1990,2,10230,1,2,2,2,1,1,3,4,2,3,1978,2,2
1990,1,10231,1,3,3,1,1,1,3,4,2,3,1990,2,2
1990,2,10231,2,2,2,1,1,1,3,4,2,3,1977,2,2
1990,1,10232,1,5,5,2,1,1,3,4,2,3,1983,2,2
1990,2,10232,1,2,2,2,1,1,3,4,2,3,1985,2,2
1990,1,10233,1,2,2,2,1,1,3,4,1,3,1983,2,2
1990,1,10234,2,2,2,2,1,1,3,4,2,3,1979,2,2
1990,2,10234,1,2,2,2,2,2,3,4,2,3,1980,2,2
1990,1,10235,1,3,3,2,1,1,3,4,2,3,1979,2,2
1990,2,10235,2,2,2,2,1,1,3,4,2,3,1985,2,2
1990,3,10235,3,2,2,1,1,1,3,4,2,3,1985,2,2
1990,1,10236,1,1,1,2,1,1,3,4,1,3,1981,2,2
1990,1,10237,1,2,2,2,1,1,3,4,1,3,1986,2,2
1990,2,10237,2,4,4,2,1,1,3,4,2,3,1987,2,2
1990,3,10237,6,2,2,2,1,1,3,4,2,3,1985,2,2
1990,1,10238,1,2,2,2,1,1,3,4,2,3,1981,2,2
1990,2,10238,4,2,2,1,1,1,3,4,2,3,1988,2,2
1990,1,10239,1,2,2,2,1,1,3,4,1,3,1981,2,2
1990,2,10239,2,2,2,2,1,1,3,4,2,3,1974,2,2
1990,1,10240,1,2,2,2,2,2,3,4,1,3,1978,2,2
1990,1,10241,1,2,2,2,1,1,3,4,1,3,1987,2,2
1990,1,10242,2,2,2,2,1,1,3,4,2,3,1974,2,2
1990,2,10242,1,5,5,1,1,1,3,4,2,3,1982,2,2
1990,1,10243,6,1,1,1,1,1,3,4,1,3,1988,2,2
1990,1,10244,6,2,2,1,1,1,3,4,2,3,1986,2,2
1990,1,10245,1,2,2,2,1,1,3,4,2,3,1981,2,2
1990,1,10246,6,2,2,2,1,1,3,4,2,3,1981,2,2
1990,2,10246,2,2,2,2,1,1,3,4,1,3,1969,2,2
1990,3,10246,1,2,2,2,1,1,3,4,1,3,1985,2,2
1990,4,10246,1,5,5,2,1,1,3,4,2,3,1988,2,2
1990,1,10247,1,2,2,2,1,1,3,4,2,3,1978,2,2
1990,2,10247,2,2,2,2,1,1,3,4,2,3,1984,2,2
1990,1,10248,1,3,3,2,1,1,3,4,2,3,1987,2,2
1990,2,10248,2,2,2,2,1,1,3,4,2,3,1987,2,2
