ST_CASE,YEAR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10106,1991,0,0,0,0,0,0,0,0,0,0
10107,1991,0,0,0,0,0,0,0,0,0,0
10108,1991,20,20,20,20,20,20,20,20,20,20
10109,1991,25,25,25,25,25,25,25,25,25,25
10110,1991,11,0,0,0,0,0,0,0,0,0
10111,1991,13,13,13,13,13,13,13,13,13,13
10112,1991,0,0,0,0,0,0,0,0,0,0
10113,1991,8,8,8,8,8,8,8,8,19,8
10114,1991,0,35,0,0,0,16,0,0,0,0
10115,1991,5,5,5,5,5,5,5,5,5,5
10116,1991,10,0,0,13,0,0,0,0,16,0
10118,1991,17,0,12,35,0,0,0,18,24,14
10119,1991,12,12,12,12,12,12,12,12,12,22
10120,1991,20,20,20,20,20,20,20,20,20,20
10121,1991,9,9,9,9,9,9,9,9,9,9
10122,1991,0,0,0,0,0,0,0,0,0,0
10123,1991,6,6,6,6,6,6,6,6,6,6
10124,1991,0,0,0,0,0,0,0,0,0,0
10125,1991,6,6,6,6,6,6,6,6,6,6
10126,1991,23,21,21,10,18,17,38,26,29,28
10127,1991,17,17,15,2,24,29,32,25,17,27
10128,1991,8,0,0,0,0,0,0,0,0,0
10129,1991,0,0,0,0,0,0,0,0,0,0
10130,1991,27,27,27,27,27,27,27,27,27,27
10131,1991,20,27,25,13,37,26,23,11,12,22
10132,1991,23,0,0,8,0,11,33,0,0,0
10133,1991,0,0,0,26,24,0,0,0,0,0
10135,1991,25,25,25,25,25,25,25,25,25,25
10136,1991,30,0,25,0,9,0,0,0,0,0
10137,1991,0,0,0,0,0,0,0,0,0,0
10138,1991,13,13,13,13,13,13,13,13,13,13
10139,1991,0,25,11,0,12,3,0,7,25,0
10140,1991,17,17,6,25,10,8,0,12,22,14
10141,1991,0,0,0,0,0,0,0,0,0,0
10142,1991,0,0,0,0,0,0,0,0,0,0
10143,1991,0,0,0,11,0,0,0,0,0,0
10144,1991,0,0,0,0,0,0,0,0,0,0
10145,1991,34,18,7,21,32,31,17,2,26,13
10146,1991,0,15,15,11,8,35,15,23,3,22
10147,1991,0,0,0,0,0,0,0,0,0,0
10148,1991,0,0,0,0,6,0,24,0,0,0
10149,1991,0,0,0,0,0,0,5,0,0,0
10150,1991,0,0,0,0,0,0,0,0,0,0
10151,1991,17,24,29,17,17,25,14,26,29,25
10152,1991,0,0,0,0,0,0,0,0,0,0
10153,1991,23,6,3,2,23,7,10,6,10,31
10154,1991,29,29,29,29,29,29,29,29,29,29
10155,1991,0,34,23,0,33,13,0,9,18,0
10156,1991,26,0,0,0,6,0,0,0,0,13
10157,1991,25,0,16,20,6,0,11,0,17,0
10158,1991,15,13,19,33,21,38,27,13,25,18
10159,1991,8,18,26,8,20,25,22,21,25,19
10160,1991,0,0,0,0,0,0,21,0,0,0
10161,1991,0,0,0,0,0,4,0,0,0,0
10162,1991,0,0,0,0,0,0,0,0,0,0
10163,1991,0,0,0,0,6,0,0,0,3,0
10164,1991,21,22,27,26,17,23,24,30,14,0
10165,1991,0,0,0,0,0,0,0,0,0,0
10166,1991,0,0,0,0,0,0,0,0,0,0
10167,1991,8,8,8,8,8,8,8,8,8,8
10168,1991,0,0,0,0,0,0,0,0,0,0
10169,1991,46,46,46,46,46,46,46,46,46,46
10170,1991,0,0,0,0,0,0,4,0,0,0
10171,1991,25,25,25,25,25,25,25,25,25,25
10172,1991,0,0,0,0,0,26,0,0,16,27
10173,1991,31,37,19,17,20,23,26,17,20,29
10174,1991,12,0,0,0,0,0,0,0,0,16
10175,1991,0,0,0,0,0,0,0,0,0,0
10176,1991,0,0,0,0,0,0,0,0,0,0
10177,1991,0,0,0,0,0,0,0,0,0,0
10178,1991,7,14,0,0,13,0,12,10,5,6
10179,1991,0,0,0,0,0,14,0,0,0,0
10180,1991,0,0,0,0,0,0,0,0,0,0
10181,1991,3,3,3,3,3,3,3,3,3,3
10182,1991,0,0,0,0,0,0,0,0,0,0
10183,1991,31,31,31,31,31,31,31,31,31,31
10184,1991,0,0,0,0,0,0,0,0,0,0
10185,1991,0,0,9,16,0,26,15,0,0,0
10186,1991,0,0,0,0,0,0,0,0,0,0
10187,1991,0,22,18,33,12,0,14,0,28,0
10188,1991,24,10,0,11,11,0,27,24,0,15
10189,1991,0,0,0,0,0,0,0,0,0,0
10190,1991,0,0,0,0,0,5,0,0,0,0
10191,1991,32,32,32,32,32,32,32,32,32,32
10192,1991,14,14,14,14,14,14,14,14,14,14
10193,1991,16,16,16,16,16,16,16,16,16,16
10194,1991,0,0,0,0,0,0,0,0,0,0
10195,1991,31,31,31,31,31,31,31,31,31,31
10196,1991,0,0,0,0,0,0,0,0,0,0
10197,1991,25,25,25,25,25,25,25,25,25,25
10198,1991,0,0,0,0,0,0,0,0,0,0
10199,1991,23,9,28,10,21,17,26,21,19,22
10200,1991,14,14,14,14,14,14,14,14,14,14
10201,1991,0,0,12,0,0,0,0,12,4,0
10202,1991,0,0,0,0,0,0,0,0,0,0
10203,1991,43,43,43,43,43,43,43,43,43,43
10204,1991,0,0,0,0,0,0,0,0,0,0
10205,1991,0,0,0,0,0,0,0,0,0,0
10206,1991,0,0,10,0,8,0,0,0,0,0
10207,1991,0,0,0,0,0,0,8,0,0,28
10208,1991,0,0,0,0,0,24,0,0,0,0
10209,1991,0,0,5,33,0,0,0,0,0,17
10210,1991,6,13,20,12,18,11,7,8,21,3
10211,1991,22,25,12,14,13,12,9,20,14,12
10212,1991,0,0,0,0,0,0,0,0,0,0
10213,1991,24,20,0,25,18,4,22,0,10,12
10214,1991,18,14,26,16,6,27,8,12,20,0
10215,1991,0,21,28,0,14,0,9,16,19,8
10216,1991,14,19,23,13,0,7,14,19,13,0
10217,1991,9,9,9,9,9,9,9,9,9,9
10218,1991,0,0,0,0,0,0,0,0,0,0
10219,1991,0,0,0,0,0,0,0,0,18,0
10220,1991,0,0,0,0,0,0,0,0,0,0
10221,1991,21,21,21,21,21,21,21,21,21,21
10222,1991,25,15,0,0,0,14,11,0,17,0
10223,1991,0,0,8,0,0,24,0,0,0,17
10224,1991,22,18,6,9,25,43,8,35,14,38
10225,1991,0,0,0,0,0,0,0,0,0,0
10226,1991,17,17,17,17,17,17,17,17,17,17
10227,1991,31,0,0,0,0,0,17,0,0,18
10228,1991,5,5,5,5,5,5,5,5,5,5
10229,1991,0,0,0,0,0,0,0,0,0,0
10230,1991,13,11,13,16,16,30,16,25,16,10
10231,1991,16,0,0,0,0,0,0,0,0,0
10232,1991,0,9,0,23,0,0,0,0,0,0
10233,1991,0,0,0,0,0,0,0,0,0,0
10234,1991,0,0,19,10,8,0,18,30,0,19
10235,1991,2,2,2,2,2,2,27,2,2,2
10236,1991,7,33,22,0,0,18,0,0,17,0
10237,1991,0,0,0,0,0,0,11,0,0,0
10238,1991,9,0,11,23,12,18,0,27,20,18
10239,1991,0,0,21,0,0,13,0,0,0,0
10240,1991,16,16,16,16,16,16,16,16,16,16
10241,1991,0,0,0,0,0,0,0,0,0,0
10242,1991,21,14,15,0,10,18,17,0,6,0
10243,1991,8,8,8,8,8,8,8,8,8,8
10244,1991,25,25,25,25,25,25,25,25,25,25
10245,1991,0,0,0,0,0,0,0,0,0,0
10246,1991,8,20,19,13,22,13,19,15,35,12
10247,1991,0,13,26,0,15,0,8,20,25,0
10248,1991,4,4,4,4,4,4,4,4,4,4
10249,1991,26,8,18,26,27,13,30,21,33,16
10250,1991,17,16,22,11,46,18,11,34,35,7
10251,1991,20,20,20,20,20,20,20,20,20,20
10252,1991,28,28,28,28,28,28,28,28,28,28
10253,1991,0,0,0,0,0,0,0,0,10,0
10254,1991,30,30,30,30,30,30,30,30,30,30
10255,1991,0,9,16,36,0,9,15,0,13,0
10256,1991,0,0,0,0,0,0,0,0,0,0
10257,1991,25,0,18,18,0,0,0,0,0,0
10258,1991,27,0,20,0,0,0,0,0,0,0
10259,1991,0,0,0,0,0,0,0,0,0,0
10260,1991,0,0,0,0,0,0,0,0,0,21
10261,1991,0,0,0,25,0,23,0,0,0,0
10262,1991,24,31,22,20,23,19,30,14,31,23
10263,1991,0,0,0,0,0,0,0,6,0,22
10264,1991,0,0,0,0,0,0,0,0,0,0
10266,1991,0,0,0,0,0,0,0,0,0,0
10267,1991,4,4,4,4,4,4,4,4,4,4
10268,1991,0,0,0,0,0,0,0,0,0,0
10269,1991,24,33,19,21,24,39,13,34,13,20
10270,1991,0,0,0,0,0,0,0,0,0,0
10271,1991,23,23,36,0,23,0,0,0,31,14
10272,1991,5,0,0,0,11,32,0,0,0,22
10273,1991,2,2,2,2,2,2,2,2,2,2
10274,1991,0,0,0,0,0,0,0,0,0,0
10275,1991,19,26,26,5,12,14,24,27,3,0
10276,1991,20,20,20,20,20,20,20,20,20,20
10277,1991,23,0,0,32,0,11,0,8,0,0
10278,1991,21,0,24,0,16,6,12,0,0,0
10279,1991,0,0,0,0,0,0,0,0,0,0
10280,1991,28,0,0,0,0,0,16,0,0,0
10281,1991,14,14,14,15,11,6,7,12,10,26
10282,1991,0,0,0,0,0,0,0,0,0,0
10283,1991,27,0,0,0,0,0,18,0,0,0
10284,1991,18,18,18,18,18,18,18,18,18,18
10285,1991,10,20,4,7,0,0,19,17,29,0
10286,1991,19,11,0,0,14,0,24,24,12,0
10287,1991,0,0,26,0,0,0,0,0,0,0
10288,1991,0,0,0,0,0,0,0,0,0,0
10289,1991,14,6,19,13,21,16,19,16,14,18
10290,1991,8,8,8,8,8,8,8,8,8,8
10291,1991,0,0,0,0,0,0,0,0,0,0
10292,1991,16,16,16,16,16,16,16,16,16,16
10293,1991,0,0,0,0,0,0,23,0,0,0
10294,1991,12,15,0,19,22,0,21,0,7,3
10295,1991,0,0,0,17,0,0,0,0,0,0
10296,1991,18,17,8,13,16,36,24,16,0,18
10297,1991,19,19,19,19,19,19,19,19,19,19
10298,1991,18,18,18,18,18,18,18,18,18,18
10299,1991,0,0,0,0,0,0,0,0,0,0
10300,1991,7,0,19,11,34,27,34,14,9,9
10301,1991,10,10,10,10,10,10,10,10,10,10
10302,1991,21,21,21,21,21,21,21,21,21,21
10303,1991,14,14,14,14,14,14,14,14,14,14
10304,1991,16,19,0,0,15,0,0,0,20,0
10305,1991,0,0,0,0,0,0,0,0,0,0
10306,1991,44,44,44,44,44,44,44,44,44,44
10307,1991,0,0,0,0,0,0,0,0,0,6
10308,1991,0,0,0,0,0,0,0,0,0,0
10309,1991,39,12,33,8,4,27,29,14,15,24
10310,1991,0,0,0,0,0,0,0,0,0,0
10311,1991,0,0,0,0,0,0,0,0,18,0
10312,1991,6,6,6,6,6,6,6,6,6,6
10313,1991,22,22,22,22,22,22,22,22,22,22
10314,1991,0,0,0,0,0,0,0,0,0,0
10315,1991,0,0,0,0,0,0,0,0,0,0
10316,1991,14,14,14,14,14,14,14,14,14,14
10317,1991,0,0,0,0,0,20,0,0,0,0
10318,1991,24,13,5,7,9,9,13,20,12,0
10319,1991,0,0,0,0,0,0,0,0,0,0
10320,1991,0,0,0,0,0,0,0,0,0,0
10321,1991,0,0,0,0,0,0,0,0,0,0
10322,1991,20,20,20,20,20,20,20,20,20,20
10323,1991,30,23,10,0,16,0,33,15,18,26
10324,1991,17,17,17,17,30,17,18,17,17,17
10325,1991,27,27,27,27,27,27,27,27,27,27
10326,1991,12,0,0,0,0,0,0,0,0,0
10327,1991,0,0,0,0,0,0,0,0,0,0
10328,1991,13,10,10,9,7,16,9,0,17,13
10329,1991,0,0,0,0,0,0,0,0,0,0
10330,1991,16,24,15,12,23,12,0,0,0,10
10331,1991,0,0,12,9,12,0,0,0,0,17
10332,1991,9,9,9,9,9,9,9,9,9,9
10334,1991,0,13,0,10,0,0,0,0,19,16
10335,1991,21,24,29,0,37,8,9,32,0,0
10336,1991,0,23,30,0,0,9,0,32,0,23
10337,1991,26,26,26,26,26,26,26,26,26,26
10338,1991,26,26,26,26,26,26,26,26,26,26
10339,1991,15,14,20,17,25,20,18,14,28,23
10340,1991,23,23,23,23,23,23,23,23,23,23
10341,1991,17,17,17,17,17,17,17,17,17,17
10342,1991,16,24,20,28,12,18,19,17,9,23
10343,1991,0,0,0,0,0,0,0,0,0,0
10344,1991,0,0,0,0,0,0,0,0,0,0
10345,1991,16,16,16,16,16,16,16,16,16,16
10346,1991,19,10,13,11,6,20,7,10,12,8
10347,1991,5,0,6,16,3,9,13,8,11,0
10348,1991,0,0,24,0,8,0,0,0,0,0
10349,1991,29,0,11,11,23,15,18,16,35,6
10350,1991,0,0,0,0,0,0,0,0,0,0
10351,1991,26,26,26,26,26,26,26,26,26,26
10352,1991,20,20,20,20,20,20,20,20,20,20
10353,1991,21,14,21,12,0,0,18,18,10,19
10354,1991,12,12,12,12,12,12,12,12,12,12
10355,1991,0,0,0,0,0,18,0,0,0,0
10356,1991,21,21,21,21,21,21,21,21,21,21
10357,1991,0,0,8,0,0,0,0,0,0,0
10358,1991,0,0,0,0,0,0,0,0,0,0
10359,1991,9,9,9,9,9,9,9,9,9,9
10360,1991,0,0,24,26,21,12,0,28,21,0
10361,1991,0,0,0,0,0,0,0,0,0,0
10362,1991,31,34,31,31,31,31,31,31,31,31
10363,1991,17,19,24,34,7,0,8,24,20,17
10364,1991,0,0,0,0,0,0,0,0,0,0
10365,1991,19,0,4,0,7,17,0,16,0,14
10366,1991,18,18,18,18,18,18,18,18,18,18
10367,1991,0,0,0,0,0,0,0,0,0,0
10368,1991,0,0,0,0,0,0,0,0,0,0
10369,1991,16,16,16,16,16,16,16,16,16,16
10370,1991,4,4,4,4,4,4,4,4,4,4
10371,1991,0,0,0,0,0,0,0,0,0,0
10372,1991,0,0,0,0,14,0,0,15,0,0
10373,1991,10,10,10,10,10,10,10,10,10,10
10374,1991,0,0,0,0,0,0,0,0,0,0
10375,1991,0,0,0,0,0,0,0,0,0,0
10376,1991,29,29,29,29,29,29,29,29,29,29
10377,1991,7,0,0,0,0,0,0,0,0,0
10378,1991,25,25,25,25,25,25,25,25,25,25
10379,1991,0,0,0,0,0,0,0,0,0,0
10380,1991,0,15,0,0,0,0,0,0,0,0
10381,1991,0,0,0,0,0,0,0,0,0,0
10382,1991,0,0,0,0,0,0,0,0,0,0
10383,1991,17,17,17,17,17,17,17,17,17,17
10384,1991,22,0,6,9,0,0,0,17,0,19
10385,1991,0,0,0,0,0,0,0,0,0,0
10386,1991,0,0,0,0,0,0,0,0,0,0
10387,1991,10,10,10,10,10,10,10,10,10,10
10388,1991,0,0,0,0,0,0,0,0,0,0
10389,1991,0,0,0,0,0,0,0,0,0,0
10390,1991,0,0,0,0,0,0,0,0,0,0
10391,1991,0,0,0,0,0,0,0,0,0,0
10392,1991,0,0,0,0,0,0,0,0,0,0
10393,1991,10,10,10,10,10,10,10,10,10,10
10394,1991,13,13,13,13,13,13,13,13,13,13
10395,1991,0,0,0,0,0,0,0,0,0,0
10396,1991,0,0,0,0,0,0,0,0,0,0
10397,1991,23,23,23,23,23,23,23,23,23,23
10398,1991,0,0,0,0,0,0,0,0,0,0
10399,1991,0,0,0,0,0,0,0,0,0,0
10400,1991,20,0,0,0,22,0,0,0,0,5
10401,1991,0,0,0,0,12,12,0,0,0,7
10402,1991,0,0,0,0,0,0,0,0,0,0
10403,1991,22,0,0,0,0,0,22,0,5,0
10404,1991,26,26,26,26,26,26,26,26,26,26
10405,1991,0,0,0,0,0,0,0,0,0,0
10406,1991,0,0,0,0,0,0,0,0,0,0
10407,1991,0,0,0,0,0,0,0,0,0,0
10408,1991,0,0,14,0,0,0,13,0,0,0
10409,1991,0,0,0,0,0,0,0,0,0,0
10410,1991,0,0,0,0,0,0,0,0,0,0
10411,1991,0,0,0,0,0,0,0,0,0,0
10412,1991,0,0,0,0,0,0,0,13,0,0
10413,1991,0,6,0,0,0,0,0,0,0,0
10414,1991,23,23,23,23,23,23,23,23,23,23
10415,1991,13,33,28,9,12,13,10,0,21,29
10416,1991,0,0,0,0,0,0,0,0,0,0
10417,1991,0,0,0,0,0,0,4,23,0,0
10418,1991,0,0,0,0,0,0,0,0,0,0
10419,1991,27,27,27,27,27,27,27,27,27,27
10420,1991,32,32,32,32,32,32,32,32,32,32
10421,1991,47,47,47,47,47,47,47,47,47,47
10422,1991,0,0,0,0,0,0,0,0,0,0
10424,1991,0,0,0,0,0,0,0,0,0,0
10425,1991,9,28,0,0,0,0,22,8,0,0
10426,1991,6,6,6,6,6,6,6,6,6,6
10427,1991,16,4,20,18,13,16,22,29,12,12
10428,1991,0,0,0,12,12,0,0,0,0,0
10429,1991,0,0,0,0,0,0,0,0,0,0
10430,1991,0,0,0,0,0,0,0,0,0,0
10431,1991,10,10,10,10,10,10,10,10,10,10
10432,1991,0,29,0,0,29,38,0,0,0,25
10433,1991,30,20,13,15,15,16,21,18,18,17
10434,1991,0,0,26,0,0,0,0,0,0,0
10435,1991,0,0,0,0,0,0,0,0,0,0
10436,1991,15,15,15,20,15,15,15,15,15,15
10437,1991,17,17,17,17,17,17,17,17,17,17
10438,1991,0,0,0,0,0,0,0,0,0,0
10439,1991,0,0,0,0,0,18,0,0,20,0
10440,1991,18,11,13,12,21,13,23,19,12,22
10441,1991,28,28,28,28,28,28,28,28,28,28
10442,1991,0,0,0,0,0,0,0,0,0,0
10443,1991,38,32,0,0,18,31,43,7,0,19
10444,1991,0,0,0,0,0,0,0,0,0,0
10445,1991,17,17,17,17,17,17,17,17,17,17
10446,1991,8,8,8,8,8,8,8,8,8,8
10447,1991,3,3,3,3,3,3,3,3,3,3
10448,1991,0,0,0,0,0,0,0,0,0,0
10449,1991,11,0,0,24,29,10,29,0,6,11
10450,1991,0,0,0,0,0,0,0,0,0,0
10451,1991,0,0,0,0,0,0,0,0,0,0
10452,1991,0,0,0,0,0,0,0,0,0,0
10453,1991,11,11,11,11,11,11,11,11,11,11
10454,1991,0,0,0,0,0,0,0,0,0,0
10455,1991,19,19,19,19,19,19,19,19,19,19
10456,1991,0,0,0,0,0,0,0,0,0,0
10457,1991,0,21,0,10,9,0,0,8,0,0
10458,1991,33,33,33,33,33,33,33,33,33,33
10459,1991,0,0,0,0,0,0,0,0,0,0
10460,1991,0,0,0,0,0,0,33,0,29,0
10461,1991,0,0,0,0,0,0,0,0,0,0
10462,1991,2,2,2,2,2,2,2,2,2,2
10463,1991,0,0,0,0,0,0,0,0,0,0
10464,1991,0,0,0,0,0,0,0,0,0,0
10465,1991,17,17,17,17,17,17,17,17,17,17
10466,1991,0,16,22,24,11,17,21,25,13,9
10467,1991,12,20,20,7,8,16,38,22,14,16
10468,1991,0,7,13,19,10,0,0,0,11,15
10469,1991,0,0,0,0,0,0,0,0,0,0
10470,1991,0,0,0,0,0,0,0,0,0,15
10471,1991,0,0,0,0,0,0,0,0,0,17
10472,1991,26,20,35,19,8,16,16,33,9,18
10473,1991,20,12,14,46,11,17,23,11,13,23
10474,1991,36,36,36,36,36,36,36,36,36,36
10475,1991,0,0,0,0,0,17,0,0,0,0
10476,1991,16,16,16,16,16,16,16,16,16,16
10477,1991,0,0,0,0,0,0,0,0,0,0
10478,1991,10,10,10,10,10,10,10,10,10,10
10479,1991,0,0,0,0,0,0,0,0,0,0
10480,1991,15,15,15,15,15,15,15,15,15,15
10481,1991,21,21,21,21,21,21,21,21,21,21
10482,1991,0,21,18,0,24,0,0,0,21,0
10483,1991,0,0,0,0,30,0,13,0,0,10
10484,1991,17,0,25,0,16,0,32,16,18,0
10485,1991,20,20,20,20,20,20,20,20,20,20
10486,1991,0,0,0,0,0,0,0,0,0,0
10487,1991,0,0,0,0,0,0,14,0,0,0
10488,1991,0,0,0,0,0,0,0,0,0,0
10489,1991,15,15,15,15,15,15,15,15,15,15
10490,1991,1,9,18,5,1,25,18,19,13,18
10491,1991,18,36,45,18,6,0,25,15,17,12
10492,1991,17,17,17,17,17,17,17,17,17,17
10493,1991,21,21,21,21,21,21,21,21,21,21
10494,1991,0,0,0,0,0,0,0,39,0,0
10495,1991,0,0,0,0,0,0,0,0,0,0
10496,1991,22,19,0,0,21,0,0,11,32,0
10497,1991,16,4,11,9,12,7,21,28,13,8
10498,1991,18,18,18,18,18,18,18,18,18,18
10499,1991,0,0,0,0,0,0,0,0,0,0
10500,1991,0,0,0,18,0,0,0,0,0,0
10501,1991,11,11,11,18,26,11,13,12,14,11
10502,1991,4,4,4,4,4,4,4,4,4,4
10503,1991,11,17,26,29,12,29,28,45,34,15
10504,1991,16,16,16,16,16,16,16,16,16,16
10505,1991,0,0,0,0,0,15,0,0,0,15
10506,1991,12,12,12,12,12,12,12,12,12,12
10507,1991,0,0,0,0,0,0,0,0,0,0
10508,1991,0,0,0,0,0,0,0,0,0,0
10509,1991,16,16,16,16,16,16,16,16,16,16
10510,1991,0,0,0,0,0,0,0,0,0,0
10511,1991,16,16,16,16,16,16,16,16,16,16
10512,1991,0,0,0,0,0,0,0,0,0,0
10513,1991,13,13,13,13,13,13,13,13,13,13
10514,1991,18,18,19,0,13,10,7,6,0,9
10515,1991,20,25,22,20,20,21,20,39,20,26
10516,1991,0,0,0,0,0,0,0,0,0,0
10517,1991,3,20,26,26,21,18,14,17,23,19
10518,1991,6,15,14,18,25,21,25,34,12,20
10519,1991,0,0,0,0,0,0,0,0,0,0
10520,1991,4,4,4,4,4,4,4,4,4,4
10521,1991,0,0,0,0,0,0,0,0,0,0
10522,1991,0,0,0,14,21,0,0,0,0,0
10523,1991,0,0,0,0,0,0,0,0,0,0
10525,1991,0,0,0,0,0,0,0,0,0,0
10526,1991,0,0,0,0,0,0,0,0,0,17
10527,1991,18,16,18,20,10,21,19,18,0,29
10528,1991,0,0,0,0,0,0,0,0,0,0
10529,1991,0,0,0,0,0,0,0,0,0,0
10530,1991,37,37,37,37,37,37,37,37,37,37
10531,1991,0,0,0,0,0,0,0,0,0,0
10532,1991,28,14,0,23,35,18,34,13,0,38
10533,1991,14,14,14,14,14,14,14,14,14,14
10534,1991,8,17,24,0,0,0,2,11,26,23
10535,1991,0,0,0,0,0,0,0,0,0,0
10536,1991,31,31,31,31,31,31,31,31,31,31
10537,1991,0,0,0,0,0,0,0,0,0,0
10538,1991,0,0,0,0,0,0,0,0,0,0
10539,1991,10,10,10,10,10,10,10,10,10,10
10540,1991,0,0,0,0,0,0,0,0,0,0
10541,1991,0,0,0,0,0,0,0,0,0,0
10542,1991,0,0,0,17,0,0,13,0,0,0
10543,1991,0,0,0,0,0,0,0,0,0,0
10544,1991,28,23,27,6,12,0,35,27,30,15
